"","comid","FlowMetric","hydro.endpoint","MedDelta"
"5803",20332802,"sp_mag","SP_Mag",1044.342806
"5804",20332802,"wet_bfl_mag_10","Wet_BFL_Mag_10",7.496445171
"5805",20332802,"wet_bfl_mag_50","Wet_BFL_Mag_50",16.42599209
"5806",20332804,"ds_mag_50","DS_Mag_50",0.368305445
"5807",20332804,"fa_mag","FA_Mag",4.140699202
"5808",20332804,"peak_10","Peak_10",-5.091880286
"5809",20332804,"peak_2","Peak_2",-82.09501066
"5810",20332804,"peak_5","Peak_5",4.177204129
"5811",20332804,"q99","Q99",-18.75402397
"5812",20332804,"sp_mag","SP_Mag",18.66049684
"5813",20332804,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.361158974
"5814",20332804,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.457138278
"5815",20332806,"ds_mag_50","DS_Mag_50",0.166958791
"5816",20332806,"fa_mag","FA_Mag",8.279718677
"5817",20332806,"peak_10","Peak_10",14.62613533
"5818",20332806,"peak_2","Peak_2",-28.24920596
"5819",20332806,"peak_5","Peak_5",36.05655904
"5820",20332806,"q99","Q99",-11.41172355
"5821",20332806,"sp_mag","SP_Mag",32.47946237
"5822",20332806,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.164539461
"5823",20332806,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.311769647
"5824",20332812,"ds_mag_50","DS_Mag_50",0.015759907
"5825",20332812,"fa_mag","FA_Mag",-3.627195937
"5826",20332812,"peak_10","Peak_10",-490.7925356
"5827",20332812,"peak_2","Peak_2",-537.5495053
"5828",20332812,"peak_5","Peak_5",-482.7181868
"5829",20332812,"q99","Q99",-365.8563028
"5830",20332812,"sp_mag","SP_Mag",20.62498452
"5831",20332812,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.671659058
"5832",20332812,"wet_bfl_mag_50","Wet_BFL_Mag_50",-2.324415418
"5833",20332816,"ds_mag_50","DS_Mag_50",1.393764902
"5834",20332816,"fa_mag","FA_Mag",-4.324206577
"5835",20332816,"peak_10","Peak_10",-1136.359551
"5836",20332816,"peak_2","Peak_2",-596.5245236
"5837",20332816,"peak_5","Peak_5",-1061.353571
"5838",20332816,"q99","Q99",-504.0993811
"5839",20332816,"sp_mag","SP_Mag",36.03396687
"5840",20332816,"wet_bfl_mag_10","Wet_BFL_Mag_10",-2.013051815
"5841",20332816,"wet_bfl_mag_50","Wet_BFL_Mag_50",-16.04611014
"5842",20332818,"ds_mag_50","DS_Mag_50",1.456706127
"5843",20332818,"fa_mag","FA_Mag",-4.69817488
"5844",20332818,"peak_10","Peak_10",-1226.356059
"5845",20332818,"peak_2","Peak_2",-608.4624479
"5846",20332818,"peak_5","Peak_5",-1039.194048
"5847",20332818,"q99","Q99",-514.4386056
"5848",20332818,"sp_mag","SP_Mag",30.31175758
"5849",20332818,"wet_bfl_mag_10","Wet_BFL_Mag_10",-2.247901782
"5850",20332818,"wet_bfl_mag_50","Wet_BFL_Mag_50",-12.15056943
"5851",20332822,"ds_mag_50","DS_Mag_50",1.414752581
"5852",20332822,"fa_mag","FA_Mag",41.24221798
"5853",20332822,"peak_10","Peak_10",7346.132995
"5854",20332822,"peak_2","Peak_2",1149.373092
"5855",20332822,"peak_5","Peak_5",5086.986359
"5856",20332822,"q99","Q99",533.5407187
"5857",20332822,"sp_mag","SP_Mag",1030.915946
"5858",20332822,"wet_bfl_mag_10","Wet_BFL_Mag_10",14.22511692
"5859",20332822,"wet_bfl_mag_50","Wet_BFL_Mag_50",44.36511205
"5860",20332824,"ds_mag_50","DS_Mag_50",1.316798618
"5861",20332824,"fa_mag","FA_Mag",-3.43242862
"5862",20332824,"peak_10","Peak_10",-1202.125648
"5863",20332824,"peak_2","Peak_2",-581.1056006
"5864",20332824,"peak_5","Peak_5",-823.2445686
"5865",20332824,"q99","Q99",-504.1134596
"5866",20332824,"sp_mag","SP_Mag",-7.746314685
"5867",20332824,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.999446404
"5868",20332824,"wet_bfl_mag_50","Wet_BFL_Mag_50",-10.19005886
"5869",20332828,"ds_mag_50","DS_Mag_50",1.425001166
"5870",20332828,"fa_mag","FA_Mag",-3.305064685
"5871",20332828,"peak_10","Peak_10",-1161.23851
"5872",20332828,"peak_2","Peak_2",-584.8485534
"5873",20332828,"peak_5","Peak_5",-1021.483304
"5874",20332828,"q99","Q99",-508.1555678
"5875",20332828,"sp_mag","SP_Mag",-4.689425741
"5876",20332828,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.033928405
"5877",20332828,"wet_bfl_mag_50","Wet_BFL_Mag_50",-10.55742224
"5878",20332830,"ds_mag_50","DS_Mag_50",0.17199309
"5879",20332830,"fa_mag","FA_Mag",5.523218784
"5880",20332830,"peak_10","Peak_10",19.40039644
"5881",20332830,"peak_2","Peak_2",-5.009959707
"5882",20332830,"peak_5","Peak_5",-1.542832401
"5883",20332830,"q99","Q99",-7.216968308
"5884",20332830,"sp_mag","SP_Mag",47.03867433
"5885",20332830,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.312218981
"5886",20332830,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.87867366
"5887",20332832,"ds_mag_50","DS_Mag_50",1.271275808
"5888",20332832,"fa_mag","FA_Mag",-4.091460698
"5889",20332832,"peak_10","Peak_10",-1224.334119
"5890",20332832,"peak_2","Peak_2",-549.1542561
"5891",20332832,"peak_5","Peak_5",-806.6006107
"5892",20332832,"q99","Q99",-506.6266799
"5893",20332832,"sp_mag","SP_Mag",-7.523397269
"5894",20332832,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.094281202
"5895",20332832,"wet_bfl_mag_50","Wet_BFL_Mag_50",-10.44098526
"5896",20332834,"ds_mag_50","DS_Mag_50",0.220412005
"5897",20332834,"fa_mag","FA_Mag",4.186110147
"5898",20332834,"peak_10","Peak_10",6.604535931
"5899",20332834,"peak_2","Peak_2",-21.41464302
"5900",20332834,"peak_5","Peak_5",41.28513836
"5901",20332834,"q99","Q99",-6.140271918
"5902",20332834,"sp_mag","SP_Mag",40.8969677
"5903",20332834,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.011860872
"5904",20332834,"wet_bfl_mag_50","Wet_BFL_Mag_50",-0.103873876
"5905",20332836,"ds_mag_50","DS_Mag_50",0.263168581
"5906",20332836,"fa_mag","FA_Mag",5.011336238
"5907",20332836,"peak_10","Peak_10",35.96020626
"5908",20332836,"peak_2","Peak_2",-11.25489078
"5909",20332836,"peak_5","Peak_5",20.74271332
"5910",20332836,"q99","Q99",-6.002685347
"5911",20332836,"sp_mag","SP_Mag",34.61840376
"5912",20332836,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.644742557
"5913",20332836,"wet_bfl_mag_50","Wet_BFL_Mag_50",0.673334915
"5914",20332842,"ds_mag_50","DS_Mag_50",0.250325674
"5915",20332842,"fa_mag","FA_Mag",5.179521679
"5916",20332842,"peak_10","Peak_10",-9.169348019
"5917",20332842,"peak_2","Peak_2",-24.40602564
"5918",20332842,"peak_5","Peak_5",38.89249517
"5919",20332842,"q99","Q99",-6.856356556
"5920",20332842,"sp_mag","SP_Mag",49.94043773
"5921",20332842,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.75874369
"5922",20332842,"wet_bfl_mag_50","Wet_BFL_Mag_50",0.009596487
"5923",20332844,"ds_mag_50","DS_Mag_50",0.124082418
"5924",20332844,"fa_mag","FA_Mag",3.88145403
"5925",20332844,"peak_10","Peak_10",11.6601295
"5926",20332844,"peak_2","Peak_2",-22.82134532
"5927",20332844,"peak_5","Peak_5",33.94994033
"5928",20332844,"q99","Q99",-7.889749411
"5929",20332844,"sp_mag","SP_Mag",30.37350816
"5930",20332844,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.126265251
"5931",20332844,"wet_bfl_mag_50","Wet_BFL_Mag_50",-0.069918665
"5932",20332848,"ds_mag_50","DS_Mag_50",3.386009574
"5933",20332848,"fa_mag","FA_Mag",51.33825175
"5934",20332848,"peak_10","Peak_10",2722.535551
"5935",20332848,"peak_2","Peak_2",1678.79099
"5936",20332848,"peak_5","Peak_5",2589.001451
"5937",20332848,"q99","Q99",369.1433592
"5938",20332848,"sp_mag","SP_Mag",157.2632111
"5939",20332848,"wet_bfl_mag_10","Wet_BFL_Mag_10",7.633816084
"5940",20332848,"wet_bfl_mag_50","Wet_BFL_Mag_50",17.44590127
"5941",20332854,"ds_mag_50","DS_Mag_50",0.454900599
"5942",20332854,"fa_mag","FA_Mag",6.455849644
"5943",20332854,"peak_10","Peak_10",66.26506713
"5944",20332854,"peak_2","Peak_2",-53.69623876
"5945",20332854,"peak_5","Peak_5",3.779892274
"5946",20332854,"q99","Q99",-0.61353262
"5947",20332854,"sp_mag","SP_Mag",47.1481039
"5948",20332854,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.125735614
"5949",20332854,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.600282468
"5950",20332858,"ds_mag_50","DS_Mag_50",1.381453713
"5951",20332858,"fa_mag","FA_Mag",-2.99187877
"5952",20332858,"peak_10","Peak_10",-1210.549158
"5953",20332858,"peak_2","Peak_2",-522.4879825
"5954",20332858,"peak_5","Peak_5",-785.6939127
"5955",20332858,"q99","Q99",-497.5040968
"5956",20332858,"sp_mag","SP_Mag",-12.52220979
"5957",20332858,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.837154462
"5958",20332858,"wet_bfl_mag_50","Wet_BFL_Mag_50",-9.724345738
"5959",20332860,"ds_mag_50","DS_Mag_50",1.243631452
"5960",20332860,"fa_mag","FA_Mag",-3.893457517
"5961",20332860,"peak_10","Peak_10",-1224.417056
"5962",20332860,"peak_2","Peak_2",-539.0287423
"5963",20332860,"peak_5","Peak_5",-797.7229117
"5964",20332860,"q99","Q99",-509.3848068
"5965",20332860,"sp_mag","SP_Mag",-12.04872827
"5966",20332860,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.881043107
"5967",20332860,"wet_bfl_mag_50","Wet_BFL_Mag_50",-10.05041525
"5968",20332868,"ds_mag_50","DS_Mag_50",-3.391808775
"5969",20332868,"fa_mag","FA_Mag",7.607055805
"5970",20332868,"peak_10","Peak_10",-1457.122425
"5971",20332868,"peak_2","Peak_2",-637.2456405
"5972",20332868,"peak_5","Peak_5",-708.1907478
"5973",20332868,"q99","Q99",-6.619280761
"5974",20332868,"sp_mag","SP_Mag",291.7105411
"5975",20332868,"wet_bfl_mag_10","Wet_BFL_Mag_10",6.529603879
"5976",20332868,"wet_bfl_mag_50","Wet_BFL_Mag_50",14.50574118
"5977",20332896,"ds_mag_50","DS_Mag_50",0.455126956
"5978",20332896,"fa_mag","FA_Mag",11.95344571
"5979",20332896,"peak_10","Peak_10",-40.24908961
"5980",20332896,"peak_2","Peak_2",-41.71482351
"5981",20332896,"peak_5","Peak_5",-112.7776789
"5982",20332896,"q99","Q99",-16.87653258
"5983",20332896,"sp_mag","SP_Mag",79.57994969
"5984",20332896,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.788618698
"5985",20332896,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.778475358
"5986",20332900,"ds_mag_50","DS_Mag_50",0.918911838
"5987",20332900,"fa_mag","FA_Mag",27.87903741
"5988",20332900,"peak_10","Peak_10",639.4923906
"5989",20332900,"peak_2","Peak_2",35.68560206
"5990",20332900,"peak_5","Peak_5",320.1382248
"5991",20332900,"q99","Q99",12.70914019
"5992",20332900,"sp_mag","SP_Mag",95.71937929
"5993",20332900,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.694752514
"5994",20332900,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.179117466
"5995",20332904,"ds_mag_50","DS_Mag_50",0.532725108
"5996",20332904,"fa_mag","FA_Mag",10.87581294
"5997",20332904,"peak_10","Peak_10",17.30960043
"5998",20332904,"peak_2","Peak_2",-37.95739694
"5999",20332904,"peak_5","Peak_5",-51.19727512
"6000",20332904,"q99","Q99",-21.4132351
"6001",20332904,"sp_mag","SP_Mag",75.66662987
"6002",20332904,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.070940077
"6003",20332904,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.615133616
"6004",20332906,"ds_mag_50","DS_Mag_50",0.945198718
"6005",20332906,"fa_mag","FA_Mag",32.31810191
"6006",20332906,"peak_10","Peak_10",4540.467541
"6007",20332906,"peak_2","Peak_2",805.1750779
"6008",20332906,"peak_5","Peak_5",2204.533851
"6009",20332906,"q99","Q99",327.8968715
"6010",20332906,"sp_mag","SP_Mag",126.1712541
"6011",20332906,"wet_bfl_mag_10","Wet_BFL_Mag_10",10.31026037
"6012",20332906,"wet_bfl_mag_50","Wet_BFL_Mag_50",36.45651041
"6013",20332908,"ds_mag_50","DS_Mag_50",0.467176074
"6014",20332908,"fa_mag","FA_Mag",10.41788085
"6015",20332908,"peak_10","Peak_10",-65.44236417
"6016",20332908,"peak_2","Peak_2",-47.39532967
"6017",20332908,"peak_5","Peak_5",-136.2037494
"6018",20332908,"q99","Q99",-15.68639894
"6019",20332908,"sp_mag","SP_Mag",77.78382701
"6020",20332908,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.459159724
"6021",20332908,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.409050616
"6022",20332910,"ds_mag_50","DS_Mag_50",1.961948801
"6023",20332910,"fa_mag","FA_Mag",29.89913741
"6024",20332910,"peak_10","Peak_10",4522.949782
"6025",20332910,"peak_2","Peak_2",788.5813625
"6026",20332910,"peak_5","Peak_5",2156.257632
"6027",20332910,"q99","Q99",253.2746307
"6028",20332910,"sp_mag","SP_Mag",160.7439337
"6029",20332910,"wet_bfl_mag_10","Wet_BFL_Mag_10",11.34131835
"6030",20332910,"wet_bfl_mag_50","Wet_BFL_Mag_50",50.53458625
"6031",20332912,"ds_mag_50","DS_Mag_50",1.403425491
"6032",20332912,"fa_mag","FA_Mag",15.77084701
"6033",20332912,"peak_10","Peak_10",82.0737979
"6034",20332912,"peak_2","Peak_2",-90.23241858
"6035",20332912,"peak_5","Peak_5",13.89158974
"6036",20332912,"q99","Q99",-9.030211895
"6037",20332912,"sp_mag","SP_Mag",54.38162721
"6038",20332912,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.283614635
"6039",20332912,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.092034466
"6040",20332914,"ds_mag_50","DS_Mag_50",1.103375291
"6041",20332914,"fa_mag","FA_Mag",13.71717688
"6042",20332914,"peak_10","Peak_10",81.11639943
"6043",20332914,"peak_2","Peak_2",-80.96805045
"6044",20332914,"peak_5","Peak_5",14.82591319
"6045",20332914,"q99","Q99",-1.390037149
"6046",20332914,"sp_mag","SP_Mag",37.36859191
"6047",20332914,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.747570746
"6048",20332914,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.420265318
"6049",20332918,"ds_mag_50","DS_Mag_50",0.192423826
"6050",20332918,"fa_mag","FA_Mag",10.08664984
"6051",20332918,"peak_10","Peak_10",53.74170896
"6052",20332918,"peak_2","Peak_2",-82.8319955
"6053",20332918,"peak_5","Peak_5",2.946265068
"6054",20332918,"q99","Q99",1.566481819
"6055",20332918,"sp_mag","SP_Mag",31.39555128
"6056",20332918,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.861173477
"6057",20332918,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.65952306
"6058",20332920,"ds_mag_50","DS_Mag_50",0.56058017
"6059",20332920,"fa_mag","FA_Mag",13.07095375
"6060",20332920,"peak_10","Peak_10",14.65550103
"6061",20332920,"peak_2","Peak_2",-71.57609507
"6062",20332920,"peak_5","Peak_5",31.64173916
"6063",20332920,"q99","Q99",8.463163113
"6064",20332920,"sp_mag","SP_Mag",92.44498268
"6065",20332920,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.513663337
"6066",20332920,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.333892358
"6067",20332934,"ds_mag_50","DS_Mag_50",0.485358725
"6068",20332934,"fa_mag","FA_Mag",13.95898998
"6069",20332934,"peak_10","Peak_10",38.37771672
"6070",20332934,"peak_2","Peak_2",-29.1572371
"6071",20332934,"peak_5","Peak_5",51.28503976
"6072",20332934,"q99","Q99",3.836354181
"6073",20332934,"sp_mag","SP_Mag",84.65071012
"6074",20332934,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.157350366
"6075",20332934,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.184214119
"6076",20332938,"ds_mag_50","DS_Mag_50",0.537431901
"6077",20332938,"fa_mag","FA_Mag",7.881076591
"6078",20332938,"peak_10","Peak_10",17.634868
"6079",20332938,"peak_2","Peak_2",-74.32769913
"6080",20332938,"peak_5","Peak_5",-4.052941159
"6081",20332938,"q99","Q99",6.322359114
"6082",20332938,"sp_mag","SP_Mag",34.25588362
"6083",20332938,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.534077323
"6084",20332938,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.371248418
"6085",20332940,"ds_mag_50","DS_Mag_50",-24.28935947
"6086",20332940,"fa_mag","FA_Mag",492.405323
"6087",20332940,"peak_10","Peak_10",-85.98179717
"6088",20332940,"peak_2","Peak_2",49.30605594
"6089",20332940,"peak_5","Peak_5",65.12437426
"6090",20332940,"q99","Q99",-38.95993964
"6091",20332940,"sp_mag","SP_Mag",8.779781052
"6092",20332940,"wet_bfl_mag_10","Wet_BFL_Mag_10",-14.82900263
"6093",20332940,"wet_bfl_mag_50","Wet_BFL_Mag_50",-12.78970754
"6094",20332944,"ds_mag_50","DS_Mag_50",1.028116633
"6095",20332944,"fa_mag","FA_Mag",24.60598803
"6096",20332944,"peak_10","Peak_10",235.9777289
"6097",20332944,"peak_2","Peak_2",-34.28902681
"6098",20332944,"peak_5","Peak_5",140.2828896
"6099",20332944,"q99","Q99",21.83977397
"6100",20332944,"sp_mag","SP_Mag",101.7153238
"6101",20332944,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.746535781
"6102",20332944,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.822849567
"6103",20332946,"ds_mag_50","DS_Mag_50",1.023272228
"6104",20332946,"fa_mag","FA_Mag",12.95378071
"6105",20332946,"peak_10","Peak_10",-1.064858042
"6106",20332946,"peak_2","Peak_2",-25.79494356
"6107",20332946,"peak_5","Peak_5",55.48964466
"6108",20332946,"q99","Q99",1.783257133
"6109",20332946,"sp_mag","SP_Mag",81.30484982
"6110",20332946,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.027142874
"6111",20332946,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.025780137
"6112",20332948,"ds_mag_50","DS_Mag_50",0.455410256
"6113",20332948,"fa_mag","FA_Mag",10.77728913
"6114",20332948,"peak_10","Peak_10",1.878239594
"6115",20332948,"peak_2","Peak_2",-41.83496836
"6116",20332948,"peak_5","Peak_5",14.62864342
"6117",20332948,"q99","Q99",-4.092788947
"6118",20332948,"sp_mag","SP_Mag",78.12414452
"6119",20332948,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.99470954
"6120",20332948,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.009161089
"6121",20332950,"ds_mag_50","DS_Mag_50",0.412858059
"6122",20332950,"fa_mag","FA_Mag",11.75990403
"6123",20332950,"peak_10","Peak_10",-57.1499376
"6124",20332950,"peak_2","Peak_2",-48.50629987
"6125",20332950,"peak_5","Peak_5",-142.3714408
"6126",20332950,"q99","Q99",-18.21164851
"6127",20332950,"sp_mag","SP_Mag",64.91572891
"6128",20332950,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.444579704
"6129",20332950,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.387657343
"6130",20332954,"ds_mag_50","DS_Mag_50",0.311764069
"6131",20332954,"fa_mag","FA_Mag",7.524447484
"6132",20332954,"peak_10","Peak_10",15.03898302
"6133",20332954,"peak_2","Peak_2",-76.99895221
"6134",20332954,"peak_5","Peak_5",-8.300946487
"6135",20332954,"q99","Q99",5.214002432
"6136",20332954,"sp_mag","SP_Mag",32.21032967
"6137",20332954,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.702637662
"6138",20332954,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.984512321
"6139",20332958,"ds_mag_50","DS_Mag_50",-24.18464594
"6140",20332958,"fa_mag","FA_Mag",499.6232056
"6141",20332958,"peak_10","Peak_10",-152.5420514
"6142",20332958,"peak_2","Peak_2",26.34012587
"6143",20332958,"peak_5","Peak_5",60.21500716
"6144",20332958,"q99","Q99",-32.74224319
"6145",20332958,"sp_mag","SP_Mag",7.803568432
"6146",20332958,"wet_bfl_mag_10","Wet_BFL_Mag_10",-14.10852331
"6147",20332958,"wet_bfl_mag_50","Wet_BFL_Mag_50",-12.3332296
"6148",20332962,"ds_mag_50","DS_Mag_50",0.592519148
"6149",20332962,"fa_mag","FA_Mag",10.91463897
"6150",20332962,"peak_10","Peak_10",-31.93687812
"6151",20332962,"peak_2","Peak_2",-36.00667666
"6152",20332962,"peak_5","Peak_5",16.31436194
"6153",20332962,"q99","Q99",-8.644179291
"6154",20332962,"sp_mag","SP_Mag",64.56680519
"6155",20332962,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.150114535
"6156",20332962,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.909703297
"6157",20332966,"ds_mag_50","DS_Mag_50",0.268401016
"6158",20332966,"fa_mag","FA_Mag",13.29604882
"6159",20332966,"peak_10","Peak_10",-35.31128072
"6160",20332966,"peak_2","Peak_2",-59.71908492
"6161",20332966,"peak_5","Peak_5",45.8654689
"6162",20332966,"q99","Q99",10.69677622
"6163",20332966,"sp_mag","SP_Mag",104.6257602
"6164",20332966,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.926884149
"6165",20332966,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.377414252
"6166",20332968,"ds_mag_50","DS_Mag_50",0.414777306
"6167",20332968,"fa_mag","FA_Mag",11.5352706
"6168",20332968,"peak_10","Peak_10",-59.63043343
"6169",20332968,"peak_2","Peak_2",-47.47163203
"6170",20332968,"peak_5","Peak_5",-141.4077377
"6171",20332968,"q99","Q99",-18.59787126
"6172",20332968,"sp_mag","SP_Mag",64.8761132
"6173",20332968,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.633000699
"6174",20332968,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.255462038
"6175",20332970,"ds_mag_50","DS_Mag_50",0.810010573
"6176",20332970,"fa_mag","FA_Mag",16.60342525
"6177",20332970,"peak_10","Peak_10",-2.559375125
"6178",20332970,"peak_2","Peak_2",-4.124826507
"6179",20332970,"peak_5","Peak_5",101.8801654
"6180",20332970,"q99","Q99",2.206722546
"6181",20332970,"sp_mag","SP_Mag",103.8631299
"6182",20332970,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.000671429
"6183",20332970,"wet_bfl_mag_50","Wet_BFL_Mag_50",3.910848568
"6184",20332972,"ds_mag_50","DS_Mag_50",0.696887945
"6185",20332972,"fa_mag","FA_Mag",9.66519269
"6186",20332972,"peak_10","Peak_10",25.33687596
"6187",20332972,"peak_2","Peak_2",-79.14836314
"6188",20332972,"peak_5","Peak_5",14.05238408
"6189",20332972,"q99","Q99",-0.998381492
"6190",20332972,"sp_mag","SP_Mag",72.69108575
"6191",20332972,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.425603763
"6192",20332972,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.936526723
"6193",20332978,"ds_mag_50","DS_Mag_50",0.351417999
"6194",20332978,"fa_mag","FA_Mag",7.653465478
"6195",20332978,"peak_10","Peak_10",-34.02386986
"6196",20332978,"peak_2","Peak_2",-40.07718182
"6197",20332978,"peak_5","Peak_5",-131.2224383
"6198",20332978,"q99","Q99",-21.65123442
"6199",20332978,"sp_mag","SP_Mag",65.9024755
"6200",20332978,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.435634998
"6201",20332978,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.54781019
"6202",20332980,"ds_mag_50","DS_Mag_50",0.972094905
"6203",20332980,"fa_mag","FA_Mag",15.5692378
"6204",20332980,"peak_10","Peak_10",214.798327
"6205",20332980,"peak_2","Peak_2",-4.726784715
"6206",20332980,"peak_5","Peak_5",60.21184912
"6207",20332980,"q99","Q99",7.489791878
"6208",20332980,"sp_mag","SP_Mag",94.77282434
"6209",20332980,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.462894755
"6210",20332980,"wet_bfl_mag_50","Wet_BFL_Mag_50",6.056192557
"6211",20332982,"ds_mag_50","DS_Mag_50",0.202707043
"6212",20332982,"fa_mag","FA_Mag",6.877590083
"6213",20332982,"peak_10","Peak_10",-13.56167116
"6214",20332982,"peak_2","Peak_2",-75.92117283
"6215",20332982,"peak_5","Peak_5",-5.25160989
"6216",20332982,"q99","Q99",3.740286982
"6217",20332982,"sp_mag","SP_Mag",28.47129054
"6218",20332982,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.849515185
"6219",20332982,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.13432992
"6220",20332986,"ds_mag_50","DS_Mag_50",0.969584499
"6221",20332986,"fa_mag","FA_Mag",15.50862533
"6222",20332986,"peak_10","Peak_10",162.279367
"6223",20332986,"peak_2","Peak_2",-5.067524476
"6224",20332986,"peak_5","Peak_5",62.08654542
"6225",20332986,"q99","Q99",8.177813151
"6226",20332986,"sp_mag","SP_Mag",109.2585496
"6227",20332986,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.413477606
"6228",20332986,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.647664502
"6229",20332990,"ds_mag_50","DS_Mag_50",2.905101815
"6230",20332990,"fa_mag","FA_Mag",42.73075499
"6231",20332990,"peak_10","Peak_10",5484.065664
"6232",20332990,"peak_2","Peak_2",934.4202341
"6233",20332990,"peak_5","Peak_5",2576.344133
"6234",20332990,"q99","Q99",461.6072151
"6235",20332990,"sp_mag","SP_Mag",349.4705155
"6236",20332990,"wet_bfl_mag_10","Wet_BFL_Mag_10",13.85671497
"6237",20332990,"wet_bfl_mag_50","Wet_BFL_Mag_50",45.89890876
"6238",20332994,"ds_mag_50","DS_Mag_50",2.700657925
"6239",20332994,"fa_mag","FA_Mag",30.67174797
"6240",20332994,"peak_10","Peak_10",737.1138544
"6241",20332994,"peak_2","Peak_2",59.66433683
"6242",20332994,"peak_5","Peak_5",402.4815431
"6243",20332994,"q99","Q99",-16.04457382
"6244",20332994,"sp_mag","SP_Mag",120.2516778
"6245",20332994,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.177388994
"6246",20332994,"wet_bfl_mag_50","Wet_BFL_Mag_50",11.25548993
"6247",20332996,"ds_mag_50","DS_Mag_50",2.355470196
"6248",20332996,"fa_mag","FA_Mag",22.51361963
"6249",20332996,"peak_10","Peak_10",192.8740233
"6250",20332996,"peak_2","Peak_2",-38.70475042
"6251",20332996,"peak_5","Peak_5",79.27605381
"6252",20332996,"q99","Q99",7.97931007
"6253",20332996,"sp_mag","SP_Mag",129.3419774
"6254",20332996,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.048175408
"6255",20332996,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.46375025
"6256",20332998,"ds_mag_50","DS_Mag_50",0.282232101
"6257",20332998,"fa_mag","FA_Mag",7.251609106
"6258",20332998,"peak_10","Peak_10",-6.177850816
"6259",20332998,"peak_2","Peak_2",-83.06728039
"6260",20332998,"peak_5","Peak_5",-13.54216866
"6261",20332998,"q99","Q99",1.345818684
"6262",20332998,"sp_mag","SP_Mag",31.48051299
