"","comid","FlowMetric","hydro.endpoint","MedDelta"
"18023",948070164,"peak_5","Peak_5",-2738.572823
"18024",948070164,"q99","Q99",-1045.08716
"18025",948070164,"sp_mag","SP_Mag",-11.54452115
"18026",948070164,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.611910573
"18027",948070164,"wet_bfl_mag_50","Wet_BFL_Mag_50",-8.693261156
"18028",948070165,"ds_mag_50","DS_Mag_50",0.895438645
"18029",948070165,"fa_mag","FA_Mag",-3.469381189
"18030",948070165,"peak_10","Peak_10",-2895.222717
"18031",948070165,"peak_2","Peak_2",-420.4934217
"18032",948070165,"peak_5","Peak_5",-2592.34833
"18033",948070165,"q99","Q99",-1066.719488
"18034",948070165,"sp_mag","SP_Mag",-0.399970529
"18035",948070165,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.153355661
"18036",948070165,"wet_bfl_mag_50","Wet_BFL_Mag_50",-10.65557751
"18037",948070166,"ds_mag_50","DS_Mag_50",0.713537379
"18038",948070166,"fa_mag","FA_Mag",-5.638285993
"18039",948070166,"peak_10","Peak_10",-2854.725163
"18040",948070166,"peak_2","Peak_2",-366.8440328
"18041",948070166,"peak_5","Peak_5",-2746.134498
"18042",948070166,"q99","Q99",-1053.187265
"18043",948070166,"sp_mag","SP_Mag",-12.9147028
"18044",948070166,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.618265052
"18045",948070166,"wet_bfl_mag_50","Wet_BFL_Mag_50",-8.669238844
"18046",948070167,"ds_mag_50","DS_Mag_50",0.732975191
"18047",948070167,"fa_mag","FA_Mag",-5.997169173
"18048",948070167,"peak_10","Peak_10",-2805.075728
"18049",948070167,"peak_2","Peak_2",-390.9965032
"18050",948070167,"peak_5","Peak_5",-2598.702164
"18051",948070167,"q99","Q99",-1038.264482
"18052",948070167,"sp_mag","SP_Mag",0.127305861
"18053",948070167,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.795171012
"18054",948070167,"wet_bfl_mag_50","Wet_BFL_Mag_50",-9.00948335
"18055",948070168,"ds_mag_50","DS_Mag_50",1.571315102
"18056",948070168,"fa_mag","FA_Mag",27.98936374
"18057",948070168,"peak_10","Peak_10",-3057.247435
"18058",948070168,"peak_2","Peak_2",-424.2582026
"18059",948070168,"peak_5","Peak_5",-2731.101324
"18060",948070168,"q99","Q99",-1655.41903
"18061",948070168,"sp_mag","SP_Mag",5.801860806
"18062",948070168,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.447651931
"18063",948070168,"wet_bfl_mag_50","Wet_BFL_Mag_50",-12.73933425
"18064",948070169,"ds_mag_50","DS_Mag_50",0.623983933
"18065",948070169,"fa_mag","FA_Mag",-3.994486486
"18066",948070169,"peak_10","Peak_10",-2969.089447
"18067",948070169,"peak_2","Peak_2",-696.3379256
"18068",948070169,"peak_5","Peak_5",-2924.904148
"18069",948070169,"q99","Q99",-1039.57409
"18070",948070169,"sp_mag","SP_Mag",-0.678991009
"18071",948070169,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.288968465
"18072",948070169,"wet_bfl_mag_50","Wet_BFL_Mag_50",-14.74400749
"18073",948070170,"ds_mag_50","DS_Mag_50",1.613485181
"18074",948070170,"fa_mag","FA_Mag",26.26172351
"18075",948070170,"peak_10","Peak_10",-3037.248446
"18076",948070170,"peak_2","Peak_2",-412.8486513
"18077",948070170,"peak_5","Peak_5",-2731.380181
"18078",948070170,"q99","Q99",-1647.094796
"18079",948070170,"sp_mag","SP_Mag",3.933205794
"18080",948070170,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.83409031
"18081",948070170,"wet_bfl_mag_50","Wet_BFL_Mag_50",-11.57253288
"18082",948070171,"ds_mag_50","DS_Mag_50",0.657738928
"18083",948070171,"fa_mag","FA_Mag",-8.027428916
"18084",948070171,"peak_10","Peak_10",-2790.081789
"18085",948070171,"peak_2","Peak_2",-400.5603859
"18086",948070171,"peak_5","Peak_5",-2607.308866
"18087",948070171,"q99","Q99",-1035.287706
"18088",948070171,"sp_mag","SP_Mag",-8.973641858
"18089",948070171,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.487505078
"18090",948070171,"wet_bfl_mag_50","Wet_BFL_Mag_50",-9.16401973
"18091",948070172,"ds_mag_50","DS_Mag_50",9.268077256
"18092",948070172,"fa_mag","FA_Mag",102.5631589
"18093",948070172,"peak_10","Peak_10",1384.316872
"18094",948070172,"peak_2","Peak_2",1425.465853
"18095",948070172,"peak_5","Peak_5",2458.778049
"18096",948070172,"q99","Q99",-613.103149
"18097",948070172,"sp_mag","SP_Mag",228.5104607
"18098",948070172,"wet_bfl_mag_10","Wet_BFL_Mag_10",9.828666467
"18099",948070172,"wet_bfl_mag_50","Wet_BFL_Mag_50",11.51509382
"18100",948070173,"ds_mag_50","DS_Mag_50",0.758237762
"18101",948070173,"fa_mag","FA_Mag",-2.967082837
"18102",948070173,"peak_10","Peak_10",-2439.316342
"18103",948070173,"peak_2","Peak_2",-366.7075549
"18104",948070173,"peak_5","Peak_5",-2674.220588
"18105",948070173,"q99","Q99",-1149.512017
"18106",948070173,"sp_mag","SP_Mag",32.39969381
"18107",948070173,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.460897702
"18108",948070173,"wet_bfl_mag_50","Wet_BFL_Mag_50",-7.249439144
"18109",948070175,"ds_mag_50","DS_Mag_50",0.758877123
"18110",948070175,"fa_mag","FA_Mag",17.57227922
"18111",948070175,"peak_10","Peak_10",198.7212704
"18112",948070175,"peak_2","Peak_2",-3.10724309
"18113",948070175,"peak_5","Peak_5",105.048374
"18114",948070175,"q99","Q99",7.379199749
"18115",948070175,"sp_mag","SP_Mag",88.81634665
"18116",948070175,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.060245571
"18117",948070175,"wet_bfl_mag_50","Wet_BFL_Mag_50",3.01632967
"18118",948070176,"ds_mag_50","DS_Mag_50",1.347479604
"18119",948070176,"fa_mag","FA_Mag",-0.283209862
"18120",948070176,"peak_10","Peak_10",-2437.192837
"18121",948070176,"peak_2","Peak_2",-603.9530746
"18122",948070176,"peak_5","Peak_5",-1947.688448
"18123",948070176,"q99","Q99",-617.4415276
"18124",948070176,"sp_mag","SP_Mag",-9.831137862
"18125",948070176,"wet_bfl_mag_10","Wet_BFL_Mag_10",-4.922822028
"18126",948070176,"wet_bfl_mag_50","Wet_BFL_Mag_50",-8.207330836
"18127",948070177,"ds_mag_50","DS_Mag_50",1.64670696
"18128",948070177,"fa_mag","FA_Mag",-0.266352239
"18129",948070177,"peak_10","Peak_10",-2544.415339
"18130",948070177,"peak_2","Peak_2",-748.6170549
"18131",948070177,"peak_5","Peak_5",-2053.847095
"18132",948070177,"q99","Q99",-594.7998776
"18133",948070177,"sp_mag","SP_Mag",-12.84275508
"18134",948070177,"wet_bfl_mag_10","Wet_BFL_Mag_10",-9.257077622
"18135",948070177,"wet_bfl_mag_50","Wet_BFL_Mag_50",-6.945394272
"18136",948070178,"ds_mag_50","DS_Mag_50",1.451571845
"18137",948070178,"fa_mag","FA_Mag",-2.522143477
"18138",948070178,"peak_10","Peak_10",-1817.760078
"18139",948070178,"peak_2","Peak_2",-851.3846593
"18140",948070178,"peak_5","Peak_5",-1577.248801
"18141",948070178,"q99","Q99",-599.5276965
"18142",948070178,"sp_mag","SP_Mag",-15.40100599
"18143",948070178,"wet_bfl_mag_10","Wet_BFL_Mag_10",-8.716856527
"18144",948070178,"wet_bfl_mag_50","Wet_BFL_Mag_50",-4.224985598
"18145",948070179,"ds_mag_50","DS_Mag_50",1.220505411
"18146",948070179,"fa_mag","FA_Mag",-5.890269663
"18147",948070179,"peak_10","Peak_10",-1285.236579
"18148",948070179,"peak_2","Peak_2",-479.6900866
"18149",948070179,"peak_5","Peak_5",-806.7074956
"18150",948070179,"q99","Q99",-523.336167
"18151",948070179,"sp_mag","SP_Mag",4.598056444
"18152",948070179,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.027898185
"18153",948070179,"wet_bfl_mag_50","Wet_BFL_Mag_50",-7.005563187
"18154",948070180,"ds_mag_50","DS_Mag_50",3.376524725
"18155",948070180,"fa_mag","FA_Mag",37.1940685
"18156",948070180,"peak_10","Peak_10",-77.26075238
"18157",948070180,"peak_2","Peak_2",-36.02434815
"18158",948070180,"peak_5","Peak_5",-11.95935941
"18159",948070180,"q99","Q99",-37.44643131
"18160",948070180,"sp_mag","SP_Mag",172.4129639
"18161",948070180,"wet_bfl_mag_10","Wet_BFL_Mag_10",3.544670496
"18162",948070180,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.84369464
"18163",948070181,"ds_mag_50","DS_Mag_50",3.677281635
"18164",948070181,"fa_mag","FA_Mag",38.79536245
"18165",948070181,"peak_10","Peak_10",-20.20794632
"18166",948070181,"peak_2","Peak_2",-12.75839706
"18167",948070181,"peak_5","Peak_5",-31.4896643
"18168",948070181,"q99","Q99",-52.9413687
"18169",948070181,"sp_mag","SP_Mag",156.3428107
"18170",948070181,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.262988195
"18171",948070181,"wet_bfl_mag_50","Wet_BFL_Mag_50",8.166531802
"18172",948070182,"ds_mag_50","DS_Mag_50",2.955539627
"18173",948070182,"fa_mag","FA_Mag",37.81870537
"18174",948070182,"peak_10","Peak_10",-37.75550516
"18175",948070182,"peak_2","Peak_2",-4.816424908
"18176",948070182,"peak_5","Peak_5",-22.8993293
"18177",948070182,"q99","Q99",-41.19760933
"18178",948070182,"sp_mag","SP_Mag",149.2559041
"18179",948070182,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.278437912
"18180",948070182,"wet_bfl_mag_50","Wet_BFL_Mag_50",9.827262987
"18181",948070183,"ds_mag_50","DS_Mag_50",3.284313686
"18182",948070183,"fa_mag","FA_Mag",36.18985671
"18183",948070183,"peak_10","Peak_10",-26.35464552
"18184",948070183,"peak_2","Peak_2",32.73275974
"18185",948070183,"peak_5","Peak_5",-23.75431515
"18186",948070183,"q99","Q99",-46.81241406
"18187",948070183,"sp_mag","SP_Mag",161.4519679
"18188",948070183,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.224600916
"18189",948070183,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.06395654
"18190",948070184,"ds_mag_50","DS_Mag_50",3.312065768
"18191",948070184,"fa_mag","FA_Mag",34.01216392
"18192",948070184,"peak_10","Peak_10",-52.49315914
"18193",948070184,"peak_2","Peak_2",-12.43473643
"18194",948070184,"peak_5","Peak_5",-30.3822292
"18195",948070184,"q99","Q99",-55.24132809
"18196",948070184,"sp_mag","SP_Mag",166.7313506
"18197",948070184,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.992552431
"18198",948070184,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.79279853
"18199",948070185,"ds_mag_50","DS_Mag_50",3.249447636
"18200",948070185,"fa_mag","FA_Mag",42.2210628
"18201",948070185,"peak_10","Peak_10",-88.2049651
"18202",948070185,"peak_2","Peak_2",70.13175907
"18203",948070185,"peak_5","Peak_5",-20.66977219
"18204",948070185,"q99","Q99",-35.17727229
"18205",948070185,"sp_mag","SP_Mag",169.3891971
"18206",948070185,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.394769431
"18207",948070185,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.28426607
"18208",948070186,"ds_mag_50","DS_Mag_50",5.057974525
"18209",948070186,"fa_mag","FA_Mag",31.57362723
"18210",948070186,"peak_10","Peak_10",-146.3316141
"18211",948070186,"peak_2","Peak_2",-23.25507038
"18212",948070186,"peak_5","Peak_5",-39.17064878
"18213",948070186,"q99","Q99",-23.74868211
"18214",948070186,"sp_mag","SP_Mag",163.3173653
"18215",948070186,"wet_bfl_mag_10","Wet_BFL_Mag_10",4.974901349
"18216",948070186,"wet_bfl_mag_50","Wet_BFL_Mag_50",15.74073218
"18217",948070187,"ds_mag_50","DS_Mag_50",3.113174992
"18218",948070187,"fa_mag","FA_Mag",35.26966781
"18219",948070187,"peak_10","Peak_10",-93.5555352
"18220",948070187,"peak_2","Peak_2",-19.42746415
"18221",948070187,"peak_5","Peak_5",-32.62968478
"18222",948070187,"q99","Q99",-62.14592339
"18223",948070187,"sp_mag","SP_Mag",171.4188923
"18224",948070187,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.67681983
"18225",948070187,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.54359857
"18226",948070188,"ds_mag_50","DS_Mag_50",2.007447802
"18227",948070188,"fa_mag","FA_Mag",26.95552359
"18228",948070188,"peak_10","Peak_10",-412.2660511
"18229",948070188,"peak_2","Peak_2",24.05113686
"18230",948070188,"peak_5","Peak_5",-146.3936489
"18231",948070188,"q99","Q99",-29.53012828
"18232",948070188,"sp_mag","SP_Mag",113.848144
"18233",948070188,"wet_bfl_mag_10","Wet_BFL_Mag_10",2.387157409
"18234",948070188,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.270630786
"18235",948070189,"ds_mag_50","DS_Mag_50",1.791524226
"18236",948070189,"fa_mag","FA_Mag",16.44624426
"18237",948070189,"peak_10","Peak_10",-292.5515727
"18238",948070189,"peak_2","Peak_2",-49.28738745
"18239",948070189,"peak_5","Peak_5",-144.0261144
"18240",948070189,"q99","Q99",-59.98951321
"18241",948070189,"sp_mag","SP_Mag",115.1599411
"18242",948070189,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.874979421
"18243",948070189,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.697911755
"18244",948070190,"ds_mag_50","DS_Mag_50",2.453453546
"18245",948070190,"fa_mag","FA_Mag",31.88083827
"18246",948070190,"peak_10","Peak_10",841.340679
"18247",948070190,"peak_2","Peak_2",479.7550566
"18248",948070190,"peak_5","Peak_5",557.1990577
"18249",948070190,"q99","Q99",81.10192493
"18250",948070190,"sp_mag","SP_Mag",156.1156817
"18251",948070190,"wet_bfl_mag_10","Wet_BFL_Mag_10",7.879726956
"18252",948070190,"wet_bfl_mag_50","Wet_BFL_Mag_50",10.5317048
"18253",948070196,"ds_mag_50","DS_Mag_50",2.582966034
"18254",948070196,"fa_mag","FA_Mag",428.1745195
"18255",948070196,"peak_10","Peak_10",-1595.434599
"18256",948070196,"peak_2","Peak_2",-479.4634645
"18257",948070196,"peak_5","Peak_5",-1083.941079
"18258",948070196,"q99","Q99",-750.7960982
"18259",948070196,"sp_mag","SP_Mag",73.12038245
"18260",948070196,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.805120246
"18261",948070196,"wet_bfl_mag_50","Wet_BFL_Mag_50",-7.202536297
"18262",948070197,"ds_mag_50","DS_Mag_50",2.660514402
"18263",948070197,"fa_mag","FA_Mag",427.5488099
"18264",948070197,"peak_10","Peak_10",-1746.332931
"18265",948070197,"peak_2","Peak_2",-504.7230716
"18266",948070197,"peak_5","Peak_5",-1093.626875
"18267",948070197,"q99","Q99",-769.9615628
"18268",948070197,"sp_mag","SP_Mag",83.48574059
"18269",948070197,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.450477972
"18270",948070197,"wet_bfl_mag_50","Wet_BFL_Mag_50",-6.030945305
"18271",948070198,"ds_mag_50","DS_Mag_50",2.912109557
"18272",948070198,"fa_mag","FA_Mag",-0.781702101
"18273",948070198,"peak_10","Peak_10",-1650.020475
"18274",948070198,"peak_2","Peak_2",-506.3719344
"18275",948070198,"peak_5","Peak_5",-1092.022789
"18276",948070198,"q99","Q99",-746.7947008
"18277",948070198,"sp_mag","SP_Mag",42.70672361
"18278",948070198,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.33460701
"18279",948070198,"wet_bfl_mag_50","Wet_BFL_Mag_50",-1.972312687
"18280",948070199,"ds_mag_50","DS_Mag_50",2.196502997
"18281",948070199,"fa_mag","FA_Mag",420.643269
"18282",948070199,"peak_10","Peak_10",-1628.648294
"18283",948070199,"peak_2","Peak_2",-470.782356
"18284",948070199,"peak_5","Peak_5",-953.3716721
"18285",948070199,"q99","Q99",-678.3444484
"18286",948070199,"sp_mag","SP_Mag",79.12457959
"18287",948070199,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.08969036
"18288",948070199,"wet_bfl_mag_50","Wet_BFL_Mag_50",-6.928342075
"18289",948070200,"ds_mag_50","DS_Mag_50",8.955909257
"18290",948070200,"fa_mag","FA_Mag",554.482463
"18291",948070200,"peak_10","Peak_10",-877.9248957
"18292",948070200,"peak_2","Peak_2",455.4014654
"18293",948070200,"peak_5","Peak_5",382.5349371
"18294",948070200,"q99","Q99",-100.1112444
"18295",948070200,"sp_mag","SP_Mag",237.8278506
"18296",948070200,"wet_bfl_mag_10","Wet_BFL_Mag_10",12.242032
"18297",948070200,"wet_bfl_mag_50","Wet_BFL_Mag_50",15.24544164
"18298",948070201,"ds_mag_50","DS_Mag_50",10.93627722
"18299",948070201,"fa_mag","FA_Mag",97.64691222
"18300",948070201,"peak_10","Peak_10",225.2102771
"18301",948070201,"peak_2","Peak_2",691.3220931
"18302",948070201,"peak_5","Peak_5",493.1055288
"18303",948070201,"q99","Q99",-393.078087
"18304",948070201,"sp_mag","SP_Mag",174.5014607
"18305",948070201,"wet_bfl_mag_10","Wet_BFL_Mag_10",11.10895941
"18306",948070201,"wet_bfl_mag_50","Wet_BFL_Mag_50",15.62799093
"18307",948070202,"ds_mag_50","DS_Mag_50",24.63201499
"18308",948070202,"fa_mag","FA_Mag",496.0328684
"18309",948070202,"peak_10","Peak_10",-913.1005332
"18310",948070202,"peak_2","Peak_2",423.5081941
"18311",948070202,"peak_5","Peak_5",322.2640388
"18312",948070202,"q99","Q99",-307.1070275
"18313",948070202,"sp_mag","SP_Mag",83.65365718
"18314",948070202,"wet_bfl_mag_10","Wet_BFL_Mag_10",10.49090749
"18315",948070202,"wet_bfl_mag_50","Wet_BFL_Mag_50",11.50732975
"18316",948070205,"ds_mag_50","DS_Mag_50",2.801881202
"18317",948070205,"fa_mag","FA_Mag",38.98612561
"18318",948070205,"peak_10","Peak_10",97.78597962
"18319",948070205,"peak_2","Peak_2",684.3707794
"18320",948070205,"peak_5","Peak_5",772.6820823
"18321",948070205,"q99","Q99",-2.726128337
"18322",948070205,"sp_mag","SP_Mag",135.0314494
"18323",948070205,"wet_bfl_mag_10","Wet_BFL_Mag_10",10.94388516
"18324",948070205,"wet_bfl_mag_50","Wet_BFL_Mag_50",15.50777997
"18325",948070212,"ds_mag_50","DS_Mag_50",0.101959624
"18326",948070212,"fa_mag","FA_Mag",-1.404002175
"18327",948070212,"peak_10","Peak_10",-760.6305495
"18328",948070212,"peak_2","Peak_2",-457.1140075
"18329",948070212,"peak_5","Peak_5",-790.2824212
"18330",948070212,"q99","Q99",-350.1017613
"18331",948070212,"sp_mag","SP_Mag",-17.66485764
"18332",948070212,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.293139111
"18333",948070212,"wet_bfl_mag_50","Wet_BFL_Mag_50",-3.105730852
"18334",948070213,"ds_mag_50","DS_Mag_50",0.150193307
"18335",948070213,"fa_mag","FA_Mag",-1.612624211
"18336",948070213,"peak_10","Peak_10",-817.2779525
"18337",948070213,"peak_2","Peak_2",-462.037301
"18338",948070213,"peak_5","Peak_5",-849.7580682
"18339",948070213,"q99","Q99",-383.4710649
"18340",948070213,"sp_mag","SP_Mag",-20.40577905
"18341",948070213,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.123746137
"18342",948070213,"wet_bfl_mag_50","Wet_BFL_Mag_50",-3.785599234
"18343",948070214,"ds_mag_50","DS_Mag_50",0.15207018
"18344",948070214,"fa_mag","FA_Mag",-1.976276228
"18345",948070214,"peak_10","Peak_10",-930.5317075
"18346",948070214,"peak_2","Peak_2",-474.883299
"18347",948070214,"peak_5","Peak_5",-866.1602102
"18348",948070214,"q99","Q99",-407.6797934
"18349",948070214,"sp_mag","SP_Mag",-19.49427622
"18350",948070214,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.056323793
"18351",948070214,"wet_bfl_mag_50","Wet_BFL_Mag_50",-3.810043706
"18352",948070215,"ds_mag_50","DS_Mag_50",0.99983708
"18353",948070215,"fa_mag","FA_Mag",12.63352768
"18354",948070215,"peak_10","Peak_10",83.02259774
"18355",948070215,"peak_2","Peak_2",-84.50142324
"18356",948070215,"peak_5","Peak_5",34.08691409
"18357",948070215,"q99","Q99",13.3163309
"18358",948070215,"sp_mag","SP_Mag",76.04892125
"18359",948070215,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.813239144
"18360",948070215,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.285874292
"18361",948070216,"ds_mag_50","DS_Mag_50",88.91390243
"18362",948070216,"fa_mag","FA_Mag",8.884497432
"18363",948070216,"peak_10","Peak_10",-416.4812081
"18364",948070216,"peak_2","Peak_2",-47.14507443
"18365",948070216,"peak_5","Peak_5",-321.336684
"18366",948070216,"q99","Q99",-19.28224568
"18367",948070216,"sp_mag","SP_Mag",9.59392341
"18368",948070216,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.067903913
"18369",948070216,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.45414627
"18370",948070217,"ds_mag_50","DS_Mag_50",0.342272727
"18371",948070217,"fa_mag","FA_Mag",9.65507105
"18372",948070217,"peak_10","Peak_10",-375.4313662
"18373",948070217,"peak_2","Peak_2",-45.18703064
"18374",948070217,"peak_5","Peak_5",-300.6172849
"18375",948070217,"q99","Q99",-18.26704766
"18376",948070217,"sp_mag","SP_Mag",15.93891941
"18377",948070217,"wet_bfl_mag_10","Wet_BFL_Mag_10",0.926193423
"18378",948070217,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.154712288
"18379",948070218,"ds_mag_50","DS_Mag_50",0.382282218
"18380",948070218,"fa_mag","FA_Mag",9.704093962
"18381",948070218,"peak_10","Peak_10",-394.5078244
"18382",948070218,"peak_2","Peak_2",-45.20144489
"18383",948070218,"peak_5","Peak_5",-298.9191382
"18384",948070218,"q99","Q99",-17.00193897
"18385",948070218,"sp_mag","SP_Mag",18.93144622
"18386",948070218,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.028421945
"18387",948070218,"wet_bfl_mag_50","Wet_BFL_Mag_50",1.141956044
"18388",948070219,"ds_mag_50","DS_Mag_50",0.537572677
"18389",948070219,"fa_mag","FA_Mag",14.35931899
"18390",948070219,"peak_10","Peak_10",136.4310458
"18391",948070219,"peak_2","Peak_2",-74.96756094
"18392",948070219,"peak_5","Peak_5",-35.57045934
"18393",948070219,"q99","Q99",-26.74115733
"18394",948070219,"sp_mag","SP_Mag",67.05117899
"18395",948070219,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.892105927
"18396",948070219,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.019292707
"18397",948070220,"ds_mag_50","DS_Mag_50",0.537572677
"18398",948070220,"fa_mag","FA_Mag",14.3229037
"18399",948070220,"peak_10","Peak_10",136.4310458
"18400",948070220,"peak_2","Peak_2",-74.84353563
"18401",948070220,"peak_5","Peak_5",-35.57045934
"18402",948070220,"q99","Q99",-26.85464079
"18403",948070220,"sp_mag","SP_Mag",69.71767183
"18404",948070220,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.893577456
"18405",948070220,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.014237762
"18406",948070221,"ds_mag_50","DS_Mag_50",0.562967116
"18407",948070221,"fa_mag","FA_Mag",15.0439739
"18408",948070221,"peak_10","Peak_10",141.3296133
"18409",948070221,"peak_2","Peak_2",-64.43398651
"18410",948070221,"peak_5","Peak_5",-26.23431618
"18411",948070221,"q99","Q99",-25.91640477
"18412",948070221,"sp_mag","SP_Mag",61.6867679
"18413",948070221,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.889372761
"18414",948070221,"wet_bfl_mag_50","Wet_BFL_Mag_50",4.683675574
"18415",948070222,"ds_mag_50","DS_Mag_50",0.333408342
"18416",948070222,"fa_mag","FA_Mag",14.04065661
"18417",948070222,"peak_10","Peak_10",101.7149284
"18418",948070222,"peak_2","Peak_2",-83.5104672
"18419",948070222,"peak_5","Peak_5",-70.58173067
"18420",948070222,"q99","Q99",-26.55428044
"18421",948070222,"sp_mag","SP_Mag",60.50806976
"18422",948070222,"wet_bfl_mag_10","Wet_BFL_Mag_10",-1.098583167
"18423",948070222,"wet_bfl_mag_50","Wet_BFL_Mag_50",2.463686896
"18424",948070227,"ds_mag_50","DS_Mag_50",0.199386946
"18425",948070227,"fa_mag","FA_Mag",-1.93167923
"18426",948070227,"peak_10","Peak_10",-633.8909164
"18427",948070227,"peak_2","Peak_2",-402.1238909
"18428",948070227,"peak_5","Peak_5",-705.5729729
"18429",948070227,"q99","Q99",-307.1074714
"18430",948070227,"sp_mag","SP_Mag",-12.95459391
"18431",948070227,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.471714103
"18432",948070227,"wet_bfl_mag_50","Wet_BFL_Mag_50",-3.172581335
"18433",948070228,"ds_mag_50","DS_Mag_50",0.226506993
"18434",948070228,"fa_mag","FA_Mag",0.097582742
"18435",948070228,"peak_10","Peak_10",-444.3575133
"18436",948070228,"peak_2","Peak_2",-304.4947899
"18437",948070228,"peak_5","Peak_5",-542.9687121
"18438",948070228,"q99","Q99",-234.3338929
"18439",948070228,"sp_mag","SP_Mag",-0.150661505
"18440",948070228,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.672354762
"18441",948070228,"wet_bfl_mag_50","Wet_BFL_Mag_50",-2.504285132
"18442",948070229,"ds_mag_50","DS_Mag_50",0.221066184
"18443",948070229,"fa_mag","FA_Mag",0.514262762
"18444",948070229,"peak_10","Peak_10",-437.0401723
"18445",948070229,"peak_2","Peak_2",-310.8194549
"18446",948070229,"peak_5","Peak_5",-535.4971802
"18447",948070229,"q99","Q99",-233.2319322
"18448",948070229,"sp_mag","SP_Mag",-0.443219114
"18449",948070229,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.642558741
"18450",948070229,"wet_bfl_mag_50","Wet_BFL_Mag_50",-2.430314769
"18451",948070230,"ds_mag_50","DS_Mag_50",1.288101565
"18452",948070230,"fa_mag","FA_Mag",-1.169501915
"18453",948070230,"peak_10","Peak_10",-596.2592078
"18454",948070230,"peak_2","Peak_2",-350.5124073
"18455",948070230,"peak_5","Peak_5",-658.7992463
"18456",948070230,"q99","Q99",-261.4392005
"18457",948070230,"sp_mag","SP_Mag",5.382408758
"18458",948070230,"wet_bfl_mag_10","Wet_BFL_Mag_10",-0.598111355
"18459",948070230,"wet_bfl_mag_50","Wet_BFL_Mag_50",9.261028222
"18460",948070242,"ds_mag_50","DS_Mag_50",-19.34952514
"18461",948070242,"fa_mag","FA_Mag",8.964314485
"18462",948070242,"peak_10","Peak_10",192.4309437
"18463",948070242,"peak_2","Peak_2",-50.46717499
"18464",948070242,"peak_5","Peak_5",12.77732198
"18465",948070242,"q99","Q99",-70.02393395
"18466",948070242,"sp_mag","SP_Mag",15.55392574
"18467",948070242,"wet_bfl_mag_10","Wet_BFL_Mag_10",-10.36375538
"18468",948070242,"wet_bfl_mag_50","Wet_BFL_Mag_50",5.838184815
"18469",948070243,"ds_mag_50","DS_Mag_50",12.80734441
"18470",948070243,"fa_mag","FA_Mag",71.27511009
"18471",948070243,"peak_10","Peak_10",-691.3757885
"18472",948070243,"peak_2","Peak_2",-895.4384824
"18473",948070243,"peak_5","Peak_5",-489.6910338
"18474",948070243,"q99","Q99",-23.31693889
"18475",948070243,"sp_mag","SP_Mag",349.5145466
"18476",948070243,"wet_bfl_mag_10","Wet_BFL_Mag_10",1.223768182
"18477",948070243,"wet_bfl_mag_50","Wet_BFL_Mag_50",15.09338778
"18478",948070244,"ds_mag_50","DS_Mag_50",16.97570788
"18479",948070244,"fa_mag","FA_Mag",104.2861961
