"","masterid","sampleid","sampledate","oovere","mmi","csci","latitude","longitude","comid","d_ds_mag_50","d_fa_mag","d_peak_10","d_peak_2","d_peak_5","d_sp_mag","d_wet_bfl_mag_10","d_wet_bfl_mag_50","delta_q99"
"11","403BA0171","403BA0171_05192008_BMI_RWB_1","5/19/08",1.00797511,1.07762104,1.04279807,34.58516,-119.28363,17567767,12.3062793040293,128.510709503454,5670.0895044289,917.023237429234,2530.78947662338,1679.43815301366,41.7976155511155,128.629865967366,797.216517663681
"12","403CE0188","403CE0188_05262016_BMI_RWB_1","5/26/16",0.97277465,0.87005079,0.92141272,34.35646,-119.04752,17573663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","403CE0188","403CE0188_05262016_BMI_RWB_1","5/26/16",0.97277465,0.87005079,0.92141272,34.35646,-119.04752,17573663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","403S00640","403S00640_06112009_BMI_RWB_1","6/11/09",0.83594331,0.9697914,0.90286736,34.60115,-118.558,17569783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","403S00640","403S00640_06112009_BMI_RWB_1","6/11/09",0.83594331,0.9697914,0.90286736,34.60115,-118.558,17569783,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","403S00831","403S00831_06102010_BMI_RWB_1","6/10/10",0.50063777,0.49407019,0.49735398,34.43048,-118.8318,17574531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","403S00831","403S00831_06102010_BMI_RWB_1","6/10/10",0.50063777,0.49407019,0.49735398,34.43048,-118.8318,17574531,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","403S00875","403S00875_06242010_BMI_RWB_1","6/24/10",0.81519658,0.75985826,0.78752742,34.55668,-119.30629,17567963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","403S00875","403S00875_06242010_BMI_RWB_1","6/24/10",0.81519658,0.75985826,0.78752742,34.55668,-119.30629,17567963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","403S01195","403S01195_06102009_BMI_RWB_1","6/10/09",0.84471377,0.81192753,0.82832065,34.55903,-119.2678,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"21","403S01195","403S01195_06102009_BMI_RWB_1","6/10/09",0.84471377,0.81192753,0.82832065,34.55903,-119.2678,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"22","403S01536","403S01536_07122011_BMI_RWB_1","7/12/11",1.14601236,0.81793441,0.98197339,34.56909,-118.39212,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","403S01707","403S01707_06072010_BMI_RWB_1","6/7/10",0.80468203,0.6366526,0.72066732,34.59835,-119.34799,17568571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","403S01707","403S01707_06072010_BMI_RWB_1","6/7/10",0.80468203,0.6366526,0.72066732,34.59835,-119.34799,17568571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","403S01728","403S01728_07132011_BMI_RWB_1","7/13/11",1.33194284,1.18519979,1.25857131,34.5749,-118.46002,17569947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","403S01728","403S01728_07132011_BMI_RWB_1","7/13/11",1.33194284,1.18519979,1.25857131,34.5749,-118.46002,17569947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","403S02363","403S02363_06162011_BMI_RWB_1","6/16/11",1.12084272,1.03018274,1.07551273,34.55885,-119.15456,17567953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","403S02363","403S02363_06162011_BMI_RWB_1","6/16/11",1.12084272,1.03018274,1.07551273,34.55885,-119.15456,17567953,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","403S03643","403S03643_06242010_BMI_RWB_1","6/24/10",0.98566524,1.03553065,1.01059794,34.56213,-119.12891,17567991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","403S03643","403S03643_06242010_BMI_RWB_1","6/24/10",0.98566524,1.03553065,1.01059794,34.56213,-119.12891,17567991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","403S05291","403S05291_06072010_BMI_RWB_1","6/7/10",1.27320413,0.96709257,1.12014835,34.56397,-119.26305,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"32","403S05291","403S05291_06072010_BMI_RWB_1","6/7/10",1.27320413,0.96709257,1.12014835,34.56397,-119.26305,17567911,0.291144272394275,11.9470920124989,66.7811225441226,-40.4951433566434,4.86722314352316,145.647617549117,3.78922842157841,7.56377705627704,-3.57447451472525
"33","403S06139","403S06139_06272012_BMI_RWB_1","6/27/12",0.42262585,0.59795477,0.51029031,34.55464,-119.2405,17568009,0.456932817182816,15.9277829672992,63.740700965701,-46.4349721944722,11.6522747585748,146.680322011322,4.05339378954379,7.14243839493841,-10.1482710874721
"34","403S06139","403S06139_06272012_BMI_RWB_1","6/27/12",0.42262585,0.59795477,0.51029031,34.55464,-119.2405,17568009,0.456932817182816,15.9277829672992,63.740700965701,-46.4349721944722,11.6522747585748,146.680322011322,4.05339378954379,7.14243839493841,-10.1482710874721
"35","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,17567721,0.605660006660007,19.3482009373326,49.7391501831503,-61.1535193140193,-9.10946033966032,154.359225607725,4.54991418581418,8.18711913086916,-9.00758120348035
"36","403S06315","403S06315_06272012_BMI_RWB_1","6/27/12",1.07947936,0.75735263,0.918416,34.59223,-119.31033,17567721,0.605660006660007,19.3482009373326,49.7391501831503,-61.1535193140193,-9.10946033966032,154.359225607725,4.54991418581418,8.18711913086916,-9.00758120348035
"37","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"38","403S07024","403S07024_06132012_BMI_RWB_1","6/13/12",0.33377852,0.37787701,0.35582777,34.6092,-118.75771,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"39","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,17567931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","403S07227","403S07227_06272012_BMI_RWB_1","6/27/12",0.6328693,0.70403328,0.66845129,34.56208,-119.16664,17567931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,17570169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","403S16332","403S16332_06262013_BMI_RWB_MCM_1","6/26/13",0.64045402,0.59065022,0.61555212,34.5317,-118.75812,17570169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,17570115,1.08466791541792,14.9344401432089,116.64274012654,-9.46705361305361,20.8593080253081,94.1683075258076,-0.397435431235431,11.1761355311355,-18.2092963126383
"44","403WE0501","403WE0501_05142013_BMI_RWB_1","5/14/13",0.87303191,0.79137978,0.83220584,34.54172,-118.77286,17570115,1.08466791541792,14.9344401432089,116.64274012654,-9.46705361305361,20.8593080253081,94.1683075258076,-0.397435431235431,11.1761355311355,-18.2092963126383
"45","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"46","403WE0534","403WE0534_05232016_BMI_RWB_1","5/23/16",1.16092004,0.71140243,0.93616124,34.61359,-118.77983,17569679,6.47824991674993,10.9408266756791,-179.970386613387,-433.159886113886,-498.991119214119,75.5114370629371,3.76432640692641,3.22898701298702,-498.377343732434
"47","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,17567407,1.25298176823177,24.6472787647878,48.9681783549784,-59.4921182151182,46.5119367632367,169.05653030303,5.71729010989011,21.348704045954,-35.9293486941629
"48","403WE0540","403WE0540_05172017_BMI_RWB_1","5/17/17",0.99305801,0.75642474,0.87474137,34.65136,-119.11845,17567407,1.25298176823177,24.6472787647878,48.9681783549784,-59.4921182151182,46.5119367632367,169.05653030303,5.71729010989011,21.348704045954,-35.9293486941629
"49","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","403WE0682","403WE0682_05252016_BMI_RWB_1","5/25/16",0.97340199,0.78646633,0.87993416,34.57066,-118.38974,17569981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,17572791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","403WE0683","403WE0683_05152013_BMI_RWB_1","5/15/13",1.25750981,1.24309223,1.25030102,34.43952,-119.07616,17572791,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,17567207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","403WE1027","403WE1027_05162017_BMI_RWB_1","5/16/17",0.7016109,0.73111317,0.71636204,34.72654,-119.02842,17567207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","404BA0084","404BA0084_06042008_BMI_RWB_1","6/4/08",1.18093997,0.97707689,1.07900843,34.09079,-118.94926,20365103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","404BA0376","404BA0376_06052008_BMI_RWB_1","6/5/08",1.13662308,0.7995555,0.96808929,34.11648,-118.66164,20364947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","404BA0526","404BA0526_06042008_BMI_RWB_1","6/4/08",1.14474267,0.9656215,1.05518208,34.04298,-118.87219,20365143,3.79203929403929,35.508394822466,207.9964,-95.5008556443558,-5.69068741258743,218.122427572427,3.60497157842158,28.1594226606727,-0.700629866150041
"58","404BA0616","404BA0616_06032008_BMI_RWB_1","6/3/08",0.87309251,0.60907211,0.74108231,34.17453,-118.69879,20364691,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","404BA0852","404BA0852_06032008_BMI_RWB_1","6/3/08",0.91563561,0.90199033,0.90881297,34.07877,-118.82037,20365057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","404BA0964","404BA0964_06042008_BMI_RWB_1","6/4/08",0.66784033,0.90600017,0.78692025,34.06133,-118.9649,20365103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","404BA1144","404BA1144_06102008_BMI_RWB_1","6/10/08",1.29635419,0.91856489,1.10745954,34.06064,-118.63755,20365109,2.07153055278055,66.6581957558147,1451.4897019314,427.296461038962,888.161365601065,446.779482517482,9.23210437895439,30.4874886779887,103.586668696593
"62","404S00808","404S00808_06222010_BMI_RWB_1","6/22/10",0.58896347,0.40734668,0.49815508,34.11411,-118.77907,20364887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"64","404S01128","404S01128_06232010_BMI_RWB_1","6/23/10",0.60968734,0.6197525,0.61471992,34.1039,-118.71271,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"65","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,20364685,3.7581053946054,37.5842739593867,572.734543090243,232.164533300034,384.553896570096,290.358184149184,24.0506473193473,35.5801103896104,-6.81223791398321
"66","404S02920","404S02920_05122009_BMI_RWB_1","5/12/09",0.60294547,0.45820303,0.53057425,34.17748,-118.767,20364685,3.7581053946054,37.5842739593867,572.734543090243,232.164533300034,384.553896570096,290.358184149184,24.0506473193473,35.5801103896104,-6.81223791398321
"67","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","404S03048","404S03048_05132009_BMI_RWB_MCM_1","5/13/09",0.97881247,0.50549524,0.74215385,34.18426,-118.79089,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","404S06456","404S06456_05142009_BMI_RWB_1","5/14/09",1.08350961,0.88735875,0.98543418,34.06463,-118.58685,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,20365885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","404S08040","404S08040_05122009_BMI_RWB_MCM_1","5/12/09",0.45596072,0.31891106,0.38743589,34.14358,-118.75527,20365885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,20364835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","404S08616","404S08616_05132009_BMI_RWB_MCM_1","5/13/09",0.58140572,0.31196921,0.44668746,34.12188,-118.7924,20364835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","404S08846","404S08846_06222010_BMI_RWB_1","6/22/10",0.99158429,0.91038558,0.95098493,34.05442,-118.58176,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"78","404S11880","404S11880_06072011_BMI_RWB_1","6/7/11",0.77847125,0.59700165,0.68773645,34.12529,-118.70827,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"79","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"80","404S13416","404S13416_06082011_BMI_RWB_1","6/8/11",0.91022292,0.61911187,0.76466739,34.09875,-118.71594,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"81","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"82","404S14952","404S14952_06152011_BMI_RWB_MCM_1","6/15/11",0.54496177,0.45783839,0.50140008,34.14268,-118.70089,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"83","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,20364815,-12.228464035964,25.2241836123939,236.466748484849,-293.746520979021,-48.7953957708959,337.000351315352,11.7126401598402,32.2137386779887,-25.1786650448438
"84","404S16516","404S16516_05182009_BMI_RWB_1","5/18/09",0.61217202,0.59635442,0.60426322,34.12998,-118.75648,20364815,-12.228464035964,25.2241836123939,236.466748484849,-293.746520979021,-48.7953957708959,337.000351315352,11.7126401598402,32.2137386779887,-25.1786650448438
"85","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"86","404S17266","404S17266_05192009_BMI_RWB_1","5/19/09",0.80328807,0.55965578,0.68147192,34.10741,-118.7118,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"87","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"88","404S17664","404S17664_05202009_BMI_RWB_1","5/20/09",0.61386252,0.52520388,0.5695332,34.14994,-118.6976,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"89","404S22464","404S22464_05192009_BMI_RWB_1","5/19/09",0.62048115,0.50348232,0.56198173,34.12676,-118.70685,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"90","404S22464","404S22464_05192009_BMI_RWB_1","5/19/09",0.62048115,0.50348232,0.56198173,34.12676,-118.70685,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"91","404S25668","404S25668_06232010_BMI_RWB_1","6/23/10",0.45160413,0.66033222,0.55596817,34.12139,-118.70914,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"92","404S25668","404S25668_06232010_BMI_RWB_1","6/23/10",0.45160413,0.66033222,0.55596817,34.12139,-118.70914,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"93","404S26868","404S26868_06262012_BMI_RWB_1","6/26/12",0.75093391,0.71165834,0.73129612,34.09675,-118.71737,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"94","404S26868","404S26868_06262012_BMI_RWB_1","6/26/12",0.75093391,0.71165834,0.73129612,34.09675,-118.71737,20364949,4.19168448218447,33.3535601809204,64.0822559107559,-285.895498501499,-47.0484943722944,241.742914085914,5.27821120546121,30.321352980353,-1.07090132154259
"95","404S28068","404S28068_06202012_BMI_RWB_1","6/20/12",0.65591767,0.56609057,0.61100412,34.13936,-118.70366,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"96","404S28068","404S28068_06202012_BMI_RWB_1","6/20/12",0.65591767,0.56609057,0.61100412,34.13936,-118.70366,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"97","404S28270","404S28270_06182012_BMI_RWB_1","6/18/12",0.61848048,0.51923379,0.56885714,34.13663,-118.75725,20364801,-12.3148715451215,24.5761715364198,75.2488776889777,-270.867028138528,-35.4463373293374,294.947842324343,11.386760955711,32.0420677655678,-22.9169086812015
"98","404S28270","404S28270_06182012_BMI_RWB_1","6/18/12",0.61848048,0.51923379,0.56885714,34.13663,-118.75725,20364801,-12.3148715451215,24.5761715364198,75.2488776889777,-270.867028138528,-35.4463373293374,294.947842324343,11.386760955711,32.0420677655678,-22.9169086812015
"99","404S32468","404S32468_06262012_BMI_RWB_1","6/26/12",0.76755326,0.5275603,0.64755678,34.0999,-118.72304,20364957,-9.69973359973361,28.909289371875,-336.647061971362,-487.4171999667,-265.593719314019,370.862154845154,12.0585156343656,31.3190961538462,-125.563446175302
"100","404S32468","404S32468_06262012_BMI_RWB_1","6/26/12",0.76755326,0.5275603,0.64755678,34.0999,-118.72304,20364957,-9.69973359973361,28.909289371875,-336.647061971362,-487.4171999667,-265.593719314019,370.862154845154,12.0585156343656,31.3190961538462,-125.563446175302
"101","404S34120","404S34120_06212012_BMI_RWB_1","6/21/12",0.74064526,0.43919335,0.5899193,34.16558,-118.78918,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","404S34120","404S34120_06212012_BMI_RWB_1","6/21/12",0.74064526,0.43919335,0.5899193,34.16558,-118.78918,948070152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","404S35270","404S35270_06202012_BMI_RWB_1","6/20/12",0.90200056,0.6416907,0.77184563,34.13325,-118.70656,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"104","404S35270","404S35270_06202012_BMI_RWB_1","6/20/12",0.90200056,0.6416907,0.77184563,34.13325,-118.70656,20364891,5.18769130869131,32.2583142806388,118.045271461872,-270.325968031968,-55.9647359640359,270.191162337662,4.33804893439894,31.8696252081252,-1.64518618314814
"105","404S45622","404S45622_06032013_BMI_RWB_1","6/3/13",1.14528188,0.85645776,1.00086982,34.06149,-118.58534,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","404S45622","404S45622_06032013_BMI_RWB_1","6/3/13",1.14528188,0.85645776,1.00086982,34.06149,-118.58534,20365153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","405CE0280","405CE0280_07022018_BMI_RWB_1","7/2/18",1.14791261,0.65157175,0.89974218,34.23041,-117.74981,22524653,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","405CE0280","405CE0280_07022018_BMI_RWB_1","7/2/18",1.14791261,0.65157175,0.89974218,34.23041,-117.74981,22524653,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","405PS0030","405PS0030_07082015_BMI_RWB_1","7/8/15",1.06476871,0.6488247,0.8567967,34.23487,-117.80523,22522855,-7.2275929070929,8.71108598570344,-661.003635431235,-213.916558275058,-205.04494991675,0.097607725607736,-8.40095154845156,-34.6422466699967,-67.6645670291111
"110","405PS0030","405PS0030_07082015_BMI_RWB_1","7/8/15",1.06476871,0.6488247,0.8567967,34.23487,-117.80523,22522855,-7.2275929070929,8.71108598570344,-661.003635431235,-213.916558275058,-205.04494991675,0.097607725607736,-8.40095154845156,-34.6422466699967,-67.6645670291111
"111","408BA0660","408BA0660_04272017_BMI_RWB_1","4/27/17",0.6407612,0.44047644,0.54061882,34.26784,-118.93781,17563970,3.66309515484516,13.1762003016322,-1251.21565294705,-292.449822677323,-918.924798534799,196.052208886352,2.63075629370629,6.19579054279054,-689.50768984423
"112","408BA0836","408BA0836_06042014_BMI_RWB_MCM_1","6/4/14",0.49921918,0.55818325,0.52870122,34.19071,-119.0051,17562598,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","408BA0916","408BA0916_05082008_BMI_RWB_1","5/8/08",0.98677149,0.58187625,0.78432387,34.23266,-118.95311,17564016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","408PS0032","408PS0032_05212008_BMI_RWB_MCM_1","5/21/08",0.68520605,0.56951694,0.6273615,34.1688,-119.05743,17562626,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","408PS0032","408PS0032_05212008_BMI_RWB_MCM_1","5/21/08",0.68520605,0.56951694,0.6273615,34.1688,-119.05743,17562626,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","412WE0552","412WE0552_08022018_BMI_RWB_1","8/2/18",0.93327878,0.57819127,0.75573503,34.23908,-118.18059,22514712,1.06290268065268,17.682895867823,31.229194843252,-280.987857309357,-44.3244232101232,93.3455204795205,0.994450466200466,17.3716141358641,-3.93233487128919
"117","412WE0552","412WE0552_08022018_BMI_RWB_1","8/2/18",0.93327878,0.57819127,0.75573503,34.23908,-118.18059,22514712,1.06290268065268,17.682895867823,31.229194843252,-280.987857309357,-44.3244232101232,93.3455204795205,0.994450466200466,17.3716141358641,-3.93233487128919
