site,year,flow_metric,current_value_final,current_value_note,reference_value_final,reference_value_note,deltah_final,site.year,notes,summary.statistic,n_year
801S08727,1998,Wet_BFL_Dur,173,original,61,original,112,801S08727_1998,"NA, NA",max,21
801S08727,NA,Wet_BFL_Dur,NA,NA,NA,NA,7.904761905,801S08727_2005,NA,mean,21
801S08727,2006,Wet_BFL_Mag_10,4.614775,supplementary,4.618833,supplementary,-0.004058,801S08727_2006,"NA, NA",min,23
801S08727,2001,Wet_BFL_Mag_10,3.6,original,3.6,original,0,801S08727_2001,"NA, NA",median,23
801S08727,1998,Wet_BFL_Mag_10,5,original,3.6,original,1.4,801S08727_1998,"NA, NA",max,23
801S08727,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.078940413,801S08727_2006,NA,mean,23
801S08727,1991,Wet_BFL_Mag_50,5,original,5,original,0,801S08727_1991,"NA, NA",min,23
801S08727,2002,Wet_BFL_Mag_50,5,original,5,original,0,801S08727_2002,"NA, NA",median,23
801S08727,2005,Wet_BFL_Mag_50,49.17004167,original,48.234315,original,0.93572667,801S08727_2005,"NA, NA",max,23
801S08727,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.040713645,801S08727_1991,NA,mean,23
801S08727,1992,Wet_Tim,45,original,44,original,1,801S08727_1992,"NA, NA",min,22
801S08727,2002,Wet_Tim,45,original,44,original,1,801S08727_2002,"NA, NA",median,22
801S08727,1998,Wet_Tim,55,original,44,original,11,801S08727_1998,"NA, NA",max,22
801S08727,NA,Wet_Tim,NA,NA,NA,NA,1.545454545,801S08727_1992,NA,mean,22
801S08727,2005,Q99,66.19668333,original,66.3899444,original,-0.193261068,801S08727_2005,"NA, NA",min,23
801S08727,2000,Q99,5,original,5,original,0,801S08727_2000,"NA, NA",median,23
801S08727,1998,Q99,6.247843333,original,5,original,1.247843333,801S08727_1998,"NA, NA",max,23
801S08727,NA,Q99,NA,NA,NA,NA,0.045715089,801S08727_2005,NA,mean,23
801SJR159,1999,DS_Dur_WS,110,original,146,original,-36,801SJR159_1999,"NA, NA",min,23
801SJR159,NA,DS_Dur_WS,NA,NA,NA,NA,-5,801SJR159_1999,NA,median,23
801SJR159,1996,DS_Dur_WS,204,original,154,original,50,801SJR159_1996,"NA, NA",max,23
801SJR159,NA,DS_Dur_WS,NA,NA,NA,NA,-5.869565217,801SJR159_1999,NA,mean,23
801SJR159,1996,DS_Tim,257,original,307,original,-50,801SJR159_1996,"NA, NA",min,23
801SJR159,2004,DS_Tim,308,original,312,original,-4,801SJR159_2004,"NA, NA",median,23
801SJR159,2010,DS_Tim,410,original,389,original,21,801SJR159_2010,"NA, NA",max,23
801SJR159,NA,DS_Tim,NA,NA,NA,NA,-1.782608696,801SJR159_1996,NA,mean,23
801SJR159,2002,DS_Mag_50,19.34929167,original,19.54279,original,-0.19349833,801SJR159_2002,"NA, NA",min,23
801SJR159,NA,DS_Mag_50,NA,NA,NA,NA,0.0046875,801SJR159_2002,NA,median,23
801SJR159,2010,DS_Mag_50,7.169125,original,6.982542,original,0.186583,801SJR159_2010,"NA, NA",max,23
801SJR159,NA,DS_Mag_50,NA,NA,NA,NA,0.002555957,801SJR159_2002,NA,mean,23
801SJR159,1999,DS_Mag_90,0.673970833,original,1.393,original,-0.719029167,801SJR159_1999,"NA, NA",min,23
801SJR159,1997,DS_Mag_90,5,original,5,original,0,801SJR159_1997,"NA, NA",median,23
801SJR159,1996,DS_Mag_90,1.3,original,0.81,original,0.49,801SJR159_1996,"NA, NA",max,23
801SJR159,NA,DS_Mag_90,NA,NA,NA,NA,-0.009117381,801SJR159_1999,NA,mean,23
801SJR159,1996,SP_ROC,0.276664987,original,0.725,original,-0.448335013,801SJR159_1996,"NA, NA",min,22
801SJR159,NA,SP_ROC,NA,NA,NA,NA,-2.74E-05,801SJR159_1996,NA,median,22
801SJR159,1991,SP_ROC,0.073666154,original,0.051584242,original,0.022081912,801SJR159_1991,"NA, NA",max,22
801SJR159,NA,SP_ROC,NA,NA,NA,NA,-0.031790775,801SJR159_1996,NA,mean,22
801SJR159,2006,SP_Dur,96,original,179,original,-83,801SJR159_2006,"NA, NA",min,23
801SJR159,2004,SP_Dur,154,original,161,original,-7,801SJR159_2004,"NA, NA",median,23
801SJR159,2001,SP_Dur,87,original,46,original,41,801SJR159_2001,"NA, NA",max,23
801SJR159,NA,SP_Dur,NA,NA,NA,NA,-4.782608696,801SJR159_2006,NA,mean,23
801SJR159,2007,SP_Mag,17.81220833,original,17.84496,original,-0.03275167,801SJR159_2007,"NA, NA",min,23
801SJR159,NA,SP_Mag,NA,NA,NA,NA,2.47662,801SJR159_2007,NA,median,23
801SJR159,1995,SP_Mag,1641.954667,original,1633.174917,original,8.77975,801SJR159_1995,"NA, NA",max,23
801SJR159,NA,SP_Mag,NA,NA,NA,NA,2.933932177,801SJR159_2007,NA,mean,23
801SJR159,2001,SP_Tim,165,original,209,original,-44,801SJR159_2001,"NA, NA",min,23
801SJR159,1993,SP_Tim,115,original,115,original,0,801SJR159_1993,"NA, NA",median,23
801SJR159,2006,SP_Tim,190,original,117,original,73,801SJR159_2006,"NA, NA",max,23
801SJR159,NA,SP_Tim,NA,NA,NA,NA,3,801SJR159_2001,NA,mean,23
801SJR159,2001,Wet_BFL_Dur,110,original,169,original,-59,801SJR159_2001,"NA, NA",min,23
801SJR159,2005,Wet_BFL_Dur,20,original,20,original,0,801SJR159_2005,"NA, NA",median,23
801SJR159,2006,Wet_BFL_Dur,105,original,30,original,75,801SJR159_2006,"NA, NA",max,23
801SJR159,NA,Wet_BFL_Dur,NA,NA,NA,NA,10.39130435,801SJR159_2001,NA,mean,23
801SJR159,2000,Wet_BFL_Mag_10,1.8855,original,5.7030835,original,-3.8175835,801SJR159_2000,"NA, NA",min,23
801SJR159,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.414657668,801SJR159_2000,NA,median,23
801SJR159,2006,Wet_BFL_Mag_10,20.571525,original,18.006791,original,2.564733998,801SJR159_2006,"NA, NA",max,23
801SJR159,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.275757379,801SJR159_2000,NA,mean,23
801SJR159,2006,Wet_BFL_Mag_50,21.331875,original,21.865605,original,-0.53373,801SJR159_2006,"NA, NA",min,23
801SJR159,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-0.050915,801SJR159_2006,NA,median,23
801SJR159,1993,Wet_BFL_Mag_50,468.6750625,original,454.8262084,original,13.84885415,801SJR159_1993,"NA, NA",max,23
801SJR159,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.613959275,801SJR159_2006,NA,mean,23
801SJR159,2000,Wet_Tim,51,original,81,original,-30,801SJR159_2000,"NA, NA",min,23
801SJR159,2000,Wet_Tim,51,original,81,original,-30,801SJR159_2000,"NA, NA",median,23
801SJR159,2001,Wet_Tim,55,original,40,original,15,801SJR159_2001,"NA, NA",max,23
801SJR159,NA,Wet_Tim,NA,NA,NA,NA,-7.391304348,801SJR159_2000,NA,mean,23
801SJR159,1992,Q99,52.29945625,original,52.36952084,original,-0.070064586,801SJR159_1992,"NA, NA",min,23
801SJR159,NA,Q99,NA,NA,NA,NA,1.260235584,801SJR159_1992,NA,median,23
801SJR159,1995,Q99,934.729115,original,922.780735,original,11.94838,801SJR159_1995,"NA, NA",max,23
801SJR159,NA,Q99,NA,NA,NA,NA,2.015062793,801SJR159_1992,NA,mean,23
801WE0550,1993,DS_Dur_WS,212,original,214,original,-2,801WE0550_1993,"NA, NA",min,19
801WE0550,2001,DS_Dur_WS,81,original,81,original,0,801WE0550_2001,"NA, NA",median,19
801WE0550,1999,DS_Dur_WS,236,original,234,original,2,801WE0550_1999,"NA, NA",max,19
801WE0550,NA,DS_Dur_WS,NA,NA,NA,NA,0.157894737,801WE0550_1993,NA,mean,19
801WE0550,1999,DS_Tim,264,original,267,original,-3,801WE0550_1999,"NA, NA",min,21
801WE0550,1997,DS_Tim,228,original,228,original,0,801WE0550_1997,"NA, NA",median,21
801WE0550,2010,DS_Tim,219,original,218,original,1,801WE0550_2010,"NA, NA",max,21
801WE0550,NA,DS_Tim,NA,NA,NA,NA,-0.333333333,801WE0550_1999,NA,mean,21
801WE0550,1996,DS_Mag_50,79.15033333,original,79.324375,original,-0.17404167,801WE0550_1996,"NA, NA",min,23
801WE0550,NA,DS_Mag_50,NA,NA,NA,NA,-0.03893833,801WE0550_1996,NA,median,23
801WE0550,1991,DS_Mag_50,5.855333333,original,5.728791667,original,0.126541666,801WE0550_1991,"NA, NA",max,23
801WE0550,NA,DS_Mag_50,NA,NA,NA,NA,-0.034183528,801WE0550_1996,NA,mean,23
801WE0550,1994,DS_Mag_90,77.13989167,original,77.346,original,-0.206108334,801WE0550_1994,"NA, NA",min,23
801WE0550,NA,DS_Mag_90,NA,NA,NA,NA,-0.04796,801WE0550_1994,NA,median,23
801WE0550,2005,DS_Mag_90,33.92097917,original,33.647292,original,0.273687165,801WE0550_2005,"NA, NA",max,23
801WE0550,NA,DS_Mag_90,NA,NA,NA,NA,-0.038304369,801WE0550_1994,NA,mean,23
801WE0550,1994,SP_ROC,0.0082569,original,0.008575981,original,-0.000319081,801WE0550_1994,"NA, NA",min,21
801WE0550,NA,SP_ROC,NA,NA,NA,NA,5.26E-07,801WE0550_1994,NA,median,21
801WE0550,2005,SP_ROC,0.015285042,original,0.015019392,original,0.00026565,801WE0550_2005,"NA, NA",max,21
801WE0550,NA,SP_ROC,NA,NA,NA,NA,1.69E-05,801WE0550_1994,NA,mean,21
801WE0550,1999,SP_Dur,54,original,56,original,-2,801WE0550_1999,"NA, NA",min,20
801WE0550,1994,SP_Dur,93,original,93,original,0,801WE0550_1994,"NA, NA",median,20
801WE0550,1996,SP_Dur,129,original,128,original,1,801WE0550_1996,"NA, NA",max,20
801WE0550,NA,SP_Dur,NA,NA,NA,NA,-0.2,801WE0550_1999,NA,mean,20
801WE0550,1995,SP_Mag,418.2005417,original,418.86525,original,-0.6647083,801WE0550_1995,"NA, NA",min,23
801WE0550,NA,SP_Mag,NA,NA,NA,NA,-0.04008,801WE0550_1995,NA,median,23
801WE0550,1993,SP_Mag,1197.4125,original,1184.885583,original,12.526917,801WE0550_1993,"NA, NA",max,23
801WE0550,NA,SP_Mag,NA,NA,NA,NA,1.699294854,801WE0550_1995,NA,mean,23
801WE0550,1996,SP_Tim,168,original,169,original,-1,801WE0550_1996,"NA, NA",min,22
801WE0550,2009,SP_Tim,147,original,147,original,0,801WE0550_2009,"NA, NA",median,22
801WE0550,2012,SP_Tim,365,original,365,original,0,801WE0550_2012,"NA, NA",max,22
801WE0550,NA,SP_Tim,NA,NA,NA,NA,-0.136363636,801WE0550_1996,NA,mean,22
801WE0550,1996,Wet_BFL_Dur,51,original,52,original,-1,801WE0550_1996,"NA, NA",min,20
801WE0550,2001,Wet_BFL_Dur,35,original,35,original,0,801WE0550_2001,"NA, NA",median,20
801WE0550,1994,Wet_BFL_Dur,56,original,54,original,2,801WE0550_1994,"NA, NA",max,20
801WE0550,NA,Wet_BFL_Dur,NA,NA,NA,NA,0.05,801WE0550_1996,NA,mean,20
801WE0550,1994,Wet_BFL_Mag_10,54.1144375,original,118.4847333,original,-64.37029581,801WE0550_1994,"NA, NA",min,23
801WE0550,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-0.048000167,801WE0550_1994,NA,median,23
801WE0550,2009,Wet_BFL_Mag_10,25.84354167,original,24.4765,original,1.36704167,801WE0550_2009,"NA, NA",max,23
801WE0550,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-2.983579125,801WE0550_1994,NA,mean,23
801WE0550,1995,Wet_BFL_Mag_50,295.1185417,original,296.4963959,original,-1.37785415,801WE0550_1995,"NA, NA",min,23
801WE0550,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-0.04766667,801WE0550_1995,NA,median,23
801WE0550,1998,Wet_BFL_Mag_50,177.9331667,original,174.7834167,original,3.14975,801WE0550_1998,"NA, NA",max,23
801WE0550,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.155982107,801WE0550_1995,NA,mean,23
801WE0550,1994,Wet_Tim,123,original,125,original,-2,801WE0550_1994,"NA, NA",min,21
801WE0550,2013,Wet_Tim,41,original,41,original,0,801WE0550_2013,"NA, NA",median,21
801WE0550,1997,Wet_Tim,48,original,47,original,1,801WE0550_1997,"NA, NA",max,21
801WE0550,NA,Wet_Tim,NA,NA,NA,NA,-0.142857143,801WE0550_1994,NA,mean,21
801WE0550,1993,FA_Dur,2,original,34,original,-32,801WE0550_1993,"NA, NA",min,2
801WE0550,NA,FA_Dur,NA,NA,NA,NA,-16,801WE0550_1993,NA,median,2
801WE0550,1998,FA_Dur,3,original,3,original,0,801WE0550_1998,"NA, NA",max,2
801WE0550,NA,FA_Dur,NA,NA,NA,NA,-16,801WE0550_1993,NA,mean,2
801WE0550,1998,FA_Mag,133.3837371,original,133.3433089,original,0.040428236,801WE0550_1998,"NA, NA",min,2
801WE0550,NA,FA_Mag,NA,NA,NA,NA,1.343068342,801WE0550_1998,NA,median,2
801WE0550,1993,FA_Mag,109.6196238,original,106.9739153,original,2.645708448,801WE0550_1993,"NA, NA",max,2
801WE0550,NA,FA_Mag,NA,NA,NA,NA,1.343068342,801WE0550_1998,NA,mean,2
801WE0550,1998,FA_Tim,68,original,68,original,0,801WE0550_1998,"NA, NA",min,2
801WE0550,1998,FA_Tim,68,original,68,original,0,801WE0550_1998,"NA, NA",median,2
801WE0550,1993,FA_Tim,72,original,72,original,0,801WE0550_1993,"NA, NA",max,2
801WE0550,NA,FA_Tim,NA,NA,NA,NA,0,801WE0550_1998,NA,mean,2
801WE0550,2005,Q99,222.1250433,original,222.376552,original,-0.2515087,801WE0550_2005,"NA, NA",min,23
801WE0550,NA,Q99,NA,NA,NA,NA,0.347128676,801WE0550_2005,NA,median,23
801WE0550,1993,Q99,949.5836733,original,934.3067117,original,15.27696161,801WE0550_1993,"NA, NA",max,23
801WE0550,NA,Q99,NA,NA,NA,NA,1.450676092,801WE0550_2005,NA,mean,23
801WE0669,1993,DS_Dur_WS,164,original,268,original,-104,801WE0669_1993,"NA, NA",min,23
801WE0669,NA,DS_Dur_WS,NA,NA,NA,NA,-27,801WE0669_1993,NA,median,23
801WE0669,2004,DS_Dur_WS,283,original,189,original,94,801WE0669_2004,"NA, NA",max,23
801WE0669,NA,DS_Dur_WS,NA,NA,NA,NA,-28.82608696,801WE0669_1993,NA,mean,23
801WE0669,2004,DS_Tim,165,original,259,original,-94,801WE0669_2004,"NA, NA",min,23
801WE0669,2009,DS_Tim,207,original,264,original,-57,801WE0669_2009,"NA, NA",median,23
801WE0669,1993,DS_Tim,256,original,183,original,73,801WE0669_1993,"NA, NA",max,23
801WE0669,NA,DS_Tim,NA,NA,NA,NA,2.782608696,801WE0669_2004,NA,mean,23
801WE0669,1993,DS_Mag_50,1.00E-04,original,0.01,original,-0.0099,801WE0669_1993,"NA, NA",min,23
801WE0669,2010,DS_Mag_50,1.00E-04,original,1.00E-04,original,0,801WE0669_2010,"NA, NA",median,23
801WE0669,2007,DS_Mag_50,0.02,original,1.00E-04,original,0.0199,801WE0669_2007,"NA, NA",max,23
801WE0669,NA,DS_Mag_50,NA,NA,NA,NA,0.002821014,801WE0669_1993,NA,mean,23
801WE0669,2002,DS_Mag_90,0.02,original,2.8,original,-2.78,801WE0669_2002,"NA, NA",min,23
801WE0669,NA,DS_Mag_90,NA,NA,NA,NA,0.0418875,801WE0669_2002,NA,median,23
801WE0669,2005,DS_Mag_90,4.91675,original,0.92537081,original,3.99137919,801WE0669_2005,"NA, NA",max,23
801WE0669,NA,DS_Mag_90,NA,NA,NA,NA,0.229848733,801WE0669_2002,NA,mean,23
801WE0669,2004,SP_ROC,0.186811585,original,0.8,original,-0.613188415,801WE0669_2004,"NA, NA",min,23
801WE0669,NA,SP_ROC,NA,NA,NA,NA,-0.015229684,801WE0669_2004,NA,median,23
801WE0669,1998,SP_ROC,0.115433673,original,0.106422092,original,0.009011581,801WE0669_1998,"NA, NA",max,23
801WE0669,NA,SP_ROC,NA,NA,NA,NA,-0.149653249,801WE0669_2004,NA,mean,23
801WE0669,2004,SP_Dur,13,original,86,original,-73,801WE0669_2004,"NA, NA",min,23
801WE0669,2009,SP_Dur,31,original,92,original,-61,801WE0669_2009,"NA, NA",median,23
801WE0669,1993,SP_Dur,110,original,37,original,73,801WE0669_1993,"NA, NA",max,23
801WE0669,NA,SP_Dur,NA,NA,NA,NA,5.826086957,801WE0669_2004,NA,mean,23
801WE0669,2008,SP_Mag,456.0948333,original,499.8631,original,-43.7682667,801WE0669_2008,"NA, NA",min,23
801WE0669,NA,SP_Mag,NA,NA,NA,NA,29.9225,801WE0669_2008,NA,median,23
801WE0669,2004,SP_Mag,155.7522917,original,3.7,original,152.0522917,801WE0669_2004,"NA, NA",max,23
801WE0669,NA,SP_Mag,NA,NA,NA,NA,34.41218389,801WE0669_2008,NA,mean,23
801WE0669,2002,SP_Tim,123,original,172,original,-49,801WE0669_2002,"NA, NA",min,23
801WE0669,1997,SP_Tim,121,original,121,original,0,801WE0669_1997,"NA, NA",median,23
801WE0669,1999,SP_Tim,191,original,172,original,19,801WE0669_1999,"NA, NA",max,23
801WE0669,NA,SP_Tim,NA,NA,NA,NA,-3.043478261,801WE0669_2002,NA,mean,23
801WE0669,2007,Wet_BFL_Dur,85,original,87,original,-2,801WE0669_2007,"NA, NA",min,23
801WE0669,NA,Wet_BFL_Dur,NA,NA,NA,NA,16,801WE0669_2007,NA,median,23
801WE0669,2003,Wet_BFL_Dur,140,original,52,original,88,801WE0669_2003,"NA, NA",max,23
801WE0669,NA,Wet_BFL_Dur,NA,NA,NA,NA,22.34782609,801WE0669_2007,NA,mean,23
801WE0669,2003,Wet_BFL_Mag_10,0.04,original,5,original,-4.96,801WE0669_2003,"NA, NA",min,23
801WE0669,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-0.23,801WE0669_2003,NA,median,23
801WE0669,1995,Wet_BFL_Mag_10,8.848383333,original,2.8,original,6.048383333,801WE0669_1995,"NA, NA",max,23
801WE0669,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-0.713134928,801WE0669_2003,NA,mean,23
801WE0669,1991,Wet_BFL_Mag_50,12.01527084,original,88.14939585,original,-76.13412502,801WE0669_1991,"NA, NA",min,23
801WE0669,1998,Wet_BFL_Mag_50,103.2799583,original,112.789,original,-9.5090417,801WE0669_1998,"NA, NA",median,23
801WE0669,1992,Wet_BFL_Mag_50,81.2138125,original,5,original,76.2138125,801WE0669_1992,"NA, NA",max,23
801WE0669,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-3.481812387,801WE0669_1991,NA,mean,23
801WE0669,2003,Wet_Tim,30,original,118,original,-88,801WE0669_2003,"NA, NA",min,23
801WE0669,2003,Wet_Tim,30,original,118,original,-88,801WE0669_2003,"NA, NA",median,23
801WE0669,1992,Wet_Tim,121,original,121,original,0,801WE0669_1992,"NA, NA",max,23
801WE0669,NA,Wet_Tim,NA,NA,NA,NA,-25.39130435,801WE0669_2003,NA,mean,23
801WE0669,2008,Q99,471.3437937,original,511.83289,original,-40.48909626,801WE0669_2008,"NA, NA",min,23
801WE0669,NA,Q99,NA,NA,NA,NA,34.53513499,801WE0669_2008,NA,median,23
801WE0669,2005,Q99,1442.69387,original,1312.29196,original,130.4019099,801WE0669_2005,"NA, NA",max,23
801WE0669,NA,Q99,NA,NA,NA,NA,37.25588744,801WE0669_2008,NA,mean,23
801WE0674,2005,DS_Dur_WS,156,original,195,original,-39,801WE0674_2005,"NA, NA",min,23
801WE0674,2004,DS_Dur_WS,175,original,179,original,-4,801WE0674_2004,"NA, NA",median,23
801WE0674,2009,DS_Dur_WS,145,original,135,original,10,801WE0674_2009,"NA, NA",max,23
801WE0674,NA,DS_Dur_WS,NA,NA,NA,NA,-2.52173913,801WE0674_2005,NA,mean,23
801WE0674,2001,DS_Tim,276,original,284,original,-8,801WE0674_2001,"NA, NA",min,23
801WE0674,2009,DS_Tim,275,original,282,original,-7,801WE0674_2009,"NA, NA",median,23
801WE0674,2005,DS_Tim,263,original,222,original,41,801WE0674_2005,"NA, NA",max,23
801WE0674,NA,DS_Tim,NA,NA,NA,NA,3.304347826,801WE0674_2001,NA,mean,23
801WE0674,1995,DS_Mag_50,3.2,original,3.4,original,-0.2,801WE0674_1995,"NA, NA",min,23
801WE0674,2013,DS_Mag_50,1.213,original,1.213,original,0,801WE0674_2013,"NA, NA",median,23
801WE0674,2001,DS_Mag_50,2.044166667,original,2.039083,original,0.005083667,801WE0674_2001,"NA, NA",max,23
801WE0674,NA,DS_Mag_50,NA,NA,NA,NA,-0.013867746,801WE0674_1995,NA,mean,23
801WE0674,2005,DS_Mag_90,2.3309375,original,3.1545748,original,-0.8236373,801WE0674_2005,"NA, NA",min,23
801WE0674,NA,DS_Mag_90,NA,NA,NA,NA,-0.000570866,801WE0674_2005,NA,median,23
801WE0674,1993,DS_Mag_90,4.33,original,4.2,original,0.13,801WE0674_1993,"NA, NA",max,23
801WE0674,NA,DS_Mag_90,NA,NA,NA,NA,-0.035093075,801WE0674_2005,NA,mean,23
801WE0674,1994,SP_ROC,0.178571429,original,0.19047619,original,-0.011904762,801WE0674_1994,"NA, NA",min,23
801WE0674,NA,SP_ROC,NA,NA,NA,NA,-1.23E-05,801WE0674_1994,NA,median,23
801WE0674,2008,SP_ROC,0.279499847,original,0.253971214,original,0.025528633,801WE0674_2008,"NA, NA",max,23
801WE0674,NA,SP_ROC,NA,NA,NA,NA,0.000867326,801WE0674_1994,NA,mean,23
801WE0674,2001,SP_Dur,106,original,114,original,-8,801WE0674_2001,"NA, NA",min,23
801WE0674,2007,SP_Dur,104,original,108,original,-4,801WE0674_2007,"NA, NA",median,23
801WE0674,2005,SP_Dur,115,original,74,original,41,801WE0674_2005,"NA, NA",max,23
801WE0674,NA,SP_Dur,NA,NA,NA,NA,2.956521739,801WE0674_2001,NA,mean,23
801WE0674,1992,SP_Mag,20.60045833,original,20.62075,original,-0.02029167,801WE0674_1992,"NA, NA",min,23
801WE0674,2012,SP_Mag,4.648,original,4.648,original,0,801WE0674_2012,"NA, NA",median,23
801WE0674,1997,SP_Mag,79.88725,original,79.69395833,original,0.19329167,801WE0674_1997,"NA, NA",max,23
801WE0674,NA,SP_Mag,NA,NA,NA,NA,0.035238753,801WE0674_1992,NA,mean,23
801WE0674,1997,SP_Tim,117,original,117,original,0,801WE0674_1997,"NA, NA",min,23
801WE0674,2001,SP_Tim,170,original,170,original,0,801WE0674_2001,"NA, NA",median,23
801WE0674,1994,SP_Tim,173,original,170,original,3,801WE0674_1994,"NA, NA",max,23
801WE0674,NA,SP_Tim,NA,NA,NA,NA,0.347826087,801WE0674_1997,NA,mean,23
801WE0674,1996,Wet_BFL_Dur,81,original,85,original,-4,801WE0674_1996,"NA, NA",min,23
801WE0674,2001,Wet_BFL_Dur,117,original,119,original,-2,801WE0674_2001,"NA, NA",median,23
801WE0674,2005,Wet_BFL_Dur,64,original,60,original,4,801WE0674_2005,"NA, NA",max,23
801WE0674,NA,Wet_BFL_Dur,NA,NA,NA,NA,-0.391304348,801WE0674_1996,NA,mean,23
801WE0674,2005,Wet_BFL_Mag_10,3.184516667,original,3.6567497,original,-0.472233033,801WE0674_2005,"NA, NA",min,23
801WE0674,1997,Wet_BFL_Mag_10,4.1,original,4.1,original,0,801WE0674_1997,"NA, NA",median,23
801WE0674,1996,Wet_BFL_Mag_10,4.6,original,4.3,original,0.3,801WE0674_1996,"NA, NA",max,23
801WE0674,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-0.006993516,801WE0674_2005,NA,mean,23
801WE0674,2005,Wet_BFL_Mag_50,3.673270834,original,3.6764585,original,-0.003187666,801WE0674_2005,"NA, NA",min,23
801WE0674,1994,Wet_BFL_Mag_50,4.6,original,4.6,original,0,801WE0674_1994,"NA, NA",median,23
801WE0674,1997,Wet_BFL_Mag_50,4.655958333,original,4.6,original,0.055958333,801WE0674_1997,"NA, NA",max,23
801WE0674,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.002190152,801WE0674_2005,NA,mean,23
801WE0674,2005,Wet_Tim,84,original,88,original,-4,801WE0674_2005,"NA, NA",min,23
801WE0674,2012,Wet_Tim,52,original,53,original,-1,801WE0674_2012,"NA, NA",median,23
801WE0674,1996,Wet_Tim,87,original,83,original,4,801WE0674_1996,"NA, NA",max,23
801WE0674,NA,Wet_Tim,NA,NA,NA,NA,0.739130435,801WE0674_2005,NA,mean,23
801WE0674,1995,Q99,48.53498667,original,48.59582833,original,-0.060841662,801WE0674_1995,"NA, NA",min,23
801WE0674,1999,Q99,6.552,original,6.552,original,0,801WE0674_1999,"NA, NA",median,23
801WE0674,2011,Q99,14.77649333,original,14.5677,original,0.20879333,801WE0674_2011,"NA, NA",max,23
801WE0674,NA,Q99,NA,NA,NA,NA,0.020878262,801WE0674_1995,NA,mean,23
801WE0989,2005,DS_Dur_WS,124,original,284,original,-160,801WE0989_2005,"NA, NA",min,22
801WE0989,NA,DS_Dur_WS,NA,NA,NA,NA,1.5,801WE0989_2005,NA,median,22
801WE0989,2002,DS_Dur_WS,270,original,162,original,108,801WE0989_2002,"NA, NA",max,22
801WE0989,NA,DS_Dur_WS,NA,NA,NA,NA,0.227272727,801WE0989_2005,NA,mean,22
801WE0989,2009,DS_Tim,154,original,281,original,-127,801WE0989_2009,"NA, NA",min,23
801WE0989,NA,DS_Tim,NA,NA,NA,NA,-29,801WE0989_2009,NA,median,23
801WE0989,2011,DS_Tim,239,original,107,original,132,801WE0989_2011,"NA, NA",max,23
801WE0989,NA,DS_Tim,NA,NA,NA,NA,-10.60869565,801WE0989_2009,NA,mean,23
801WE0989,2011,DS_Mag_50,0.3,supplementary,0.34,original,-0.04,801WE0989_2011,"NA, NA",min,23
801WE0989,2005,DS_Mag_50,0.265,original,0.3,original,-0.035,801WE0989_2005,"NA, NA",median,23
801WE0989,2013,DS_Mag_50,0.3,original,0.24,original,0.06,801WE0989_2013,"NA, NA",max,23
801WE0989,NA,DS_Mag_50,NA,NA,NA,NA,0.023505435,801WE0989_2011,NA,mean,23
801WE0989,2000,DS_Mag_90,0.7,original,2.8,original,-2.1,801WE0989_2000,"NA, NA",min,23
801WE0989,2000,DS_Mag_90,0.7,original,2.8,original,-2.1,801WE0989_2000,"NA, NA",median,23
801WE0989,2011,DS_Mag_90,42.14775,supplementary,2.8,original,39.34775,801WE0989_2011,"NA, NA",max,23
801WE0989,NA,DS_Mag_90,NA,NA,NA,NA,2.235172101,801WE0989_2000,NA,mean,23
801WE0989,1993,SP_ROC,0.687522037,original,0.950674725,original,-0.263152688,801WE0989_1993,"NA, NA",min,21
801WE0989,NA,SP_ROC,NA,NA,NA,NA,0.085268224,801WE0989_1993,NA,median,21
801WE0989,2010,SP_ROC,0.716609493,original,0.239893175,original,0.476716317,801WE0989_2010,"NA, NA",max,21
801WE0989,NA,SP_ROC,NA,NA,NA,NA,0.09806959,801WE0989_1993,NA,mean,21
801WE0989,2006,SP_Dur,9,original,115,original,-106,801WE0989_2006,"NA, NA",min,23
801WE0989,NA,SP_Dur,NA,NA,NA,NA,-40,801WE0989_2006,NA,median,23
801WE0989,2011,SP_Dur,152,original,20,original,132,801WE0989_2011,"NA, NA",max,23
801WE0989,NA,SP_Dur,NA,NA,NA,NA,-25.26086957,801WE0989_2006,NA,mean,23
801WE0989,1993,SP_Mag,35504.10738,original,37064.87333,original,-1560.76595,801WE0989_1993,"NA, NA",min,23
801WE0989,NA,SP_Mag,NA,NA,NA,NA,700.3489583,801WE0989_1993,NA,median,23
801WE0989,2011,SP_Mag,43486.36554,original,39528.64,original,3957.72554,801WE0989_2011,"NA, NA",max,23
