site,year,flow_metric,current_value_final,current_value_note,reference_value_final,reference_value_note,deltah_final,site.year,notes,summary.statistic,n_year
314SCCNSY,1995,Wet_BFL_Mag_10,7.106516667,original,6.7505375,original,0.355979167,314SCCNSY_1995,"NA, NA",max,18
314SCCNSY,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.02424229,314SCCNSY_1998,NA,mean,18
314SCCNSY,1993,Wet_BFL_Mag_50,139.3320417,original,139.353,original,-0.0209583,314SCCNSY_1993,"NA, NA",min,18
314SCCNSY,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-2.08E-05,314SCCNSY_1993,NA,median,18
314SCCNSY,2000,Wet_BFL_Mag_50,27.17522917,original,26.9635,original,0.211729165,314SCCNSY_2000,"NA, NA",max,18
314SCCNSY,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.018510267,314SCCNSY_1993,NA,mean,18
314SCCNSY,1995,Wet_Tim,90,original,90,original,0,314SCCNSY_1995,"NA, NA",min,7
314SCCNSY,1997,Wet_Tim,102,original,102,original,0,314SCCNSY_1997,"NA, NA",median,7
314SCCNSY,2000,Wet_Tim,140,original,139,original,1,314SCCNSY_2000,"NA, NA",max,7
314SCCNSY,NA,Wet_Tim,NA,NA,NA,NA,0.142857143,314SCCNSY_1995,NA,mean,7
314SCCNSY,1998,FA_Dur,3,original,2,original,1,314SCCNSY_1998,"NA, NA",min,1
314SCCNSY,NA,FA_Dur,NA,NA,NA,NA,1,314SCCNSY_1998,NA,median,1
314SCCNSY,1998,FA_Dur,3,original,2,original,1,314SCCNSY_1998,"NA, NA",max,1
314SCCNSY,NA,FA_Dur,NA,NA,NA,NA,1,314SCCNSY_1998,NA,mean,1
314SCCNSY,1998,FA_Mag,252.587827,original,252.5908094,original,-0.002982386,314SCCNSY_1998,"NA, NA",min,1
314SCCNSY,NA,FA_Mag,NA,NA,NA,NA,-0.002982386,314SCCNSY_1998,NA,median,1
314SCCNSY,1998,FA_Mag,252.587827,original,252.5908094,original,-0.002982386,314SCCNSY_1998,"NA, NA",max,1
314SCCNSY,NA,FA_Mag,NA,NA,NA,NA,-0.002982386,314SCCNSY_1998,NA,mean,1
314SCCNSY,1998,FA_Tim,67,original,67,original,0,314SCCNSY_1998,"NA, NA",min,1
314SCCNSY,NA,FA_Tim,NA,NA,NA,NA,0,314SCCNSY_1998,NA,median,1
314SCCNSY,1998,FA_Tim,67,original,67,original,0,314SCCNSY_1998,"NA, NA",max,1
314SCCNSY,NA,FA_Tim,NA,NA,NA,NA,0,314SCCNSY_1998,NA,mean,1
314SCCNSY,1992,Q99,921.9604437,original,922.076625,original,-0.11618126,314SCCNSY_1992,"NA, NA",min,18
314SCCNSY,NA,Q99,NA,NA,NA,NA,-6.23E-05,314SCCNSY_1992,NA,median,18
314SCCNSY,1995,Q99,1153.619222,original,1153.24289,original,0.37633164,314SCCNSY_1995,"NA, NA",max,18
314SCCNSY,NA,Q99,NA,NA,NA,NA,0.024512201,314SCCNSY_1992,NA,mean,18
314SYC,1996,DS_Dur_WS,207,original,207,original,0,314SYC_1996,"NA, NA",min,11
314SYC,1997,DS_Dur_WS,290,original,290,original,0,314SYC_1997,"NA, NA",median,11
314SYC,1998,DS_Dur_WS,333,original,333,original,0,314SYC_1998,"NA, NA",max,11
314SYC,NA,DS_Dur_WS,NA,NA,NA,NA,0,314SYC_1996,NA,mean,11
314SYC,2001,DS_Tim,170,original,171,original,-1,314SYC_2001,"NA, NA",min,14
314SYC,1994,DS_Tim,158,original,158,original,0,314SYC_1994,"NA, NA",median,14
314SYC,2000,DS_Tim,214,original,214,original,0,314SYC_2000,"NA, NA",max,14
314SYC,NA,DS_Tim,NA,NA,NA,NA,-0.142857143,314SYC_2001,NA,mean,14
314SYC,1991,DS_Mag_50,1.00E-04,original,1.00E-04,original,0,314SYC_1991,"NA, NA",min,14
314SYC,1997,DS_Mag_50,1.00E-04,original,1.00E-04,original,0,314SYC_1997,"NA, NA",median,14
314SYC,2011,DS_Mag_50,1.00E-04,original,1.00E-04,supplementary,0,314SYC_2011,"NA, NA",max,14
314SYC,NA,DS_Mag_50,NA,NA,NA,NA,0,314SYC_1991,NA,mean,14
314SYC,1999,DS_Mag_90,0.007729167,original,1.00E-04,original,0.007629167,314SYC_1999,"NA, NA",min,14
314SYC,NA,DS_Mag_90,NA,NA,NA,NA,0.0427,314SYC_1999,NA,median,14
314SYC,1998,DS_Mag_90,0.373966666,original,1.00E-04,original,0.373866666,314SYC_1998,"NA, NA",max,14
314SYC,NA,DS_Mag_90,NA,NA,NA,NA,0.109911905,314SYC_1999,NA,mean,14
314SYC,1992,SP_ROC,0.798835843,original,0.822396193,original,-0.023560349,314SYC_1992,"NA, NA",min,14
314SYC,NA,SP_ROC,NA,NA,NA,NA,0.000139832,314SYC_1992,NA,median,14
314SYC,2010,SP_ROC,0.830424812,original,0.825309045,original,0.005115767,314SYC_2010,"NA, NA",max,14
314SYC,NA,SP_ROC,NA,NA,NA,NA,-0.002297677,314SYC_1992,NA,mean,14
314SYC,2001,SP_Dur,11,original,12,original,-1,314SYC_2001,"NA, NA",min,14
314SYC,1996,SP_Dur,10,original,10,original,0,314SYC_1996,"NA, NA",median,14
314SYC,1998,SP_Dur,45,original,45,original,0,314SYC_1998,"NA, NA",max,14
314SYC,NA,SP_Dur,NA,NA,NA,NA,-0.142857143,314SYC_2001,NA,mean,14
314SYC,1998,SP_Mag,16619.66129,original,16622.09379,original,-2.4325,314SYC_1998,"NA, NA",min,14
314SYC,NA,SP_Mag,NA,NA,NA,NA,0.86590015,314SYC_1998,NA,median,14
314SYC,1993,SP_Mag,15249.62725,original,15242.69971,original,6.92754,314SYC_1993,"NA, NA",max,14
314SYC,NA,SP_Mag,NA,NA,NA,NA,1.421078021,314SYC_1998,NA,mean,14
314SYC,2011,SP_Tim,87,original,87,original,0,314SYC_2011,"NA, NA",min,14
314SYC,2001,SP_Tim,159,original,159,original,0,314SYC_2001,"NA, NA",median,14
314SYC,2000,SP_Tim,204,original,204,original,0,314SYC_2000,"NA, NA",max,14
314SYC,NA,SP_Tim,NA,NA,NA,NA,0,314SYC_2011,NA,mean,14
314SYC,2010,Wet_BFL_Dur,17,original,17,original,0,314SYC_2010,"NA, NA",min,14
314SYC,1996,Wet_BFL_Dur,52,original,52,original,0,314SYC_1996,"NA, NA",median,14
314SYC,1997,Wet_BFL_Dur,102,original,102,original,0,314SYC_1997,"NA, NA",max,14
314SYC,NA,Wet_BFL_Dur,NA,NA,NA,NA,0,314SYC_2010,NA,mean,14
314SYC,1991,Wet_BFL_Mag_10,1.00E-04,original,1.00E-04,original,0,314SYC_1991,"NA, NA",min,14
314SYC,2001,Wet_BFL_Mag_10,1.00E-04,original,1.00E-04,original,0,314SYC_2001,"NA, NA",median,14
314SYC,1999,Wet_BFL_Mag_10,0.078854167,original,1.00E-04,original,0.078754167,314SYC_1999,"NA, NA",max,14
314SYC,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.008625298,314SYC_1991,NA,mean,14
314SYC,1993,Wet_BFL_Mag_50,6.579375,original,6.570208333,original,0.009166667,314SYC_1993,"NA, NA",min,14
314SYC,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.253708333,314SYC_1993,NA,median,14
314SYC,1996,Wet_BFL_Mag_50,2.514104167,original,0.6256875,original,1.888416667,314SYC_1996,"NA, NA",max,14
314SYC,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.38343506,314SYC_1993,NA,mean,14
314SYC,1997,Wet_Tim,19,original,19,original,0,314SYC_1997,"NA, NA",min,14
314SYC,1995,Wet_Tim,87,original,87,original,0,314SYC_1995,"NA, NA",median,14
314SYC,1999,Wet_Tim,161,original,161,original,0,314SYC_1999,"NA, NA",max,14
314SYC,NA,Wet_Tim,NA,NA,NA,NA,0,314SYC_1997,NA,mean,14
314SYC,1993,FA_Dur,12,original,22,original,-10,314SYC_1993,"NA, NA",min,1
314SYC,NA,FA_Dur,NA,NA,NA,NA,-10,314SYC_1993,NA,median,1
314SYC,1993,FA_Dur,12,original,22,original,-10,314SYC_1993,"NA, NA",max,1
314SYC,NA,FA_Dur,NA,NA,NA,NA,-10,314SYC_1993,NA,mean,1
314SYC,1993,FA_Mag,1433.751729,original,1428.219828,original,5.531900677,314SYC_1993,"NA, NA",min,1
314SYC,NA,FA_Mag,NA,NA,NA,NA,5.531900677,314SYC_1993,NA,median,1
314SYC,1993,FA_Mag,1433.751729,original,1428.219828,original,5.531900677,314SYC_1993,"NA, NA",max,1
314SYC,NA,FA_Mag,NA,NA,NA,NA,5.531900677,314SYC_1993,NA,mean,1
314SYC,1993,FA_Tim,67,original,67,original,0,314SYC_1993,"NA, NA",min,1
314SYC,NA,FA_Tim,NA,NA,NA,NA,0,314SYC_1993,NA,median,1
314SYC,1993,FA_Tim,67,original,67,original,0,314SYC_1993,"NA, NA",max,1
314SYC,NA,FA_Tim,NA,NA,NA,NA,0,314SYC_1993,NA,mean,1
314SYC,1998,Q99,30284.63597,original,30289.09645,original,-4.4604864,314SYC_1998,"NA, NA",min,14
314SYC,NA,Q99,NA,NA,NA,NA,0.628634585,314SYC_1998,NA,median,14
314SYC,2005,Q99,2025.815682,original,2021.40208,original,4.413602,314SYC_2005,"NA, NA",max,14
314SYC,NA,Q99,NA,NA,NA,NA,0.811501189,314SYC_1998,NA,mean,14
314SYL,2001,DS_Tim,173,original,342,original,-169,314SYL_2001,"NA, NA",min,12
314SYL,NA,DS_Tim,NA,NA,NA,NA,-2.5,314SYL_2001,NA,median,12
314SYL,1993,DS_Tim,322,original,199,original,123,314SYL_1993,"NA, NA",max,12
314SYL,NA,DS_Tim,NA,NA,NA,NA,-33,314SYL_2001,NA,mean,12
314SYL,1993,DS_Mag_50,6.380666667,original,8.11625,supplementary,-1.735583334,314SYL_1993,"NA, NA",min,19
314SYL,1993,DS_Mag_50,6.380666667,original,8.11625,supplementary,-1.735583334,314SYL_1993,"NA, NA",median,19
314SYL,1997,DS_Mag_50,2.472583333,original,1.45575,original,1.016833333,314SYL_1997,"NA, NA",max,19
314SYL,NA,DS_Mag_50,NA,NA,NA,NA,0.003560212,314SYL_1993,NA,mean,19
314SYL,1993,DS_Mag_90,7.738683333,original,13.11641667,supplementary,-5.377733337,314SYL_1993,"NA, NA",min,19
314SYL,NA,DS_Mag_90,NA,NA,NA,NA,0.089170833,314SYL_1993,NA,median,19
314SYL,1994,DS_Mag_90,12.17470833,original,1.183604167,original,10.99110416,314SYL_1994,"NA, NA",max,19
314SYL,NA,DS_Mag_90,NA,NA,NA,NA,0.794871339,314SYL_1993,NA,mean,19
314SYL,2010,SP_ROC,0.062499941,original,0.160839114,supplementary,-0.098339172,314SYL_2010,"NA, NA",min,19
314SYL,NA,SP_ROC,NA,NA,NA,NA,3.33E-07,314SYL_2010,NA,median,19
314SYL,2004,SP_ROC,0.757383774,original,0.130437264,supplementary,0.62694651,314SYL_2004,"NA, NA",max,19
314SYL,NA,SP_ROC,NA,NA,NA,NA,0.041382383,314SYL_2010,NA,mean,19
314SYL,2005,SP_Dur,12,original,14,original,-2,314SYL_2005,"NA, NA",min,4
314SYL,2005,SP_Dur,12,original,14,original,-2,314SYL_2005,"NA, NA",median,4
314SYL,1993,SP_Dur,139,original,16,original,123,314SYL_1993,"NA, NA",max,4
314SYL,NA,SP_Dur,NA,NA,NA,NA,30.25,314SYL_2005,NA,mean,4
314SYL,1996,SP_Mag,45.18345833,original,63.937875,original,-18.75441667,314SYL_1996,"NA, NA",min,12
314SYL,NA,SP_Mag,NA,NA,NA,NA,17.40504184,314SYL_1996,NA,median,12
314SYL,2000,SP_Mag,91.89020833,original,9.326,original,82.56420833,314SYL_2000,"NA, NA",max,12
314SYL,NA,SP_Mag,NA,NA,NA,NA,21.97100406,314SYL_1996,NA,mean,12
314SYL,2005,SP_Tim,159,original,159,original,0,314SYL_2005,"NA, NA",min,4
314SYL,1995,SP_Tim,178,original,178,original,0,314SYL_1995,"NA, NA",median,4
314SYL,1998,SP_Tim,197,original,197,original,0,314SYL_1998,"NA, NA",max,4
314SYL,NA,SP_Tim,NA,NA,NA,NA,0,314SYL_2005,NA,mean,4
314SYL,1993,Wet_BFL_Dur,17,original,17,original,0,314SYL_1993,"NA, NA",min,4
314SYL,NA,Wet_BFL_Dur,NA,NA,NA,NA,0.5,314SYL_1993,NA,median,4
314SYL,2005,Wet_BFL_Dur,28,original,26,original,2,314SYL_2005,"NA, NA",max,4
314SYL,NA,Wet_BFL_Dur,NA,NA,NA,NA,0.75,314SYL_1993,NA,mean,4
314SYL,1999,Wet_BFL_Mag_10,23.333,supplementary,25.092592,supplementary,-1.759592,314SYL_1999,"NA, NA",min,19
314SYL,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.001,314SYL_1999,NA,median,19
314SYL,1998,Wet_BFL_Mag_10,23.16528333,original,16.10677917,original,7.058504161,314SYL_1998,"NA, NA",max,19
314SYL,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.331314217,314SYL_1999,NA,mean,19
314SYL,2005,Wet_BFL_Mag_50,77.5940625,original,107.486645,original,-29.8925825,314SYL_2005,"NA, NA",min,19
314SYL,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,0.076520817,314SYL_2005,NA,median,19
314SYL,1998,Wet_BFL_Mag_50,60.12033333,original,52.30135417,original,7.818979165,314SYL_1998,"NA, NA",max,19
314SYL,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-0.632033862,314SYL_2005,NA,mean,19
314SYL,2005,Wet_Tim,131,original,133,original,-2,314SYL_2005,"NA, NA",min,4
314SYL,NA,Wet_Tim,NA,NA,NA,NA,-0.5,314SYL_2005,NA,median,4
314SYL,1993,Wet_Tim,166,original,166,original,0,314SYL_1993,"NA, NA",max,4
314SYL,NA,Wet_Tim,NA,NA,NA,NA,-0.75,314SYL_2005,NA,mean,4
314SYL,1994,DS_Dur_WS,231,original,172,original,59,314SYL_1994,"NA, NA",min,2
314SYL,NA,DS_Dur_WS,NA,NA,NA,NA,86.5,314SYL_1994,NA,median,2
314SYL,1997,DS_Dur_WS,277,original,163,original,114,314SYL_1997,"NA, NA",max,2
314SYL,NA,DS_Dur_WS,NA,NA,NA,NA,86.5,314SYL_1994,NA,mean,2
314SYL,1993,Q99,246.4902133,original,246.8905583,original,-0.400344976,314SYL_1993,"NA, NA",min,19
314SYL,NA,Q99,NA,NA,NA,NA,13.98767166,314SYL_1993,NA,median,19
314SYL,2001,Q99,49.745555,original,1.581745,original,48.16381,314SYL_2001,"NA, NA",max,19
314SYL,NA,Q99,NA,NA,NA,NA,14.97915715,314SYL_1993,NA,mean,19
314SYRASV,2007,DS_Dur_WS,181,original,295,original,-114,314SYRASV_2007,"NA, NA",min,15
314SYRASV,1998,DS_Dur_WS,350,original,356,original,-6,314SYRASV_1998,"NA, NA",median,15
314SYRASV,1994,DS_Dur_WS,253,original,236,original,17,314SYRASV_1994,"NA, NA",max,15
314SYRASV,NA,DS_Dur_WS,NA,NA,NA,NA,-7.466666667,314SYRASV_2007,NA,mean,15
314SYRASV,1994,DS_Tim,204,original,221,original,-17,314SYRASV_1994,"NA, NA",min,20
314SYRASV,NA,DS_Tim,NA,NA,NA,NA,-0.5,314SYRASV_1994,NA,median,20
314SYRASV,2007,DS_Tim,290,original,176,original,114,314SYRASV_2007,"NA, NA",max,20
314SYRASV,NA,DS_Tim,NA,NA,NA,NA,11.2,314SYRASV_1994,NA,mean,20
314SYRASV,1995,DS_Mag_50,43.4665,original,43.90525,original,-0.43875,314SYRASV_1995,"NA, NA",min,21
314SYRASV,NA,DS_Mag_50,NA,NA,NA,NA,0.7229375,314SYRASV_1995,NA,median,21
314SYRASV,2001,DS_Mag_50,41.9825,supplementary,39.14571,supplementary,2.83679,314SYRASV_2001,"NA, NA",max,21
314SYRASV,NA,DS_Mag_50,NA,NA,NA,NA,0.800567262,314SYRASV_1995,NA,mean,21
314SYRASV,2001,DS_Mag_90,227.4286375,supplementary,229.00208,supplementary,-1.5734425,314SYRASV_2001,"NA, NA",min,21
314SYRASV,NA,DS_Mag_90,NA,NA,NA,NA,0.59314167,314SYRASV_2001,NA,median,21
314SYRASV,2010,DS_Mag_90,84.2286375,original,77.18892,original,7.039717503,314SYRASV_2010,"NA, NA",max,21
314SYRASV,NA,DS_Mag_90,NA,NA,NA,NA,1.655733147,314SYRASV_2001,NA,mean,21
314SYRASV,2001,SP_ROC,0.035753711,original,0.037877357,original,-0.002123646,314SYRASV_2001,"NA, NA",min,21
314SYRASV,NA,SP_ROC,NA,NA,NA,NA,0.000144347,314SYRASV_2001,NA,median,21
314SYRASV,2003,SP_ROC,0.890660594,supplementary,0.105503145,supplementary,0.785157449,314SYRASV_2003,"NA, NA",max,21
314SYRASV,NA,SP_ROC,NA,NA,NA,NA,0.038219666,314SYRASV_2001,NA,mean,21
314SYRASV,1994,SP_Dur,55,original,72,original,-17,314SYRASV_1994,"NA, NA",min,17
314SYRASV,2011,SP_Dur,33,original,37,original,-4,314SYRASV_2011,"NA, NA",median,17
314SYRASV,1995,SP_Dur,59,original,58,original,1,314SYRASV_1995,"NA, NA",max,17
314SYRASV,NA,SP_Dur,NA,NA,NA,NA,-2.058823529,314SYRASV_1994,NA,mean,17
314SYRASV,1992,SP_Mag,726.2237083,original,759.5120833,original,-33.288375,314SYRASV_1992,"NA, NA",min,20
314SYRASV,NA,SP_Mag,NA,NA,NA,NA,4.7040418,314SYRASV_1992,NA,median,20
314SYRASV,2011,SP_Mag,4627.031667,original,4565.95,original,61.081667,314SYRASV_2011,"NA, NA",max,20
314SYRASV,NA,SP_Mag,NA,NA,NA,NA,6.755755663,314SYRASV_1992,NA,mean,20
314SYRASV,1997,SP_Tim,119,original,119,original,0,314SYRASV_1997,"NA, NA",min,17
314SYRASV,2001,SP_Tim,160,original,160,original,0,314SYRASV_2001,"NA, NA",median,17
314SYRASV,1992,SP_Tim,182,original,178,original,4,314SYRASV_1992,"NA, NA",max,17
314SYRASV,NA,SP_Tim,NA,NA,NA,NA,0.235294118,314SYRASV_1997,NA,mean,17
314SYRASV,2006,Wet_BFL_Dur,16,original,16,original,0,314SYRASV_2006,"NA, NA",min,17
314SYRASV,2010,Wet_BFL_Dur,54,original,54,original,0,314SYRASV_2010,"NA, NA",median,17
314SYRASV,1994,Wet_BFL_Dur,25,original,16,original,9,314SYRASV_1994,"NA, NA",max,17
314SYRASV,NA,Wet_BFL_Dur,NA,NA,NA,NA,1.764705882,314SYRASV_2006,NA,mean,17
314SYRASV,1995,Wet_BFL_Mag_10,726.7542083,original,728.2635,original,-1.5092917,314SYRASV_1995,"NA, NA",min,22
314SYRASV,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,0.162852075,314SYRASV_1995,NA,median,22
314SYRASV,1991,Wet_BFL_Mag_10,44.41573334,original,19.391025,original,25.02470833,314SYRASV_1991,"NA, NA",max,22
314SYRASV,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,1.545567419,314SYRASV_1995,NA,mean,22
314SYRASV,2000,Wet_BFL_Mag_50,392.5403333,original,545.5263,original,-152.9859667,314SYRASV_2000,"NA, NA",min,22
314SYRASV,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-0.302545835,314SYRASV_2000,NA,median,22
314SYRASV,2006,Wet_BFL_Mag_50,12.25464584,original,0.61470835,original,11.63993749,314SYRASV_2006,"NA, NA",max,22
314SYRASV,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,-10.46826954,314SYRASV_2000,NA,mean,22
314SYRASV,1994,Wet_Tim,124,original,133,original,-9,314SYRASV_1994,"NA, NA",min,17
314SYRASV,2011,Wet_Tim,71,original,71,original,0,314SYRASV_2011,"NA, NA",median,17
314SYRASV,2006,Wet_Tim,175,original,175,original,0,314SYRASV_2006,"NA, NA",max,17
314SYRASV,NA,Wet_Tim,NA,NA,NA,NA,-1.529411765,314SYRASV_1994,NA,mean,17
314SYRASV,1998,FA_Dur,2,original,2,original,0,314SYRASV_1998,"NA, NA",min,1
314SYRASV,NA,FA_Dur,NA,NA,NA,NA,0,314SYRASV_1998,NA,median,1
314SYRASV,1998,FA_Dur,2,original,2,original,0,314SYRASV_1998,"NA, NA",max,1
314SYRASV,NA,FA_Dur,NA,NA,NA,NA,0,314SYRASV_1998,NA,mean,1
314SYRASV,1998,FA_Mag,45.93259798,original,1327.944882,original,-1282.012284,314SYRASV_1998,"NA, NA",min,1
314SYRASV,NA,FA_Mag,NA,NA,NA,NA,-1282.012284,314SYRASV_1998,NA,median,1
314SYRASV,1998,FA_Mag,45.93259798,original,1327.944882,original,-1282.012284,314SYRASV_1998,"NA, NA",max,1
314SYRASV,NA,FA_Mag,NA,NA,NA,NA,-1282.012284,314SYRASV_1998,NA,mean,1
314SYRASV,1998,FA_Tim,7,original,66,original,-59,314SYRASV_1998,"NA, NA",min,1
314SYRASV,NA,FA_Tim,NA,NA,NA,NA,-59,314SYRASV_1998,NA,median,1
314SYRASV,1998,FA_Tim,7,original,66,original,-59,314SYRASV_1998,"NA, NA",max,1
314SYRASV,NA,FA_Tim,NA,NA,NA,NA,-59,314SYRASV_1998,NA,mean,1
314SYRASV,2001,Q99,4187.75963,original,4194.515,original,-6.75537012,314SYRASV_2001,"NA, NA",min,22
314SYRASV,NA,Q99,NA,NA,NA,NA,7.282802914,314SYRASV_2001,NA,median,22
314SYRASV,1993,Q99,7625.106928,original,7594.65078,original,30.456148,314SYRASV_1993,"NA, NA",max,22
314SYRASV,NA,Q99,NA,NA,NA,NA,9.989770419,314SYRASV_2001,NA,mean,22
314WE0542,2000,DS_Dur_WS,98,original,107,original,-9,314WE0542_2000,"NA, NA",min,23
314WE0542,1995,DS_Dur_WS,163,original,169,original,-6,314WE0542_1995,"NA, NA",median,23
314WE0542,1994,DS_Dur_WS,163,original,158,original,5,314WE0542_1994,"NA, NA",max,23
314WE0542,NA,DS_Dur_WS,NA,NA,NA,NA,-3.52173913,314WE0542_2000,NA,mean,23
314WE0542,2013,DS_Tim,307,original,311,original,-4,314WE0542_2013,"NA, NA",min,23
314WE0542,2001,DS_Tim,289,original,291,original,-2,314WE0542_2001,"NA, NA",median,23
314WE0542,2012,DS_Tim,319,original,314,original,5,314WE0542_2012,"NA, NA",max,23
314WE0542,NA,DS_Tim,NA,NA,NA,NA,-0.173913043,314WE0542_2013,NA,mean,23
314WE0542,1991,DS_Mag_50,0.32,original,0.32,original,0,314WE0542_1991,"NA, NA",min,23
314WE0542,2007,DS_Mag_50,0.32,original,0.32,original,0,314WE0542_2007,"NA, NA",median,23
314WE0542,1995,DS_Mag_50,0.452375,original,0.441625,original,0.01075,314WE0542_1995,"NA, NA",max,23
314WE0542,NA,DS_Mag_50,NA,NA,NA,NA,0.00351087,314WE0542_1991,NA,mean,23
314WE0542,1992,DS_Mag_90,0.41,original,0.4,original,0.01,314WE0542_1992,"NA, NA",min,23
314WE0542,2013,DS_Mag_90,0.41,original,0.4,original,0.01,314WE0542_2013,"NA, NA",median,23
314WE0542,1994,DS_Mag_90,1.7,original,1.5,original,0.2,314WE0542_1994,"NA, NA",max,23
314WE0542,NA,DS_Mag_90,NA,NA,NA,NA,0.080630797,314WE0542_1992,NA,mean,23
314WE0542,1998,SP_ROC,0.020944094,original,0.625,original,-0.604055906,314WE0542_1998,"NA, NA",min,23
314WE0542,1997,SP_ROC,0.595238095,original,0.625,original,-0.029761905,314WE0542_1997,"NA, NA",median,23
314WE0542,1995,SP_ROC,0.005716955,original,0.005768503,original,-5.15E-05,314WE0542_1995,"NA, NA",max,23
314WE0542,NA,SP_ROC,NA,NA,NA,NA,-0.072709519,314WE0542_1998,NA,mean,23
314WE0542,1995,SP_Dur,77,original,75,original,2,314WE0542_1995,"NA, NA",min,23
314WE0542,1991,SP_Dur,145,original,118,original,27,314WE0542_1991,"NA, NA",median,23
314WE0542,2012,SP_Dur,175,original,141,original,34,314WE0542_2012,"NA, NA",max,23
314WE0542,NA,SP_Dur,NA,NA,NA,NA,26.2173913,314WE0542_1995,NA,mean,23
314WE0542,1991,SP_Mag,5,original,5,original,0,314WE0542_1991,"NA, NA",min,23
314WE0542,2007,SP_Mag,5,original,5,original,0,314WE0542_2007,"NA, NA",median,23
314WE0542,1998,SP_Mag,5.611041667,original,5,original,0.611041667,314WE0542_1998,"NA, NA",max,23
314WE0542,NA,SP_Mag,NA,NA,NA,NA,0.075451084,314WE0542_1991,NA,mean,23
314WE0542,1991,SP_Tim,144,original,173,original,-29,314WE0542_1991,"NA, NA",min,23
314WE0542,2004,SP_Tim,144,original,173,original,-29,314WE0542_2004,"NA, NA",median,23
314WE0542,1995,SP_Tim,177,original,177,original,0,314WE0542_1995,"NA, NA",max,23
314WE0542,NA,SP_Tim,NA,NA,NA,NA,-26.39130435,314WE0542_1991,NA,mean,23
314WE0542,1991,Wet_BFL_Dur,93,original,118,original,-25,314WE0542_1991,"NA, NA",min,23
314WE0542,2004,Wet_BFL_Dur,93,original,118,original,-25,314WE0542_2004,"NA, NA",median,23
314WE0542,1995,Wet_BFL_Dur,91,original,94,original,-3,314WE0542_1995,"NA, NA",max,23
314WE0542,NA,Wet_BFL_Dur,NA,NA,NA,NA,-22.69565217,314WE0542_1991,NA,mean,23
314WE0542,1991,Wet_BFL_Mag_10,0.668,original,1.5,original,-0.832,314WE0542_1991,"NA, NA",min,23
314WE0542,2004,Wet_BFL_Mag_10,0.668,original,1.5,original,-0.832,314WE0542_2004,"NA, NA",median,23
314WE0542,1995,Wet_BFL_Mag_10,4.5,original,3,original,1.5,314WE0542_1995,"NA, NA",max,23
314WE0542,NA,Wet_BFL_Mag_10,NA,NA,NA,NA,-0.606799275,314WE0542_1991,NA,mean,23
314WE0542,1995,Wet_BFL_Mag_50,5,original,5,original,0,314WE0542_1995,"NA, NA",min,23
314WE0542,2000,Wet_BFL_Mag_50,4.5,original,3,original,1.5,314WE0542_2000,"NA, NA",median,23
314WE0542,2013,Wet_BFL_Mag_50,4.5,original,3,original,1.5,314WE0542_2013,"NA, NA",max,23
314WE0542,NA,Wet_BFL_Mag_50,NA,NA,NA,NA,1.434666667,314WE0542_1995,NA,mean,23
314WE0542,1991,Wet_Tim,51,original,55,original,-4,314WE0542_1991,"NA, NA",min,23
314WE0542,2002,Wet_Tim,51,original,55,original,-4,314WE0542_2002,"NA, NA",median,23
314WE0542,1995,Wet_Tim,86,original,83,original,3,314WE0542_1995,"NA, NA",max,23
314WE0542,NA,Wet_Tim,NA,NA,NA,NA,-3.695652174,314WE0542_1991,NA,mean,23
314WE0542,1995,FA_Dur,22,original,22,original,0,314WE0542_1995,"NA, NA",min,1
314WE0542,NA,FA_Dur,NA,NA,NA,NA,0,314WE0542_1995,NA,median,1
314WE0542,1995,FA_Dur,22,original,22,original,0,314WE0542_1995,"NA, NA",max,1
314WE0542,NA,FA_Dur,NA,NA,NA,NA,0,314WE0542_1995,NA,mean,1
314WE0542,1995,FA_Mag,1.837881793,original,1.603777968,original,0.234103825,314WE0542_1995,"NA, NA",min,1
314WE0542,NA,FA_Mag,NA,NA,NA,NA,0.234103825,314WE0542_1995,NA,median,1
314WE0542,1995,FA_Mag,1.837881793,original,1.603777968,original,0.234103825,314WE0542_1995,"NA, NA",max,1
314WE0542,NA,FA_Mag,NA,NA,NA,NA,0.234103825,314WE0542_1995,NA,mean,1
314WE0542,1995,FA_Tim,63,original,63,original,0,314WE0542_1995,"NA, NA",min,1
314WE0542,NA,FA_Tim,NA,NA,NA,NA,0,314WE0542_1995,NA,median,1
314WE0542,1995,FA_Tim,63,original,63,original,0,314WE0542_1995,"NA, NA",max,1
314WE0542,NA,FA_Tim,NA,NA,NA,NA,0,314WE0542_1995,NA,mean,1
