OID_,COMID,GNIS_NAME,cells,x,y,MeanProb,grid_code,Ras_Lat,Ras_Long,Shape_Length
1199,20333158,Sweetwater River,349988,516389.9246,3625969.804,0.732006799,20333158,32.77150342,-116.8249986,2829.429883
1200,20333158,Sweetwater River,349989,516589.9246,3625969.804,0.743215678,20333158,32.77150042,-116.8228631,2829.429883
1201,20333158,Sweetwater River,349990,516789.9246,3625969.804,0.83769623,20333158,32.77149738,-116.8207276,2829.429883
1202,20333158,Sweetwater River,349991,516989.9246,3625969.804,0.681511849,20333158,32.77149431,-116.8185922,2829.429883
1203,20333158,Sweetwater River,349992,517189.9246,3625969.804,0.490280972,20333158,32.7714912,-116.8164567,2829.429883
1204,20333158,Sweetwater River,349993,517389.9246,3625969.804,0.75230477,20333158,32.77148805,-116.8143212,2829.429883
1205,20333158,Sweetwater River,350669,515789.9246,3625769.804,0.937836216,20333158,32.76970807,-116.8314084,2829.429883
1206,20333158,Sweetwater River,350676,517189.9246,3625769.804,0.62339766,20333158,32.76968706,-116.8164604,2829.429883
1207,20333158,Sweetwater River,350677,517389.9246,3625769.804,0.798690131,20333158,32.76968392,-116.814325,2829.429883
1208,20333158,Sweetwater River,351353,515789.9246,3625569.804,0.805939406,20333158,32.76790393,-116.8314118,2829.429883
1209,20333158,Sweetwater River,352035,515389.9246,3625369.804,0.745685431,20333158,32.76610547,-116.8356858,2829.429883
1210,20333158,Sweetwater River,352036,515589.9246,3625369.804,0.775382462,20333158,32.76610265,-116.8335505,2829.429883
1211,20333158,Sweetwater River,352037,515789.9246,3625369.804,0.882531747,20333158,32.7660998,-116.8314152,2829.429883
1212,20329672,Santa Ysabel Creek,215306,529589.9246,3665369.804,0.480441956,20329672,33.12662765,-116.6827918,482.8664697
1213,20329672,Santa Ysabel Creek,215990,529589.9246,3665169.804,0.225337466,20329672,33.12482364,-116.6827983,482.8664697
1214,20329672,Santa Ysabel Creek,216674,529589.9246,3664969.804,0.193390661,20329672,33.12301963,-116.6828048,482.8664697
1215,20331890,Rattlesnake Creek,271920,497989.9246,3648769.804,0.167133287,20331890,32.97729255,-117.021512,1809.443882
1216,20331890,Rattlesnake Creek,271921,498189.9246,3648769.804,0.251434857,20331890,32.9772929,-117.0193716,1809.443882
1217,20331890,Rattlesnake Creek,271927,499389.9246,3648769.804,0.268163184,20331890,32.97729423,-117.0065291,1809.443882
1218,20331890,Rattlesnake Creek,272605,498189.9246,3648569.804,0.231576842,20331890,32.97548882,-117.0193712,1809.443882
1219,20331890,Rattlesnake Creek,272606,498389.9246,3648569.804,0.168133187,20331890,32.97548913,-117.0172308,1809.443882
1220,20331890,Rattlesnake Creek,272607,498589.9246,3648569.804,0.166643336,20331890,32.97548941,-117.0150904,1809.443882
1221,20331890,Rattlesnake Creek,272608,498789.9246,3648569.804,0.325437456,20331890,32.97548965,-117.0129501,1809.443882
1222,20331890,Rattlesnake Creek,272609,498989.9246,3648569.804,0.348785121,20331890,32.97548985,-117.0108097,1809.443882
1223,20331890,Rattlesnake Creek,272610,499189.9246,3648569.804,0.278182182,20331890,32.97549002,-117.0086693,1809.443882
1224,20331890,Rattlesnake Creek,272611,499389.9246,3648569.804,0.27860214,20331890,32.97549015,-117.0065289,1809.443882
1225,948070245, ,303319,484989.9246,3639569.804,0.507849215,948070245,32.89420308,-117.1604888,832.9193572
1226,948070245, ,304000,484389.9246,3639369.804,0.29150085,948070245,32.89239058,-117.1669007,832.9193572
1227,948070245, ,304001,484589.9246,3639369.804,0.298080192,948070245,32.89239342,-117.1647623,832.9193572
1228,20334446,Viejas Creek,332238,523189.9246,3631169.804,0.131726827,20334446,32.81828804,-116.7522628,1498.961368
1229,20334446,Viejas Creek,332922,523189.9246,3630969.804,0.17880212,20334446,32.81648392,-116.7522679,1498.961368
1230,20334446,Viejas Creek,333606,523189.9246,3630769.804,0.12939706,20334446,32.81467981,-116.7522729,1498.961368
1231,20334446,Viejas Creek,333607,523389.9246,3630769.804,0.170652935,20334446,32.81467557,-116.7501364,1498.961368
1232,20334446,Viejas Creek,333608,523589.9246,3630769.804,0.24139586,20334446,32.81467129,-116.7479999,1498.961368
1233,20334446,Viejas Creek,334292,523589.9246,3630569.804,0.167043296,20334446,32.81286717,-116.748005,1498.961368
1234,20334446,Viejas Creek,334293,523789.9246,3630569.804,0.182251775,20334446,32.81286286,-116.7458685,1498.961368
1235,20341583,Pilgrim Creek,140471,473789.9246,3687169.804,0.390270973,20341583,33.32334938,-117.2816055,1237.531486
1236,20341583,Pilgrim Creek,140472,473989.9246,3687169.804,0.316428357,20341583,33.32335424,-117.2794567,1237.531486
1237,20341583,Pilgrim Creek,141151,472989.9246,3686969.804,0.10779922,20341583,33.32152564,-117.2901947,1237.531486
1238,20341583,Pilgrim Creek,141152,473189.9246,3686969.804,0.096010399,20341583,33.32153064,-117.288046,1237.531486
1239,20341583,Pilgrim Creek,141154,473589.9246,3686969.804,0.267083292,20341583,33.32154053,-117.2837484,1237.531486
1240,20341583,Pilgrim Creek,141155,473789.9246,3686969.804,0.353344666,20341583,33.32154542,-117.2815997,1237.531486
1241,20341583,Pilgrim Creek,141836,473189.9246,3686769.804,0.095090491,20341583,33.31972668,-117.28804,1237.531486
1242,20341583,Pilgrim Creek,141837,473389.9246,3686769.804,0.204159584,20341583,33.31973165,-117.2858913,1237.531486
1243,20341583,Pilgrim Creek,141838,473589.9246,3686769.804,0.290260974,20341583,33.31973657,-117.2837426,1237.531486
1244,20348549, ,,,,,,,,126.5472206
1245,22549109,Santa Margarita River,111749,474989.9246,3695569.804,0.971682832,22549109,33.39914388,-117.2689455,1350.216386
1246,22549109,Santa Margarita River,112433,474989.9246,3695369.804,0.963253675,22549109,33.39733994,-117.26894,1350.216386
1247,22549109,Santa Margarita River,113115,474589.9246,3695169.804,0.935526447,22549109,33.3955266,-117.2732356,1350.216386
1248,22549109,Santa Margarita River,113117,474989.9246,3695169.804,0.80839916,22549109,33.395536,-117.2689344,1350.216386
1249,22549109,Santa Margarita River,113798,474389.9246,3694969.804,0.974732527,22549109,33.39371791,-117.2753805,1350.216386
1250,22549109,Santa Margarita River,113799,474589.9246,3694969.804,0.958874113,22549109,33.39372266,-117.27323,1350.216386
1251,22549109,Santa Margarita River,113800,474789.9246,3694969.804,0.893290671,22549109,33.39372738,-117.2710794,1350.216386
1252,22549109,Santa Margarita River,113801,474989.9246,3694969.804,0.639026097,22549109,33.39373205,-117.2689289,1350.216386
1253,22549109,Santa Margarita River,114482,474389.9246,3694769.804,0.966463354,22549109,33.39191397,-117.2753748,1350.216386
1254,20325667,Cottonwood Creek,,,,,,,,263.3197735
1255,948070179,San Diego River,310958,507989.9246,3637369.804,0.502759724,948070179,32.87443171,-116.9145901,3948.239671
1256,948070179,San Diego River,310973,510989.9246,3637369.804,0.680151985,948070179,32.8744057,-116.882521,3948.239671
1257,948070179,San Diego River,311640,507589.9246,3637169.804,0.607859214,948070179,32.87263044,-116.9188676,3948.239671
1258,948070179,San Diego River,311642,507989.9246,3637169.804,0.582011799,948070179,32.8726276,-116.9145918,3948.239671
1259,948070179,San Diego River,311643,508189.9246,3637169.804,0.688061194,948070179,32.87262612,-116.9124539,3948.239671
1260,948070179,San Diego River,311644,508389.9246,3637169.804,0.752294771,948070179,32.8726246,-116.910316,3948.239671
1261,948070179,San Diego River,311645,508589.9246,3637169.804,0.71519848,948070179,32.87262305,-116.9081781,3948.239671
1262,948070179,San Diego River,311646,508789.9246,3637169.804,0.680281972,948070179,32.87262147,-116.9060402,3948.239671
1263,948070179,San Diego River,311647,508989.9246,3637169.804,0.694310569,948070179,32.87261984,-116.9039023,3948.239671
1264,948070179,San Diego River,311648,509189.9246,3637169.804,0.767813219,948070179,32.87261818,-116.9017644,3948.239671
1265,948070179,San Diego River,311649,509389.9246,3637169.804,0.743865613,948070179,32.87261648,-116.8996265,3948.239671
1266,948070179,San Diego River,311650,509589.9246,3637169.804,0.745675432,948070179,32.87261475,-116.8974886,3948.239671
1267,948070179,San Diego River,311655,510589.9246,3637169.804,0.693180682,948070179,32.87260553,-116.8867992,3948.239671
1268,948070179,San Diego River,311656,510789.9246,3637169.804,0.685371463,948070179,32.87260358,-116.8846613,3948.239671
1269,948070179,San Diego River,311657,510989.9246,3637169.804,0.648345165,948070179,32.87260159,-116.8825234,3948.239671
1270,948070179,San Diego River,312324,507589.9246,3636969.804,0.668853115,948070179,32.87082633,-116.9188692,3948.239671
1271,948070179,San Diego River,312334,509589.9246,3636969.804,0.59750025,948070179,32.87081064,-116.8974907,3948.239671
1272,948070179,San Diego River,312335,509789.9246,3636969.804,0.676262374,948070179,32.87080887,-116.8953528,3948.239671
1273,948070179,San Diego River,312336,509989.9246,3636969.804,0.702569743,948070179,32.87080706,-116.893215,3948.239671
1274,948070179,San Diego River,312337,510189.9246,3636969.804,0.715448455,948070179,32.87080522,-116.8910772,3948.239671
1275,948070179,San Diego River,312338,510389.9246,3636969.804,0.70279972,948070179,32.87080334,-116.8889393,3948.239671
1276,948070179,San Diego River,312339,510589.9246,3636969.804,0.719908009,948070179,32.87080142,-116.8868014,3948.239671
1277,20331174,Carmel Valley,281416,481989.9246,3645969.804,0.194720528,20331174,32.95188861,-117.19269,1825.285577
1278,20331174,Carmel Valley,281417,482189.9246,3645969.804,0.255834417,20331174,32.95189189,-117.1905502,1825.285577
1279,20331174,Carmel Valley,281418,482389.9246,3645969.804,0.18960104,20331174,32.95189513,-117.1884104,1825.285577
1280,20343069,West Fork San Luis Rey River,136580,516389.9246,3688369.804,0.466173383,20343069,33.33436757,-116.8238815,433.9317512
1281,20343069,West Fork San Luis Rey River,136581,516589.9246,3688369.804,0.495210479,20343069,33.33436451,-116.8217325,433.9317512
1282,20343069,West Fork San Luis Rey River,136582,516789.9246,3688369.804,0.449865013,20343069,33.33436141,-116.8195834,433.9317512
1283,20326439, ,310484,549989.9246,3637569.804,0.214858514,20326439,32.8751235,-116.4656214,150.7306696
1284,20329546, ,,,,,,,,38.69135962
1285,20328618,San Dieguito River,,,,,,,,86.50338773
1286,20344369, ,150305,525389.9246,3684369.804,0.327677232,20344369,33.29811353,-116.7272849,3484.510371
1287,20344369, ,150989,525389.9246,3684169.804,0.317868213,20344369,33.29630957,-116.7272905,3484.510371
1288,20344369, ,151673,525389.9246,3683969.804,0.323117688,20344369,33.2945056,-116.7272962,3484.510371
1289,20344369, ,151674,525589.9246,3683969.804,0.318008199,20344369,33.29450086,-116.7251481,3484.510371
1290,20344369, ,152358,525589.9246,3683769.804,0.304059594,20344369,33.29269689,-116.7251537,3484.510371
1291,20344369, ,153042,525589.9246,3683569.804,0.287111289,20344369,33.29089292,-116.7251594,3484.510371
1292,20344369, ,153043,525789.9246,3683569.804,0.285181482,20344369,33.29088816,-116.7230113,3484.510371
1293,20344369, ,153727,525789.9246,3683369.804,0.284851515,20344369,33.28908419,-116.723017,3484.510371
1294,20344369, ,154410,525589.9246,3683169.804,0.274552545,20344369,33.28728498,-116.7251707,3484.510371
1295,20344369, ,154411,525789.9246,3683169.804,0.260423958,20344369,33.28728021,-116.7230227,3484.510371
1296,20344369, ,155094,525589.9246,3682969.804,0.272222778,20344369,33.28548101,-116.7251763,3484.510371
1297,20344369, ,155777,525389.9246,3682769.804,0.287641236,20344369,33.28368177,-116.7273298,3484.510371
1298,20344369, ,155778,525589.9246,3682769.804,0.315458454,20344369,33.28367704,-116.725182,3484.510371
1299,20344369, ,156460,525189.9246,3682569.804,0.299610039,20344369,33.28188249,-116.7294832,3484.510371
1300,20344369, ,156461,525389.9246,3682569.804,0.361323868,20344369,33.2818778,-116.7273354,3484.510371
1301,20344369, ,157143,524989.9246,3682369.804,0.30769923,20344369,33.28008317,-116.7316365,3484.510371
1302,20344369, ,157144,525189.9246,3682369.804,0.332986701,20344369,33.28007851,-116.7294888,3484.510371
1303,20333774, ,418999,501789.9246,3605769.804,0.52219778,20333774,32.58940323,-116.980927,547.6020846
1304,20333774, ,419000,501989.9246,3605769.804,0.532726727,20333774,32.58940289,-116.9787959,547.6020846
1305,20333774, ,419001,502189.9246,3605769.804,0.505079492,20333774,32.58940251,-116.9766647,547.6020846
1306,22545361,Santa Gertrudis Creek,55074,494389.9246,3712169.804,0.201219878,22545361,33.54914742,-117.060432,2239.088241
1307,22545361,Santa Gertrudis Creek,55075,494589.9246,3712169.804,0.192430757,22545361,33.54914845,-117.0582776,2239.088241
1308,22545361,Santa Gertrudis Creek,55076,494789.9246,3712169.804,0.197970203,22545361,33.54914945,-117.0561232,2239.088241
1309,22545361,Santa Gertrudis Creek,55077,494989.9246,3712169.804,0.254554545,22545361,33.54915041,-117.0539688,2239.088241
1310,22545361,Santa Gertrudis Creek,55078,495189.9246,3712169.804,0.26950305,22545361,33.54915133,-117.0518144,2239.088241
1311,22545361,Santa Gertrudis Creek,55760,494789.9246,3711969.804,0.257264274,22545361,33.54734553,-117.056122,2239.088241
1312,22545361,Santa Gertrudis Creek,55761,494989.9246,3711969.804,0.260273973,22545361,33.54734649,-117.0539677,2239.088241
1313,22545361,Santa Gertrudis Creek,55762,495189.9246,3711969.804,0.255074493,22545361,33.54734741,-117.0518133,2239.088241
1314,22545361,Santa Gertrudis Creek,55763,495389.9246,3711969.804,0.235926407,22545361,33.54734829,-117.0496589,2239.088241
1315,22545361,Santa Gertrudis Creek,55764,495589.9246,3711969.804,0.249705029,22545361,33.54734914,-117.0475046,2239.088241
1316,22545361,Santa Gertrudis Creek,55765,495789.9246,3711969.804,0.231936806,22545361,33.54734995,-117.0453502,2239.088241
1317,22545361,Santa Gertrudis Creek,56447,495389.9246,3711769.804,0.29450055,22545361,33.54554438,-117.0496579,2239.088241
1318,22545361,Santa Gertrudis Creek,56448,495589.9246,3711769.804,0.244855514,22545361,33.54554522,-117.0475036,2239.088241
1319,20332910, ,317873,522989.9246,3635369.804,0.167153285,20332910,32.85617847,-116.7542951,271.4182448
1320,20329734,Santa Ysabel Creek,220744,522789.9246,3663769.804,0.89210079,20329734,33.11235971,-116.7557281,429.6740649
1321,20329734,Santa Ysabel Creek,220745,522989.9246,3663769.804,0.760743926,20329734,33.11235549,-116.7535844,429.6740649
1322,20329734,Santa Ysabel Creek,221428,522789.9246,3663569.804,0.803919608,20329734,33.11055569,-116.7557331,429.6740649
1323,20332552, ,277515,522589.9246,3647169.804,0.263723628,20332552,32.96262786,-116.758281,666.7576204
1324,20332552, ,278199,522589.9246,3646969.804,0.236786321,20332552,32.96082379,-116.7582859,666.7576204
1325,20332552, ,278200,522789.9246,3646969.804,0.788221178,20332552,32.96081963,-116.7561459,666.7576204
1326,20343477, ,180486,542389.9246,3675569.804,0.369113089,20343477,33.21820519,-116.5451022,865.551485
1327,20343477, ,180487,542589.9246,3675569.804,0.388571143,20343477,33.21819732,-116.542956,865.551485
1328,20343477, ,181169,542189.9246,3675369.804,0.416668333,20343477,33.21640906,-116.5472577,865.551485
1329,20343477, ,181170,542389.9246,3675369.804,0.408929107,20343477,33.21640123,-116.5451116,865.551485
1330,20343477, ,181852,541989.9246,3675169.804,0.476192381,20343477,33.21461289,-116.5494131,865.551485
1331,20343477, ,181853,542189.9246,3675169.804,0.485611439,20343477,33.2146051,-116.547267,865.551485
1332,20329920,Hatfield Creek,245337,516589.9246,3656569.804,0.555164484,20329920,33.04752667,-116.8223126,1139.872794
1333,20329920,Hatfield Creek,245338,516789.9246,3656569.804,0.543975602,20329920,33.0475236,-116.8201705,1139.872794
1334,20329920,Hatfield Creek,246019,516189.9246,3656369.804,0.437356264,20329920,33.04572864,-116.8266003,1139.872794
1335,20329920,Hatfield Creek,246020,516389.9246,3656369.804,0.491140886,20329920,33.04572565,-116.8244583,1139.872794
1336,20329920,Hatfield Creek,246021,516589.9246,3656369.804,0.52629737,20329920,33.04572262,-116.8223162,1139.872794
1337,20329920,Hatfield Creek,246702,515989.9246,3656169.804,0.294120588,20329920,33.04392755,-116.8287459,1139.872794
1338,20329920,Hatfield Creek,246703,516189.9246,3656169.804,0.330906909,20329920,33.04392459,-116.8266038,1139.872794
1339,948070244, ,300596,487589.9246,3640369.804,0.462723728,948070244,32.90145207,-117.1327003,3141.702282
1340,948070244, ,300597,487789.9246,3640369.804,0.470882912,948070244,32.90145432,-117.1305617,3141.702282
1341,948070244, ,300598,487989.9246,3640369.804,0.488061194,948070244,32.90145653,-117.1284231,3141.702282
1342,948070244, ,300599,488189.9246,3640369.804,0.485021498,948070244,32.90145871,-117.1262845,3141.702282
1343,948070244, ,301276,486789.9246,3640169.804,0.498950105,948070244,32.8996386,-117.1412518,3141.702282
1344,948070244, ,301277,486989.9246,3640169.804,0.487961204,948070244,32.899641,-117.1391132,3141.702282
1345,948070244, ,301278,487189.9246,3640169.804,0.54339566,948070244,32.89964336,-117.1369747,3141.702282
1346,948070244, ,301280,487589.9246,3640169.804,0.493650635,948070244,32.89964797,-117.1326976,3141.702282
1347,948070244, ,301281,487789.9246,3640169.804,0.501019898,948070244,32.89965022,-117.1305591,3141.702282
1348,948070244, ,301954,485589.9246,3639969.804,0.579032097,948070244,32.89781935,-117.1540799,3141.702282
1349,948070244, ,301955,485789.9246,3639969.804,0.55790421,948070244,32.89782196,-117.1519414,3141.702282
1350,948070244, ,301956,485989.9246,3639969.804,0.54779522,948070244,32.89782454,-117.1498029,3141.702282
1351,948070244, ,301957,486189.9246,3639969.804,0.529037096,948070244,32.89782709,-117.1476644,3141.702282
1352,948070244, ,301958,486389.9246,3639969.804,0.506219378,948070244,32.89782959,-117.1455259,3141.702282
1353,948070244, ,301959,486589.9246,3639969.804,0.505739426,948070244,32.89783206,-117.1433874,3141.702282
1354,948070244, ,301960,486789.9246,3639969.804,0.505069493,948070244,32.8978345,-117.1412489,3141.702282
1355,948070244, ,301961,486989.9246,3639969.804,0.489771023,948070244,32.8978369,-117.1391104,3141.702282
1356,948070244, ,301962,487189.9246,3639969.804,0.472022798,948070244,32.89783926,-117.1369719,3141.702282
1357,948070244, ,302637,485389.9246,3639769.804,0.533906609,948070244,32.89601259,-117.1562152,3141.702282
1358,948070244, ,302638,485589.9246,3639769.804,0.561333867,948070244,32.89601525,-117.1540768,3141.702282
1359,948070244, ,302639,485789.9246,3639769.804,0.501629837,948070244,32.89601786,-117.1519383,3141.702282
1360,20341721, ,162381,478189.9246,3680769.804,0.435706429,20341721,33.26572035,-117.2341772,2352.560288
1361,20341721, ,162382,478389.9246,3680769.804,0.109139086,20341721,33.26572437,-117.2320298,2352.560288
1362,20341721, ,162383,478589.9246,3680769.804,0.167053295,20341721,33.26572836,-117.2298824,2352.560288
1363,20341721, ,162384,478789.9246,3680769.804,0.137486251,20341721,33.26573231,-117.227735,2352.560288
1364,20341721, ,163068,478789.9246,3680569.804,0.19410059,20341721,33.26392833,-117.2277303,2352.560288
1365,20341721, ,163069,478989.9246,3680569.804,0.101549845,20341721,33.26393224,-117.225583,2352.560288
1366,20341721, ,163070,479189.9246,3680569.804,0.069683032,20341721,33.26393612,-117.2234356,2352.560288
1367,20341721, ,163754,479189.9246,3680369.804,0.062843716,20341721,33.26213213,-117.223431,2352.560288
1368,20341721, ,163755,479389.9246,3680369.804,0.080671933,20341721,33.26213597,-117.2212837,2352.560288
1369,20341721, ,163756,479589.9246,3680369.804,0.082971703,20341721,33.26213978,-117.2191363,2352.560288
1370,20341721, ,163757,479789.9246,3680369.804,0.171622838,20341721,33.26214354,-117.216989,2352.560288
1371,20341721, ,164441,479789.9246,3680169.804,0.148945105,20341721,33.26033955,-117.2169846,2352.560288
1372,20341721, ,164442,479989.9246,3680169.804,0.161663834,20341721,33.26034328,-117.2148373,2352.560288
1373,20341721, ,165126,479989.9246,3679969.804,0.089971003,20341721,33.25853929,-117.2148329,2352.560288
1374,20341721, ,165127,480189.9246,3679969.804,0.092080792,20341721,33.25854299,-117.2126856,2352.560288
1375,948070435,San Juan Creek,72583,439389.9246,3706969.804,0.494810519,948070435,33.50054193,-117.652524,422.1824306
1376,948070435,San Juan Creek,73266,439189.9246,3706769.804,0.527927207,948070435,33.49872676,-117.6546635,422.1824306
1377,948070435,San Juan Creek,73267,439389.9246,3706769.804,0.434586541,948070435,33.49873811,-117.6525105,422.1824306
1378,20348507, ,,,,,,,,33.02106286
1379,20331452, ,328660,491589.9246,3632169.804,0.239276072,20331452,32.82752153,-117.0898539,3777.904885
1380,20331452, ,328661,491789.9246,3632169.804,0.241665833,20331452,32.82752305,-117.0877171,3777.904885
1381,20331452, ,328662,491989.9246,3632169.804,0.253484652,20331452,32.82752452,-117.0855803,3777.904885
1382,20331452, ,329343,491389.9246,3631969.804,0.256254375,20331452,32.82571585,-117.0919889,3777.904885
1383,20331452, ,329344,491589.9246,3631969.804,0.24979502,20331452,32.82571741,-117.0898521,3777.904885
1384,20331452, ,329346,491989.9246,3631969.804,0.258064194,20331452,32.8257204,-117.0855786,3777.904885
1385,20331452, ,329347,492189.9246,3631969.804,0.261443856,20331452,32.82572184,-117.0834418,3777.904885
1386,20331452, ,330026,491189.9246,3631769.804,0.262233777,20331452,32.82391014,-117.0941238,3777.904885
1387,20331452, ,330027,491389.9246,3631769.804,0.275242476,20331452,32.82391173,-117.091987,3777.904885
1388,20331452, ,330031,492189.9246,3631769.804,0.274882512,20331452,32.82391772,-117.0834401,3777.904885
1389,20331452, ,330032,492389.9246,3631769.804,0.266873313,20331452,32.82391912,-117.0813034,3777.904885
1390,20331452, ,330033,492589.9246,3631769.804,0.254284572,20331452,32.82392049,-117.0791667,3777.904885
1391,20331452, ,330034,492789.9246,3631769.804,0.221307869,20331452,32.82392183,-117.0770299,3777.904885
1392,20331452, ,330035,492989.9246,3631769.804,0.223787621,20331452,32.82392312,-117.0748932,3777.904885
1393,20331452, ,330710,491189.9246,3631569.804,0.277832217,20331452,32.82210602,-117.0941219,3777.904885
1394,20331452, ,330711,491389.9246,3631569.804,0.282171783,20331452,32.82210761,-117.0919852,3777.904885
1395,20331452, ,331394,491189.9246,3631369.804,0.265563444,20331452,32.82030189,-117.09412,3777.904885
1396,20331452, ,332077,490989.9246,3631169.804,0.28110189,20331452,32.81849614,-117.0962547,3777.904885
1397,20331452, ,332078,491189.9246,3631169.804,0.25910409,20331452,32.81849777,-117.0941181,3777.904885
1398,20331452, ,332761,490989.9246,3630969.804,0.266693331,20331452,32.81669202,-117.0962527,3777.904885
1399,20331452, ,333444,490789.9246,3630769.804,0.260043996,20331452,32.81488623,-117.0983873,3777.904885
1400,20331452, ,333445,490989.9246,3630769.804,0.258264174,20331452,32.81488789,-117.0962508,3777.904885
1401,20331452, ,334128,490789.9246,3630569.804,0.27590241,20331452,32.8130821,-117.0983853,3777.904885
1402,20331452, ,334129,490989.9246,3630569.804,0.264763524,20331452,32.81308376,-117.0962488,3777.904885
1403,20331452, ,334812,490789.9246,3630369.804,0.279182082,20331452,32.81127798,-117.0983833,3777.904885
1404,20331452, ,335496,490789.9246,3630169.804,0.274122588,20331452,32.80947385,-117.0983813,3777.904885
1405,948070201, ,390896,489989.9246,3613969.804,0.247725227,948070201,32.6633308,-117.1067525,2334.5691
1406,948070201, ,391580,489989.9246,3613769.804,0.244865513,948070201,32.66152663,-117.1067503,2334.5691
1407,948070201, ,392263,489789.9246,3613569.804,0.22859714,948070201,32.65972063,-117.108881,2334.5691
1408,948070201, ,392264,489989.9246,3613569.804,0.251284872,948070201,32.65972246,-117.1067482,2334.5691
1409,948070201, ,392947,489789.9246,3613369.804,0.272462754,948070201,32.65791646,-117.1088788,2334.5691
1410,20350707, ,,,,,,,,131.2441
1411,20350837, ,94487,442589.9246,3700569.804,0.100759924,20350837,33.4429959,-117.6176652,240.6046764
1412,20350837, ,95170,442389.9246,3700369.804,0.057194281,20350837,33.44118132,-117.619804,240.6046764
1413,20350837, ,95171,442589.9246,3700369.804,0.044405559,20350837,33.44119205,-117.6176524,240.6046764
1414,20350837, ,95854,442389.9246,3700169.804,0.036586341,20350837,33.43937748,-117.6197912,240.6046764
1415,20350837, ,96536,441989.9246,3699969.804,0.064123588,20350837,33.43755205,-117.6240814,240.6046764
1416,20350837, ,96537,442189.9246,3699969.804,0.046975302,20350837,33.43756286,-117.6219299,240.6046764
1417,20350837, ,96538,442389.9246,3699969.804,0.048345165,20350837,33.43757363,-117.6197783,240.6046764
1418,20350837, ,97219,441789.9246,3699769.804,0.062193781,20350837,33.43573737,-117.6262199,240.6046764
1419,20350837, ,97220,441989.9246,3699769.804,0.036816318,20350837,33.43574821,-117.6240685,240.6046764
1420,20350837, ,97900,441189.9246,3699569.804,0.100469953,20350837,33.43390077,-117.6326613,240.6046764
1421,20350837, ,97901,441389.9246,3699569.804,0.060083992,20350837,33.43391173,-117.6305098,240.6046764
1422,20350837, ,97902,441589.9246,3699569.804,0.051934807,20350837,33.43392265,-117.6283584,240.6046764
1423,20350837, ,97903,441789.9246,3699569.804,0.062723728,20350837,33.43393353,-117.626207,240.6046764
1424,20350837, ,98584,441189.9246,3699369.804,0.12589741,20350837,33.43209693,-117.6326482,240.6046764
1425,948070490, ,27697,490989.9246,3720169.804,0.22729727,948070490,33.62128024,-117.0971378,2708.141893
1426,948070490, ,28380,490789.9246,3719969.804,0.185161484,948070490,33.61947464,-117.0992919,2708.141893
1427,948070490, ,28381,490989.9246,3719969.804,0.222927707,948070490,33.61947635,-117.0971357,2708.141893
1428,948070490, ,28382,491189.9246,3719969.804,0.21909809,948070490,33.61947803,-117.0949796,2708.141893
1429,948070490, ,28383,491389.9246,3719969.804,0.219738026,948070490,33.61947966,-117.0928234,2708.141893
1430,948070490, ,28384,491589.9246,3719969.804,0.185431457,948070490,33.61948126,-117.0906673,2708.141893
1431,948070490, ,29063,490589.9246,3719769.804,0.186131387,948070490,33.617669,-117.1014459,2708.141893
1432,948070490, ,29064,490789.9246,3719769.804,0.194860514,948070490,33.61767075,-117.0992898,2708.141893
1433,948070490, ,29746,490389.9246,3719569.804,0.228747125,948070490,33.61586332,-117.1035999,2708.141893
1434,948070490, ,29747,490589.9246,3719569.804,0.196830317,948070490,33.6158651,-117.1014438,2708.141893
1435,948070490, ,30429,490189.9246,3719369.804,0.232676732,948070490,33.6140576,-117.1057537,2708.141893
1436,948070490, ,30430,490389.9246,3719369.804,0.187921208,948070490,33.61405942,-117.1035977,2708.141893
1437,948070490, ,31113,490189.9246,3719169.804,0.233166683,948070490,33.6122537,-117.1057515,2708.141893
1438,948070490, ,31114,490389.9246,3719169.804,0.217568243,948070490,33.61225553,-117.1035956,2708.141893
1439,948070490, ,31797,490189.9246,3718969.804,0.234276572,948070490,33.61044981,-117.1057493,2708.141893
1440,948070490, ,32480,489989.9246,3718769.804,0.221287871,948070490,33.60864405,-117.107903,2708.141893
1441,948070490, ,32481,490189.9246,3718769.804,0.199690031,948070490,33.60864591,-117.1057471,2708.141893
1442,948070490, ,33165,490189.9246,3718569.804,0.219108089,948070490,33.60684202,-117.1057449,2708.141893
1443,20341947,Escondido Creek,218531,490589.9246,3664369.804,0.181251875,20341947,33.1179704,-117.1008676,2499.088533
1444,20341947,Escondido Creek,218532,490789.9246,3664369.804,0.172532747,20341947,33.11797212,-117.0987238,2499.088533
1445,20341947,Escondido Creek,218533,490989.9246,3664369.804,0.212778722,20341947,33.1179738,-117.09658,2499.088533
1446,20341947,Escondido Creek,219214,490389.9246,3664169.804,0.185721428,20341947,33.11616461,-117.1030093,2499.088533
1447,20341947,Escondido Creek,219215,490589.9246,3664169.804,0.166583342,20341947,33.11616636,-117.1008656,2499.088533
1448,20341947,Escondido Creek,219897,490189.9246,3663969.804,0.194080592,20341947,33.11435878,-117.105151,2499.088533
1449,20341947,Escondido Creek,219898,490389.9246,3663969.804,0.180321968,20341947,33.11436057,-117.1030072,2499.088533
