OID_,COMID,GNIS_NAME,cells,x,y,MeanProb,grid_code,Ras_Lat,Ras_Long,Shape_Length
12209,20342595,Escondido Creek,249933,478189.9246,3655169.804,0.251354865,20342595,33.03480616,-117.2335645,4350.529543
12210,20342595,Escondido Creek,250615,477789.9246,3654969.804,0.282731727,20342595,33.03299402,-117.2378432,4350.529543
12211,20342595,Escondido Creek,250616,477989.9246,3654969.804,0.271522848,20342595,33.03299809,-117.2357015,4350.529543
12212,20342595,Escondido Creek,251299,477789.9246,3654769.804,0.27980202,20342595,33.03118997,-117.2378384,4350.529543
12213,20342595,Escondido Creek,251983,477789.9246,3654569.804,0.346275372,20342595,33.02938592,-117.2378335,4350.529543
12214,20342595,Escondido Creek,252665,477389.9246,3654369.804,0.353484652,20342595,33.02757363,-117.2421119,4350.529543
12215,20342595,Escondido Creek,252666,477589.9246,3654369.804,0.289851015,20342595,33.02757777,-117.2399703,4350.529543
12216,20342595,Escondido Creek,252667,477789.9246,3654369.804,0.316828317,20342595,33.02758187,-117.2378287,4350.529543
12217,20342595,Escondido Creek,253349,477389.9246,3654169.804,0.25940406,20342595,33.02576958,-117.242107,4350.529543
12218,20342595,Escondido Creek,254033,477389.9246,3653969.804,0.310778922,20342595,33.02396553,-117.242102,4350.529543
12219,20342595,Escondido Creek,254717,477389.9246,3653769.804,0.360113989,20342595,33.02216148,-117.2420971,4350.529543
12220,20342595,Escondido Creek,255399,476989.9246,3653569.804,0.360763924,20342595,33.02034904,-117.246375,4350.529543
12221,20342595,Escondido Creek,255400,477189.9246,3653569.804,0.362253775,20342595,33.02035325,-117.2442336,4350.529543
12222,20342595,Escondido Creek,255401,477389.9246,3653569.804,0.314318568,20342595,33.02035742,-117.2420922,4350.529543
12223,20342595,Escondido Creek,256083,476989.9246,3653369.804,0.322567743,20342595,33.01854499,-117.24637,4350.529543
12224,22549161,Santa Margarita River,158894,464789.9246,3681769.804,0.976422358,22549161,33.27438592,-117.3780912,1169.288014
12225,22549161,Santa Margarita River,159578,464789.9246,3681569.804,0.943385661,22549161,33.27258197,-117.3780834,1169.288014
12226,22549161,Santa Margarita River,160262,464789.9246,3681369.804,0.973512649,22549161,33.27077801,-117.3780756,1169.288014
12227,22549161,Santa Margarita River,160946,464789.9246,3681169.804,0.981451855,22549161,33.26897405,-117.3780679,1169.288014
12228,20343225, ,150241,512589.9246,3684369.804,0.243085691,20343225,33.29833918,-116.8647702,1842.444173
12229,20343225, ,150924,512389.9246,3684169.804,0.267723228,20343225,33.29653752,-116.8669211,1842.444173
12230,20343225, ,150925,512589.9246,3684169.804,0.247975202,20343225,33.2965352,-116.864773,1842.444173
12231,20343225, ,151607,512189.9246,3683969.804,0.287681232,20343225,33.29473581,-116.869072,1842.444173
12232,20343225, ,151608,512389.9246,3683969.804,0.265043496,20343225,33.29473353,-116.8669239,1842.444173
12233,20343225, ,152290,511989.9246,3683769.804,0.225737426,20343225,33.29293407,-116.8712228,1842.444173
12234,20343225, ,152291,512189.9246,3683769.804,0.221277872,20343225,33.29293183,-116.8690747,1842.444173
12235,20343225, ,152974,511989.9246,3683569.804,0.269183082,20343225,33.29113009,-116.8712254,1842.444173
12236,20343225, ,153657,511789.9246,3683369.804,0.213338666,20343225,33.28932831,-116.8733761,1842.444173
12237,20343225, ,153658,511989.9246,3683369.804,0.314758524,20343225,33.2893261,-116.8712281,1842.444173
12238,20343225, ,154340,511589.9246,3683169.804,0.1780022,20343225,33.28752649,-116.8755266,1842.444173
12239,20343225, ,154341,511789.9246,3683169.804,0.221727827,20343225,33.28752432,-116.8733787,1842.444173
12240,20333638,Salt Creek,404652,505189.9246,3609969.804,0.203789621,20333638,32.62728046,-116.9446742,779.6509809
12241,20333638,Salt Creek,405336,505189.9246,3609769.804,0.19220078,20333638,32.62547627,-116.9446753,779.6509809
12242,20333638,Salt Creek,406020,505189.9246,3609569.804,0.199620038,20333638,32.62367209,-116.9446765,779.6509809
12243,20333638,Salt Creek,406704,505189.9246,3609369.804,0.2169983,20333638,32.62186791,-116.9446776,779.6509809
12244,20343287, ,160621,536589.9246,3681369.804,0.388841116,20343287,33.27073207,-116.6071082,1278.990881
12245,20343287, ,161299,535389.9246,3681169.804,0.352394761,20343287,33.26896816,-116.620001,1278.990881
12246,20343287, ,161300,535589.9246,3681169.804,0.358334167,20343287,33.26896158,-116.6178536,1278.990881
12247,20343287, ,161301,535789.9246,3681169.804,0.373962604,20343287,33.26895496,-116.6157061,1278.990881
12248,20343287, ,161302,535989.9246,3681169.804,0.352794721,20343287,33.26894831,-116.6135587,1278.990881
12249,20343287, ,161303,536189.9246,3681169.804,0.38230177,20343287,33.26894161,-116.6114112,1278.990881
12250,20343287, ,161304,536389.9246,3681169.804,0.359494051,20343287,33.26893488,-116.6092638,1278.990881
12251,20343287, ,161305,536589.9246,3681169.804,0.379672033,20343287,33.26892812,-116.6071163,1278.990881
12252,20343287, ,161984,535589.9246,3680969.804,0.302179782,20343287,33.26715762,-116.6178615,1278.990881
12253,20343287, ,161985,535789.9246,3680969.804,0.383851615,20343287,33.26715101,-116.615714,1278.990881
12254,20342967,Agua Tibia Creek,116673,502189.9246,3694169.804,0.087811219,20342967,33.38680536,-116.976454,3670.818488
12255,20342967,Agua Tibia Creek,116674,502389.9246,3694169.804,0.064533547,20342967,33.38680493,-116.9743036,3670.818488
12256,20342967,Agua Tibia Creek,117356,501989.9246,3693969.804,0.106949305,20342967,33.38500178,-116.9786048,3670.818488
12257,20342967,Agua Tibia Creek,117357,502189.9246,3693969.804,0.090010999,20342967,33.38500139,-116.9764545,3670.818488
12258,20342967,Agua Tibia Creek,118040,501989.9246,3693769.804,0.083091691,20342967,33.38319782,-116.9786053,3670.818488
12259,20342967,Agua Tibia Creek,118724,501989.9246,3693569.804,0.087061294,20342967,33.38139386,-116.9786057,3670.818488
12260,20342967,Agua Tibia Creek,119407,501789.9246,3693369.804,0.099770023,20342967,33.37959024,-116.9807563,3670.818488
12261,20342967,Agua Tibia Creek,119408,501989.9246,3693369.804,0.103369663,20342967,33.37958989,-116.9786061,3670.818488
12262,20342967,Agua Tibia Creek,120091,501789.9246,3693169.804,0.078992101,20342967,33.37778628,-116.9807567,3670.818488
12263,20342967,Agua Tibia Creek,120092,501989.9246,3693169.804,0.094340566,20342967,33.37778592,-116.9786066,3670.818488
12264,20342967,Agua Tibia Creek,120774,501589.9246,3692969.804,0.131536846,20342967,33.37598263,-116.9829073,3670.818488
12265,20342967,Agua Tibia Creek,120775,501789.9246,3692969.804,0.08440156,20342967,33.37598231,-116.9807571,3670.818488
12266,20342967,Agua Tibia Creek,121457,501389.9246,3692769.804,0.182661734,20342967,33.37417894,-116.9850577,3670.818488
12267,20342967,Agua Tibia Creek,121458,501589.9246,3692769.804,0.093010699,20342967,33.37417866,-116.9829076,3670.818488
12268,20342967,Agua Tibia Creek,122140,501189.9246,3692569.804,0.102789721,20342967,33.37237521,-116.9872081,3670.818488
12269,20342967,Agua Tibia Creek,122141,501389.9246,3692569.804,0.102789721,20342967,33.37237497,-116.985058,3670.818488
12270,20342967,Agua Tibia Creek,122824,501189.9246,3692369.804,0.072982702,20342967,33.37057124,-116.9872083,3670.818488
12271,20342967,Agua Tibia Creek,123504,500389.9246,3692169.804,0.088111189,20342967,33.36876786,-116.9958084,3670.818488
12272,20342967,Agua Tibia Creek,123505,500589.9246,3692169.804,0.066563344,20342967,33.36876777,-116.9936584,3670.818488
12273,20342967,Agua Tibia Creek,123506,500789.9246,3692169.804,0.078112189,20342967,33.36876764,-116.9915085,3670.818488
12274,20342967,Agua Tibia Creek,124187,500189.9246,3691969.804,0.191670833,20342967,33.36696395,-116.9979584,3670.818488
12275,20342967,Agua Tibia Creek,124188,500389.9246,3691969.804,0.072132787,20342967,33.36696389,-116.9958085,3670.818488
12276,20342967,Agua Tibia Creek,124870,499989.9246,3691769.804,0.102649735,20342967,33.36515999,-117.0001083,3670.818488
12277,20342967,Agua Tibia Creek,124871,500189.9246,3691769.804,0.130156984,20342967,33.36515998,-116.9979584,3670.818488
12278,20331598, ,391598,493589.9246,3613769.804,0.292080792,20331598,32.66155341,-117.0683589,397.8031377
12279,20331598, ,391599,493789.9246,3613769.804,0.285381462,20331598,32.66155456,-117.0662261,397.8031377
12280,20331598, ,392282,493589.9246,3613569.804,0.272472753,20331598,32.65974924,-117.0683576,397.8031377
12281,20351075, ,,,,,,,,1052.507034
12282,22548215,Temecula Creek,77651,495389.9246,3705569.804,0.54609539,22548215,33.48962271,-117.049626,513.3307325
12283,22548215,Temecula Creek,77652,495589.9246,3705569.804,0.55880412,22548215,33.48962356,-117.047473,513.3307325
12284,20341593,Pauma Creek,141285,499789.9246,3686969.804,0.591590841,20341593,33.32186455,-117.002257,905.5678992
12285,20341593,Pauma Creek,141968,499589.9246,3686769.804,0.512818718,20341593,33.32006051,-117.0044058,905.5678992
12286,20341593,Pauma Creek,141969,499789.9246,3686769.804,0.535766423,20341593,33.32006057,-117.002257,905.5678992
12287,20341593,Pauma Creek,142650,499189.9246,3686569.804,0.714768523,20341593,33.3182563,-117.0087031,905.5678992
12288,20341593,Pauma Creek,142651,499389.9246,3686569.804,0.578682132,20341593,33.31825643,-117.0065544,905.5678992
12289,20341593,Pauma Creek,142652,499589.9246,3686569.804,0.612138786,20341593,33.31825653,-117.0044057,905.5678992
12290,22548579,Santa Margarita River,,,,,,,,117.3926954
12291,20325097,Pine Valley Creek,339829,536589.9246,3628969.804,0.442685731,20325097,32.79807796,-116.6092003,2293.597424
12292,20325097,Pine Valley Creek,340512,536389.9246,3628769.804,0.464563544,20325097,32.79628051,-116.6113443,2293.597424
12293,20325097,Pine Valley Creek,340513,536589.9246,3628769.804,0.325977402,20325097,32.79627387,-116.6092082,2293.597424
12294,20325097,Pine Valley Creek,341195,536189.9246,3628569.804,0.329387061,20325097,32.79448303,-116.6134881,2293.597424
12295,20325097,Pine Valley Creek,341196,536389.9246,3628569.804,0.351024898,20325097,32.79447642,-116.6113521,2293.597424
12296,20325097,Pine Valley Creek,341878,535989.9246,3628369.804,0.451524848,20325097,32.79268551,-116.6156318,2293.597424
12297,20325097,Pine Valley Creek,341879,536189.9246,3628369.804,0.282261774,20325097,32.79267894,-116.6134959,2293.597424
12298,20325097,Pine Valley Creek,342561,535789.9246,3628169.804,0.523847615,20325097,32.79088795,-116.6177755,2293.597424
12299,20325097,Pine Valley Creek,342562,535989.9246,3628169.804,0.391150885,20325097,32.79088141,-116.6156396,2293.597424
12300,20325097,Pine Valley Creek,343243,535389.9246,3627969.804,0.439876012,20325097,32.78909682,-116.6220549,2293.597424
12301,20325097,Pine Valley Creek,343244,535589.9246,3627969.804,0.529777022,20325097,32.78909035,-116.619919,2293.597424
12302,20325097,Pine Valley Creek,343245,535789.9246,3627969.804,0.350764924,20325097,32.78908385,-116.6177832,2293.597424
12303,20325097,Pine Valley Creek,343926,535189.9246,3627769.804,0.462753725,20325097,32.78729914,-116.6241983,2293.597424
12304,20325097,Pine Valley Creek,343927,535389.9246,3627769.804,0.413328667,20325097,32.78729272,-116.6220625,2293.597424
12305,22548523,Santa Margarita River,127454,469589.9246,3690969.804,0.95520448,22548523,33.3575139,-117.3268584,611.1356348
12306,22548523,Santa Margarita River,128138,469589.9246,3690769.804,0.948635136,22548523,33.35570996,-117.3268516,611.1356348
12307,22548523,Santa Margarita River,128822,469589.9246,3690569.804,0.950744926,22548523,33.35390601,-117.3268449,611.1356348
12308,20343321,San Luis Rey River,161890,516789.9246,3680969.804,0.523647635,20343321,33.26761417,-116.8197207,1002.412194
12309,20343321,San Luis Rey River,161891,516989.9246,3680969.804,0.426967303,20343321,33.26761104,-116.8175733,1002.412194
12310,20343321,San Luis Rey River,162574,516789.9246,3680769.804,0.415988401,20343321,33.26581018,-116.8197244,1002.412194
12311,20343321,San Luis Rey River,162575,516989.9246,3680769.804,0.385261474,20343321,33.26580705,-116.817577,1002.412194
12312,20343321,San Luis Rey River,162576,517189.9246,3680769.804,0.419118088,20343321,33.26580388,-116.8154296,1002.412194
12313,20343321,San Luis Rey River,162577,517389.9246,3680769.804,0.453554645,20343321,33.26580067,-116.8132822,1002.412194
12314,20343321,San Luis Rey River,163261,517389.9246,3680569.804,0.405839416,20343321,33.26399668,-116.813286,1002.412194
12315,20351079, ,138334,456789.9246,3687769.804,0.107649235,20351079,33.32821286,-117.4642808,2139.427861
12316,20351079, ,139016,456389.9246,3687569.804,0.157024298,20351079,33.3263928,-117.4685689,2139.427861
12317,20351079, ,139017,456589.9246,3687569.804,0.109719028,20351079,33.32640089,-117.4664201,2139.427861
12318,20351079, ,139018,456789.9246,3687569.804,0.15870413,20351079,33.32640894,-117.4642713,2139.427861
12319,20351079, ,139700,456389.9246,3687369.804,0.158014199,20351079,33.32458888,-117.4685593,2139.427861
12320,20351079, ,140383,456189.9246,3687169.804,0.162393761,20351079,33.32277684,-117.4706984,2139.427861
12321,20351079, ,140384,456389.9246,3687169.804,0.123647635,20351079,33.32278496,-117.4685496,2139.427861
12322,20351079, ,141066,455989.9246,3686969.804,0.195370463,20351079,33.32096476,-117.4728374,2139.427861
12323,20351079, ,141067,456189.9246,3686969.804,0.150274973,20351079,33.32097292,-117.4706887,2139.427861
12324,20351079, ,141750,455989.9246,3686769.804,0.176082392,20351079,33.31916084,-117.4728276,2139.427861
12325,20351079, ,142434,455989.9246,3686569.804,0.209119088,20351079,33.31735691,-117.4728179,2139.427861
12326,20351079, ,143118,455989.9246,3686369.804,0.293620638,20351079,33.31555299,-117.4728082,2139.427861
12327,20351079, ,143802,455989.9246,3686169.804,0.302509749,20351079,33.31374907,-117.4727984,2139.427861
12328,20351079, ,144486,455989.9246,3685969.804,0.283271673,20351079,33.31194515,-117.4727887,2139.427861
12329,20348789, ,63031,444189.9246,3709769.804,0.584671533,20348789,33.52605687,-117.6010247,283.0753479
12330,20341495,Trujillo Creek,109115,495389.9246,3696369.804,0.072362764,20341495,33.40664125,-117.0495787,6586.969747
12331,20341495,Trujillo Creek,109799,495389.9246,3696169.804,0.088381162,20341495,33.40483729,-117.0495777,6586.969747
12332,20341495,Trujillo Creek,111166,495189.9246,3695769.804,0.095650435,20341495,33.4012285,-117.0517264,6586.969747
12333,20341495,Trujillo Creek,111850,495189.9246,3695569.804,0.061383862,20341495,33.39942454,-117.0517253,6586.969747
12334,20341495,Trujillo Creek,112533,494989.9246,3695369.804,0.049235076,20341495,33.39761967,-117.0538749,6586.969747
12335,20341495,Trujillo Creek,112534,495189.9246,3695369.804,0.051594841,20341495,33.39762058,-117.0517243,6586.969747
12336,20341495,Trujillo Creek,113216,494789.9246,3695169.804,0.057464254,20341495,33.39581476,-117.0560244,6586.969747
12337,20341495,Trujillo Creek,113217,494989.9246,3695169.804,0.058074193,20341495,33.39581571,-117.0538738,6586.969747
12338,20341495,Trujillo Creek,113899,494589.9246,3694969.804,0.078162184,20341495,33.39400981,-117.0581738,6586.969747
12339,20341495,Trujillo Creek,113900,494789.9246,3694969.804,0.054764524,20341495,33.3940108,-117.0560233,6586.969747
12340,20341495,Trujillo Creek,114583,494589.9246,3694769.804,0.099150085,20341495,33.39220585,-117.0581726,6586.969747
12341,20341495,Trujillo Creek,120738,494389.9246,3692969.804,0.438036196,20341495,33.37596915,-117.060312,6586.969747
12342,20341495,Trujillo Creek,121421,494189.9246,3692769.804,0.412078792,20341495,33.37416412,-117.0624608,6586.969747
12343,20341495,Trujillo Creek,121422,494389.9246,3692769.804,0.419138086,20341495,33.37416518,-117.0603107,6586.969747
12344,20341495,Trujillo Creek,122103,493789.9246,3692569.804,0.448035196,20341495,33.37235792,-117.0667596,6586.969747
12345,20341495,Trujillo Creek,122104,493989.9246,3692569.804,0.441385861,20341495,33.37235905,-117.0646096,6586.969747
12346,20341495,Trujillo Creek,122105,494189.9246,3692569.804,0.424767523,20341495,33.37236016,-117.0624595,6586.969747
12347,20341495,Trujillo Creek,122786,493589.9246,3692369.804,0.486241376,20341495,33.37055278,-117.0689082,6586.969747
12348,20341495,Trujillo Creek,122787,493789.9246,3692369.804,0.468893111,20341495,33.37055395,-117.0667582,6586.969747
12349,20341495,Trujillo Creek,123470,493589.9246,3692169.804,0.509889011,20341495,33.36874881,-117.0689068,6586.969747
12350,20341495,Trujillo Creek,124153,493389.9246,3691969.804,0.443605639,20341495,33.36694363,-117.0710553,6586.969747
12351,20341495,Trujillo Creek,124154,493589.9246,3691969.804,0.418188181,20341495,33.36694484,-117.0689054,6586.969747
12352,20341495,Trujillo Creek,124837,493389.9246,3691769.804,0.45080492,20341495,33.36513966,-117.0710538,6586.969747
12353,20341495,Trujillo Creek,125520,493189.9246,3691569.804,0.776842316,20341495,33.36333444,-117.0732022,6586.969747
12354,20331702,Otay River,417576,490789.9246,3606169.804,0.302589741,20331702,32.59297474,-117.0981441,2865.2916
12355,20331702,Otay River,418252,489189.9246,3605969.804,0.294580542,20331702,32.59115607,-117.1151916,2865.2916
12356,20331702,Otay River,418253,489389.9246,3605969.804,0.30659934,20331702,32.59115801,-117.1130604,2865.2916
12357,20331702,Otay River,418258,490389.9246,3605969.804,0.297820218,20331702,32.59116714,-117.1024045,2865.2916
12358,20331702,Otay River,418259,490589.9246,3605969.804,0.30829917,20331702,32.59116886,-117.1002733,2865.2916
12359,20331702,Otay River,418260,490789.9246,3605969.804,0.333406659,20331702,32.59117055,-117.0981421,2865.2916
12360,20331702,Otay River,418937,489389.9246,3605769.804,0.275632437,20331702,32.58935382,-117.1130581,2865.2916
12361,20331702,Otay River,418938,489589.9246,3605769.804,0.286431357,20331702,32.58935572,-117.110927,2865.2916
12362,20331702,Otay River,418939,489789.9246,3605769.804,0.296580342,20331702,32.58935758,-117.1087958,2865.2916
12363,20331702,Otay River,418941,490189.9246,3605769.804,0.301239876,20331702,32.5893612,-117.1045336,2865.2916
12364,20331702,Otay River,418942,490389.9246,3605769.804,0.361873813,20331702,32.58936295,-117.1024024,2865.2916
12365,20331702,Otay River,419623,489789.9246,3605569.804,0.275682432,20331702,32.58755339,-117.1087937,2865.2916
12366,20331702,Otay River,419624,489989.9246,3605569.804,0.308959104,20331702,32.58755522,-117.1066626,2865.2916
12367,20331702,Otay River,419625,490189.9246,3605569.804,0.317208279,20331702,32.58755701,-117.1045315,2865.2916
12368,20351601, ,73361,458189.9246,3706769.804,0.279972003,20351601,33.49963865,-117.4501218,4421.331211
12369,20351601, ,74044,457989.9246,3706569.804,0.284791521,20351601,33.49782693,-117.4522655,4421.331211
12370,20351601, ,74045,458189.9246,3706569.804,0.224887511,20351601,33.49783477,-117.4501125,4421.331211
12371,20351601, ,74728,457989.9246,3706369.804,0.332356764,20351601,33.49602306,-117.4522562,4421.331211
12372,20351601, ,75412,457989.9246,3706169.804,0.360533947,20351601,33.49421918,-117.4522468,4421.331211
12373,20351601, ,76094,457589.9246,3705969.804,0.486751325,20351601,33.49239952,-117.4565433,4421.331211
12374,20351601, ,76095,457789.9246,3705969.804,0.483451655,20351601,33.49240743,-117.4543903,4421.331211
12375,20351601, ,76096,457989.9246,3705969.804,0.373242676,20351601,33.4924153,-117.4522374,4421.331211
12376,20351601, ,76778,457589.9246,3705769.804,0.373182682,20351601,33.49059564,-117.4565338,4421.331211
12377,20351601, ,77462,457589.9246,3705569.804,0.229027097,20351601,33.48879176,-117.4565243,4421.331211
12378,20351601, ,78145,457389.9246,3705369.804,0.265683432,20351601,33.48697994,-117.4586677,4421.331211
12379,20351601, ,78146,457589.9246,3705369.804,0.201659834,20351601,33.48698789,-117.4565149,4421.331211
12380,20351601, ,78829,457389.9246,3705169.804,0.201129887,20351601,33.48517606,-117.4586582,4421.331211
12381,20351601, ,79513,457389.9246,3704969.804,0.249615038,20351601,33.48337219,-117.4586487,4421.331211
12382,20351601, ,80197,457389.9246,3704769.804,0.277712229,20351601,33.48156831,-117.4586391,4421.331211
12383,20351601, ,80198,457589.9246,3704769.804,0.203649635,20351601,33.48157625,-117.4564865,4421.331211
12384,20351601, ,80881,457389.9246,3704569.804,0.237606239,20351601,33.47976443,-117.4586297,4421.331211
12385,20351601, ,81564,457189.9246,3704369.804,0.245065493,20351601,33.47795257,-117.4607727,4421.331211
12386,20351601, ,81565,457389.9246,3704369.804,0.169753025,20351601,33.47796055,-117.4586201,4421.331211
12387,20351601, ,82245,456589.9246,3704169.804,0.22089791,20351601,33.47612452,-117.4672208,4421.331211
12388,20351601, ,82246,456789.9246,3704169.804,0.167193281,20351601,33.47613261,-117.4650682,4421.331211
12389,20351601, ,82247,456989.9246,3704169.804,0.172182782,20351601,33.47614067,-117.4629157,4421.331211
12390,20351601, ,82248,457189.9246,3704169.804,0.153814619,20351601,33.47614869,-117.4607632,4421.331211
12391,20351601, ,82930,456789.9246,3703969.804,0.214418558,20351601,33.47432873,-117.4650586,4421.331211
12392,20351021,Las Pulgas Canyon,119220,464389.9246,3693369.804,0.051824818,20351021,33.37900134,-117.3828436,1047.353056
12393,20351021,Las Pulgas Canyon,119903,464189.9246,3693169.804,0.055584442,20351021,33.37719076,-117.3849859,1047.353056
12394,20351021,Las Pulgas Canyon,119904,464389.9246,3693169.804,0.07490251,20351021,33.37719741,-117.3828357,1047.353056
12395,20351021,Las Pulgas Canyon,120587,464189.9246,3692969.804,0.069783022,20351021,33.37538684,-117.3849779,1047.353056
12396,20351021,Las Pulgas Canyon,121270,463989.9246,3692769.804,0.098020198,20351021,33.37357622,-117.38712,1047.353056
12397,20351021,Las Pulgas Canyon,121271,464189.9246,3692769.804,0.086071393,20351021,33.37358291,-117.38497,1047.353056
12398,20348457,Arroyo Trabuco,40443,440989.9246,3716369.804,0.49920008,20348457,33.58541035,-117.6359201,703.6195547
12399,20348457,Arroyo Trabuco,41126,440789.9246,3716169.804,0.729507049,20348457,33.58359546,-117.638062,703.6195547
12400,20348457,Arroyo Trabuco,41127,440989.9246,3716169.804,0.596230377,20348457,33.58360655,-117.6359068,703.6195547
12401,20348457,Arroyo Trabuco,41810,440789.9246,3715969.804,0.287251275,20348457,33.58179167,-117.6380487,703.6195547
12402,20325127,Cottonwood Creek,335779,547389.9246,3630169.804,0.183451655,20325127,32.80848927,-116.4937927,5605.435774
12403,20325127,Cottonwood Creek,336462,547189.9246,3629969.804,0.601039896,20325127,32.80669383,-116.4959392,5605.435774
12404,20325127,Cottonwood Creek,336463,547389.9246,3629969.804,0.436716328,20325127,32.80668521,-116.493803,5605.435774
12405,20325127,Cottonwood Creek,337146,547189.9246,3629769.804,0.458984102,20325127,32.80488977,-116.4959494,5605.435774
12406,20325127,Cottonwood Creek,337829,546989.9246,3629569.804,0.502329767,20325127,32.80309428,-116.4980957,5605.435774
12407,20325127,Cottonwood Creek,337830,547189.9246,3629569.804,0.544265573,20325127,32.8030857,-116.4959596,5605.435774
12408,20325127,Cottonwood Creek,338513,546989.9246,3629369.804,0.487461254,20325127,32.80129022,-116.4981059,5605.435774
12409,20325127,Cottonwood Creek,339197,546989.9246,3629169.804,0.624217578,20325127,32.79948616,-116.498116,5605.435774
12410,20325127,Cottonwood Creek,339881,546989.9246,3628969.804,0.584471553,20325127,32.79768209,-116.4981261,5605.435774
12411,20325127,Cottonwood Creek,339882,547189.9246,3628969.804,0.507219278,20325127,32.79767351,-116.4959901,5605.435774
12412,20325127,Cottonwood Creek,340566,547189.9246,3628769.804,0.303649635,20325127,32.79586945,-116.4960003,5605.435774
12413,20325127,Cottonwood Creek,341250,547189.9246,3628569.804,0.22729727,20325127,32.79406538,-116.4960105,5605.435774
12414,20325127,Cottonwood Creek,341934,547189.9246,3628369.804,0.22349765,20325127,32.79226132,-116.4960206,5605.435774
12415,20325127,Cottonwood Creek,342618,547189.9246,3628169.804,0.194290571,20325127,32.79045725,-116.4960308,5605.435774
12416,20325127,Cottonwood Creek,343301,546989.9246,3627969.804,0.163883612,20325127,32.78866176,-116.4981768,5605.435774
12417,20325127,Cottonwood Creek,343302,547189.9246,3627969.804,0.189981002,20325127,32.78865319,-116.496041,5605.435774
12418,20325127,Cottonwood Creek,343985,546989.9246,3627769.804,0.167463254,20325127,32.78685769,-116.4981869,5605.435774
12419,20325127,Cottonwood Creek,343986,547189.9246,3627769.804,0.240135986,20325127,32.78684912,-116.4960512,5605.435774
12420,20325127,Cottonwood Creek,344670,547189.9246,3627569.804,0.2259974,20325127,32.78504505,-116.4960613,5605.435774
12421,20325127,Cottonwood Creek,345354,547189.9246,3627369.804,0.265433457,20325127,32.78324098,-116.4960715,5605.435774
12422,20325127,Cottonwood Creek,346038,547189.9246,3627169.804,0.30419958,20325127,32.78143692,-116.4960817,5605.435774
12423,20325127,Cottonwood Creek,346039,547389.9246,3627169.804,0.274372563,20325127,32.78142831,-116.4939461,5605.435774
12424,20325127,Cottonwood Creek,346722,547189.9246,3626969.804,0.22609739,20325127,32.77963285,-116.4960918,5605.435774
12425,20325127,Cottonwood Creek,346723,547389.9246,3626969.804,0.226217378,20325127,32.77962424,-116.4939563,5605.435774
12426,20325127,Cottonwood Creek,347406,547189.9246,3626769.804,0.16230377,20325127,32.77782878,-116.496102,5605.435774
12427,20325127,Cottonwood Creek,348090,547189.9246,3626569.804,0.163873613,20325127,32.77602471,-116.4961122,5605.435774
12428,20325127,Cottonwood Creek,348091,547389.9246,3626569.804,0.247305269,20325127,32.7760161,-116.4939767,5605.435774
12429,20325127,Cottonwood Creek,348775,547389.9246,3626369.804,0.177752225,20325127,32.77421203,-116.4939869,5605.435774
12430,20325127,Cottonwood Creek,349459,547389.9246,3626169.804,0.207129287,20325127,32.77240796,-116.4939971,5605.435774
12431,20325127,Cottonwood Creek,350143,547389.9246,3625969.804,0.2419958,20325127,32.77060389,-116.4940073,5605.435774
12432,20325127,Cottonwood Creek,350827,547389.9246,3625769.804,0.338786121,20325127,32.76879982,-116.4940175,5605.435774
12433,20325127,Cottonwood Creek,350828,547589.9246,3625769.804,0.270012999,20325127,32.76879117,-116.4918822,5605.435774
12434,20325127,Cottonwood Creek,351512,547589.9246,3625569.804,0.616738326,20325127,32.7669871,-116.4918924,5605.435774
12435,20325127,Cottonwood Creek,352196,547589.9246,3625369.804,0.698410159,20325127,32.76518303,-116.4919027,5605.435774
12436,22549651,Cottonwood Creek,113992,513189.9246,3694969.804,0.321827817,22549651,33.3939424,-116.8581706,1158.045657
12437,22549651,Cottonwood Creek,114676,513189.9246,3694769.804,0.227917208,22549651,33.39213844,-116.8581735,1158.045657
12438,22549651,Cottonwood Creek,114677,513389.9246,3694769.804,0.261953805,22549651,33.39213596,-116.856023,1158.045657
12439,22549651,Cottonwood Creek,115361,513389.9246,3694569.804,0.236256374,22549651,33.39033201,-116.856026,1158.045657
12440,22549651,Cottonwood Creek,115362,513589.9246,3694569.804,0.169823018,22549651,33.39032949,-116.8538755,1158.045657
12441,22549651,Cottonwood Creek,115363,513789.9246,3694569.804,0.117608239,22549651,33.39032694,-116.851725,1158.045657
12442,22549651,Cottonwood Creek,116047,513789.9246,3694369.804,0.119998,22549651,33.38852299,-116.8517281,1158.045657
12443,948070182, ,50898,479989.9246,3713369.804,0.14819518,948070182,33.55979796,-117.2155758,1305.310137
12444,948070182, ,51581,479789.9246,3713169.804,0.125957404,948070182,33.55799029,-117.2177259,1305.310137
12445,948070182, ,51582,479989.9246,3713169.804,0.145235476,948070182,33.55799406,-117.2155713,1305.310137
12446,948070182, ,52264,479589.9246,3712969.804,0.123657634,948070182,33.55618258,-117.2198759,1305.310137
12447,948070182, ,52265,479789.9246,3712969.804,0.10259974,948070182,33.55618639,-117.2177214,1305.310137
12448,948070182, ,52947,479389.9246,3712769.804,0.120167983,948070182,33.55437483,-117.2220259,1305.310137
12449,948070182, ,52948,479589.9246,3712769.804,0.102849715,948070182,33.55437868,-117.2198714,1305.310137
