,OID_,cells,x,y,MeanProb,COMID,geometry,
9595,9595,230196,497989.9246,3660969.804,0.468563144,20328606,c(497989.924600074, 3660969.80350754)
9596,9596,230214,501589.9246,3660969.804,0.660653935,20329810,c(501589.924600074, 3660969.80350754)
9597,9597,230215,501789.9246,3660969.804,0.703609639,20329810,c(501789.924600074, 3660969.80350754)
9598,9598,230216,501989.9246,3660969.804,0.758814119,20329810,c(501989.924600074, 3660969.80350754)
9599,9599,230217,502189.9246,3660969.804,0.847915208,20329810,c(502189.924600074, 3660969.80350754)
9600,9600,230238,506389.9246,3660969.804,0.540305969,20329798,c(506389.924600074, 3660969.80350754)
9601,9601,230239,506589.9246,3660969.804,0.899370063,20329798,c(506589.924600074, 3660969.80350754)
9602,9602,230240,506789.9246,3660969.804,0.90329967,20329798,c(506789.924600074, 3660969.80350754)
9603,9603,230241,506989.9246,3660969.804,0.595120488,20329808,c(506989.924600074, 3660969.80350754)
9604,9604,230243,507389.9246,3660969.804,0.792190781,20329808,c(507389.924600074, 3660969.80350754)
9605,9605,230245,507789.9246,3660969.804,0.868983102,20330890,c(507789.924600074, 3660969.80350754)
9606,9606,230246,507989.9246,3660969.804,0.855374463,20329804,c(507989.924600074, 3660969.80350754)
9607,9607,230247,508189.9246,3660969.804,0.471742826,20329804,c(508189.924600074, 3660969.80350754)
9608,9608,230248,508389.9246,3660969.804,0.863483652,20329804,c(508389.924600074, 3660969.80350754)
9609,9609,230252,509189.9246,3660969.804,0.323017698,20329840,c(509189.924600074, 3660969.80350754)
9610,9610,230253,509389.9246,3660969.804,0.813148685,20329796,c(509389.924600074, 3660969.80350754)
9611,9611,230254,509589.9246,3660969.804,0.847545245,20329796,c(509589.924600074, 3660969.80350754)
9612,9612,230360,530789.9246,3660969.804,0.147505249,20329814,c(530789.924600074, 3660969.80350754)
9613,9613,230361,530989.9246,3660969.804,0.097510249,20329814,c(530989.924600074, 3660969.80350754)
9614,9614,230368,532389.9246,3660969.804,0.04369563,20329800,c(532389.924600074, 3660969.80350754)
9615,9615,230369,532589.9246,3660969.804,0.101839816,20329800,c(532589.924600074, 3660969.80350754)
9616,9616,230370,532789.9246,3660969.804,0.121457854,20329800,c(532789.924600074, 3660969.80350754)
9617,9617,230371,532989.9246,3660969.804,0.094580542,20329800,c(532989.924600074, 3660969.80350754)
9618,9618,230764,474789.9246,3660769.804,0.134276572,20341965,c(474789.924600074, 3660769.80350754)
9619,9619,230765,474989.9246,3660769.804,0.155794421,20341965,c(474989.924600074, 3660769.80350754)
9620,9620,230818,485589.9246,3660769.804,0.56110389,20341969,c(485589.924600074, 3660769.80350754)
9621,9621,230819,485789.9246,3660769.804,0.453694631,20341969,c(485789.924600074, 3660769.80350754)
9622,9622,230820,485989.9246,3660769.804,0.461723828,20341969,c(485989.924600074, 3660769.80350754)
9623,9623,230821,486189.9246,3660769.804,0.449855014,20341969,c(486189.924600074, 3660769.80350754)
9624,9624,230822,486389.9246,3660769.804,0.362453755,20341969,c(486389.924600074, 3660769.80350754)
9625,9625,230864,494789.9246,3660769.804,0.045345465,20328602,c(494789.924600074, 3660769.80350754)
9626,9626,230865,494989.9246,3660769.804,0.041545845,20328602,c(494989.924600074, 3660769.80350754)
9627,9627,230879,497789.9246,3660769.804,0.675442456,20328606,c(497789.924600074, 3660769.80350754)
9628,9628,230880,497989.9246,3660769.804,0.406539346,20328610,c(497989.924600074, 3660769.80350754)
9629,9629,230881,498189.9246,3660769.804,0.832956704,20328610,c(498189.924600074, 3660769.80350754)
9630,9630,230895,500989.9246,3660769.804,0.718078192,20329810,c(500989.924600074, 3660769.80350754)
9631,9631,230896,501189.9246,3660769.804,0.469743026,20329810,c(501189.924600074, 3660769.80350754)
9632,9632,230897,501389.9246,3660769.804,0.707349265,20329810,c(501389.924600074, 3660769.80350754)
9633,9633,230898,501589.9246,3660769.804,0.781861814,20329810,c(501589.924600074, 3660769.80350754)
9634,9634,230927,507389.9246,3660769.804,0.742925707,20329808,c(507389.924600074, 3660769.80350754)
9635,9635,230928,507589.9246,3660769.804,0.930646935,20330890,c(507589.924600074, 3660769.80350754)
9636,9636,230929,507789.9246,3660769.804,0.883481652,20330890,c(507789.924600074, 3660769.80350754)
9637,9637,230931,508189.9246,3660769.804,0.38520148,20329804,c(508189.924600074, 3660769.80350754)
9638,9638,230936,509189.9246,3660769.804,0.523737626,20329840,c(509189.924600074, 3660769.80350754)
9639,9639,231044,530789.9246,3660769.804,0.107569243,20329814,c(530789.924600074, 3660769.80350754)
9640,9640,231449,474989.9246,3660569.804,0.122457754,20341965,c(474989.924600074, 3660569.80350754)
9641,9641,231502,485589.9246,3660569.804,0.488591141,20341969,c(485589.924600074, 3660569.80350754)
9642,9642,231548,494789.9246,3660569.804,0.054574543,20328612,c(494789.924600074, 3660569.80350754)
9643,9643,231562,497589.9246,3660569.804,0.839836016,20328616,c(497589.924600074, 3660569.80350754)
9644,9644,231563,497789.9246,3660569.804,0.879552045,20328610,c(497789.924600074, 3660569.80350754)
9645,9645,231564,497989.9246,3660569.804,0.597780222,20328610,c(497989.924600074, 3660569.80350754)
9646,9646,231565,498189.9246,3660569.804,0.565173483,20328610,c(498189.924600074, 3660569.80350754)
9647,9647,231566,498389.9246,3660569.804,0.394310569,20328610,c(498389.924600074, 3660569.80350754)
9648,9648,231567,498589.9246,3660569.804,0.390370963,20328610,c(498589.924600074, 3660569.80350754)
9649,9649,231568,498789.9246,3660569.804,0.419848015,20328610,c(498789.924600074, 3660569.80350754)
9650,9650,231569,498989.9246,3660569.804,0.447875212,20328610,c(498989.924600074, 3660569.80350754)
9651,9651,231572,499589.9246,3660569.804,0.558794121,20328610,c(499589.924600074, 3660569.80350754)
9652,9652,231573,499789.9246,3660569.804,0.85290471,20329810,c(499789.924600074, 3660569.80350754)
9653,9653,231574,499989.9246,3660569.804,0.66790321,20329810,c(499989.924600074, 3660569.80350754)
9654,9654,231575,500189.9246,3660569.804,0.780281972,20329810,c(500189.924600074, 3660569.80350754)
9655,9655,231576,500389.9246,3660569.804,0.475232477,20329810,c(500389.924600074, 3660569.80350754)
9656,9656,231577,500589.9246,3660569.804,0.603229677,20329810,c(500589.924600074, 3660569.80350754)
9657,9657,231578,500789.9246,3660569.804,0.641485851,20329810,c(500789.924600074, 3660569.80350754)
9658,9658,231579,500989.9246,3660569.804,0.644865513,20329810,c(500989.924600074, 3660569.80350754)
9659,9659,231619,508989.9246,3660569.804,0.181551845,20329840,c(508989.924600074, 3660569.80350754)
9660,9660,231620,509189.9246,3660569.804,0.283471653,20329840,c(509189.924600074, 3660569.80350754)
9661,9661,231728,530789.9246,3660569.804,0.072372763,20329814,c(530789.924600074, 3660569.80350754)
9662,9662,232133,474989.9246,3660369.804,0.111408859,20341965,c(474989.924600074, 3660369.80350754)
9663,9663,232186,485589.9246,3660369.804,0.600489951,20341969,c(485589.924600074, 3660369.80350754)
9664,9664,232231,494589.9246,3660369.804,0.077092291,20328612,c(494589.924600074, 3660369.80350754)
9665,9665,232232,494789.9246,3660369.804,0.062133787,20328612,c(494789.924600074, 3660369.80350754)
9666,9666,232245,497389.9246,3660369.804,0.878412159,20328616,c(497389.924600074, 3660369.80350754)
9667,9667,232246,497589.9246,3660369.804,0.87890211,20328616,c(497589.924600074, 3660369.80350754)
9668,9668,232253,498989.9246,3660369.804,0.863963604,20328610,c(498989.924600074, 3660369.80350754)
9669,9669,232254,499189.9246,3660369.804,0.711508849,20328610,c(499189.924600074, 3660369.80350754)
9670,9670,232255,499389.9246,3660369.804,0.831616838,20328610,c(499389.924600074, 3660369.80350754)
9671,9671,232256,499589.9246,3660369.804,0.839206079,20328610,c(499589.924600074, 3660369.80350754)
9672,9672,232257,499789.9246,3660369.804,0.920377962,20329822,c(499789.924600074, 3660369.80350754)
9673,9673,232258,499989.9246,3660369.804,0.876082392,20329822,c(499989.924600074, 3660369.80350754)
9674,9674,232259,500189.9246,3660369.804,0.549825017,20329822,c(500189.924600074, 3660369.80350754)
9675,9675,232303,508989.9246,3660369.804,0.181831817,20329840,c(508989.924600074, 3660369.80350754)
9676,9676,232411,530589.9246,3660369.804,0.210658934,20329824,c(530589.924600074, 3660369.80350754)
9677,9677,232412,530789.9246,3660369.804,0.075952405,20329814,c(530789.924600074, 3660369.80350754)
9678,9678,232817,474989.9246,3660169.804,0.291860814,20341965,c(474989.924600074, 3660169.80350754)
9679,9679,232869,485389.9246,3660169.804,0.844715528,20341969,c(485389.924600074, 3660169.80350754)
9680,9680,232870,485589.9246,3660169.804,0.552184782,20341969,c(485589.924600074, 3660169.80350754)
9681,9681,232914,494389.9246,3660169.804,0.064163584,20328612,c(494389.924600074, 3660169.80350754)
9682,9682,232915,494589.9246,3660169.804,0.101439856,20328612,c(494589.924600074, 3660169.80350754)
9683,9683,232929,497389.9246,3660169.804,0.891080892,20328616,c(497389.924600074, 3660169.80350754)
9684,9684,232943,500189.9246,3660169.804,0.5309969,20329822,c(500189.924600074, 3660169.80350754)
9685,9685,232944,500389.9246,3660169.804,0.395230477,20329822,c(500389.924600074, 3660169.80350754)
9686,9686,232945,500589.9246,3660169.804,0.80119988,20329822,c(500589.924600074, 3660169.80350754)
9687,9687,232946,500789.9246,3660169.804,0.893410659,20329822,c(500789.924600074, 3660169.80350754)
9688,9688,232947,500989.9246,3660169.804,0.839036096,20329822,c(500989.924600074, 3660169.80350754)
9689,9689,232948,501189.9246,3660169.804,0.908809119,20329858,c(501189.924600074, 3660169.80350754)
9690,9690,232949,501389.9246,3660169.804,0.761413859,20329858,c(501389.924600074, 3660169.80350754)
9691,9691,232987,508989.9246,3660169.804,0.191820818,20329840,c(508989.924600074, 3660169.80350754)
9692,9692,232988,509189.9246,3660169.804,0.219958004,20329840,c(509189.924600074, 3660169.80350754)
9693,9693,233095,530589.9246,3660169.804,0.079712029,20329834,c(530589.924600074, 3660169.80350754)
9694,9694,233501,474989.9246,3659969.804,0.318578142,20341965,c(474989.924600074, 3659969.80350754)
9695,9695,233502,475189.9246,3659969.804,0.29450055,20341965,c(475189.924600074, 3659969.80350754)
9696,9696,233553,485389.9246,3659969.804,0.723787621,20341969,c(485389.924600074, 3659969.80350754)
9697,9697,233597,494189.9246,3659969.804,0.0750025,20328612,c(494189.924600074, 3659969.80350754)
9698,9698,233598,494389.9246,3659969.804,0.089091091,20328612,c(494389.924600074, 3659969.80350754)
9699,9699,233612,497189.9246,3659969.804,0.469223078,20328616,c(497189.924600074, 3659969.80350754)
9700,9700,233613,497389.9246,3659969.804,0.828627137,20328616,c(497389.924600074, 3659969.80350754)
9701,9701,233633,501389.9246,3659969.804,0.91829817,20329858,c(501389.924600074, 3659969.80350754)
9702,9702,233634,501589.9246,3659969.804,0.914278572,20329858,c(501589.924600074, 3659969.80350754)
9703,9703,233671,508989.9246,3659969.804,0.154044596,20329840,c(508989.924600074, 3659969.80350754)
9704,9704,233672,509189.9246,3659969.804,0.197750225,20329840,c(509189.924600074, 3659969.80350754)
9705,9705,233778,530389.9246,3659969.804,0.138906109,20329834,c(530389.924600074, 3659969.80350754)
9706,9706,233779,530589.9246,3659969.804,0.13159684,20329834,c(530589.924600074, 3659969.80350754)
9707,9707,234186,475189.9246,3659769.804,0.295060494,20341965,c(475189.924600074, 3659769.80350754)
9708,9708,234235,484989.9246,3659769.804,0.378922108,20341969,c(484989.924600074, 3659769.80350754)
9709,9709,234236,485189.9246,3659769.804,0.661953805,20341969,c(485189.924600074, 3659769.80350754)
9710,9710,234237,485389.9246,3659769.804,0.693850615,20341969,c(485389.924600074, 3659769.80350754)
9711,9711,234280,493989.9246,3659769.804,0.11269873,20328612,c(493989.924600074, 3659769.80350754)
9712,9712,234281,494189.9246,3659769.804,0.101589841,20328612,c(494189.924600074, 3659769.80350754)
9713,9713,234294,496789.9246,3659769.804,0.639216078,20328616,c(496789.924600074, 3659769.80350754)
9714,9714,234295,496989.9246,3659769.804,0.476352365,20328616,c(496989.924600074, 3659769.80350754)
9715,9715,234296,497189.9246,3659769.804,0.752374763,20328616,c(497189.924600074, 3659769.80350754)
9716,9716,234318,501589.9246,3659769.804,0.82979702,20329858,c(501589.924600074, 3659769.80350754)
9717,9717,234319,501789.9246,3659769.804,0.893770623,20329858,c(501789.924600074, 3659769.80350754)
9718,9718,234355,508989.9246,3659769.804,0.134356564,20329840,c(508989.924600074, 3659769.80350754)
9719,9719,234356,509189.9246,3659769.804,0.174872513,20329840,c(509189.924600074, 3659769.80350754)
9720,9720,234461,530189.9246,3659769.804,0.186121388,20329834,c(530189.924600074, 3659769.80350754)
9721,9721,234462,530389.9246,3659769.804,0.136056394,20329834,c(530389.924600074, 3659769.80350754)
9722,9722,234870,475189.9246,3659569.804,0.302339766,20341965,c(475189.924600074, 3659569.80350754)
9723,9723,234871,475389.9246,3659569.804,0.296430357,20341975,c(475389.924600074, 3659569.80350754)
9724,9724,234918,484789.9246,3659569.804,0.724837516,20341969,c(484789.924600074, 3659569.80350754)
9725,9725,234919,484989.9246,3659569.804,0.594210579,20341969,c(484989.924600074, 3659569.80350754)
9726,9726,234964,493989.9246,3659569.804,0.115638436,20328612,c(493989.924600074, 3659569.80350754)
9727,9727,234965,494189.9246,3659569.804,0.107579242,20328612,c(494189.924600074, 3659569.80350754)
9728,9728,234978,496789.9246,3659569.804,0.538946105,20328616,c(496789.924600074, 3659569.80350754)
9729,9729,235003,501789.9246,3659569.804,0.908229177,20329858,c(501789.924600074, 3659569.80350754)
9730,9730,235004,501989.9246,3659569.804,0.914638536,20329858,c(501989.924600074, 3659569.80350754)
9731,9731,235040,509189.9246,3659569.804,0.149415058,20329840,c(509189.924600074, 3659569.80350754)
9732,9732,235144,529989.9246,3659569.804,0.314028597,20329834,c(529989.924600074, 3659569.80350754)
9733,9733,235145,530189.9246,3659569.804,0.19030097,20329834,c(530189.924600074, 3659569.80350754)
9734,9734,235555,475389.9246,3659369.804,0.289041096,20341975,c(475389.924600074, 3659369.80350754)
9735,9735,235601,484589.9246,3659369.804,0.698020198,20341969,c(484589.924600074, 3659369.80350754)
9736,9736,235602,484789.9246,3659369.804,0.539556044,20341969,c(484789.924600074, 3659369.80350754)
9737,9737,235648,493989.9246,3659369.804,0.084341566,20328612,c(493989.924600074, 3659369.80350754)
9738,9738,235662,496789.9246,3659369.804,0.480071993,20328616,c(496789.924600074, 3659369.80350754)
9739,9739,235688,501989.9246,3659369.804,0.757574243,20329858,c(501989.924600074, 3659369.80350754)
9740,9740,235689,502189.9246,3659369.804,0.855884412,20329858,c(502189.924600074, 3659369.80350754)
9741,9741,235724,509189.9246,3659369.804,0.137356264,20329840,c(509189.924600074, 3659369.80350754)
9742,9742,235725,509389.9246,3659369.804,0.141805819,20329840,c(509389.924600074, 3659369.80350754)
9743,9743,235827,529789.9246,3659369.804,0.347125287,20329884,c(529789.924600074, 3659369.80350754)
9744,9744,235828,529989.9246,3659369.804,0.183861614,20329884,c(529989.924600074, 3659369.80350754)
9745,9745,236239,475389.9246,3659169.804,0.297550245,20341975,c(475389.924600074, 3659169.80350754)
9746,9746,236283,484189.9246,3659169.804,0.42659734,20341979,c(484189.924600074, 3659169.80350754)
9747,9747,236284,484389.9246,3659169.804,0.322647735,20341979,c(484389.924600074, 3659169.80350754)
9748,9748,236285,484589.9246,3659169.804,0.34449555,20341979,c(484589.924600074, 3659169.80350754)
9749,9749,236332,493989.9246,3659169.804,0.092990701,20328612,c(493989.924600074, 3659169.80350754)
9750,9750,236346,496789.9246,3659169.804,0.64479552,20328616,c(496789.924600074, 3659169.80350754)
9751,9751,236373,502189.9246,3659169.804,0.796140386,20329858,c(502189.924600074, 3659169.80350754)
9752,9752,236374,502389.9246,3659169.804,0.836576342,20329858,c(502389.924600074, 3659169.80350754)
9753,9753,236409,509389.9246,3659169.804,0.175212479,20329840,c(509389.924600074, 3659169.80350754)
9754,9754,236410,509589.9246,3659169.804,0.105369463,20329850,c(509589.924600074, 3659169.80350754)
9755,9755,236411,509789.9246,3659169.804,0.134726527,20329850,c(509789.924600074, 3659169.80350754)
9756,9756,236412,509989.9246,3659169.804,0.13639636,20329850,c(509989.924600074, 3659169.80350754)
9757,9757,236415,510589.9246,3659169.804,0.117208279,20329850,c(510589.924600074, 3659169.80350754)
9758,9758,236416,510789.9246,3659169.804,0.110748925,20329850,c(510789.924600074, 3659169.80350754)
9759,9759,236435,514589.9246,3659169.804,0.212918708,20329860,c(514589.924600074, 3659169.80350754)
9760,9760,236511,529789.9246,3659169.804,0.353764624,20329884,c(529789.924600074, 3659169.80350754)
9761,9761,236923,475389.9246,3658969.804,0.284271573,20341975,c(475389.924600074, 3658969.80350754)
9762,9762,236967,484189.9246,3658969.804,0.331866813,20341979,c(484189.924600074, 3658969.80350754)
9763,9763,237015,493789.9246,3658969.804,0.090860914,20328612,c(493789.924600074, 3658969.80350754)
9764,9764,237016,493989.9246,3658969.804,0.068083192,20328612,c(493989.924600074, 3658969.80350754)
9765,9765,237030,496789.9246,3658969.804,0.672872713,20328616,c(496789.924600074, 3658969.80350754)
9766,9766,237031,496989.9246,3658969.804,0.619878012,20328616,c(496989.924600074, 3658969.80350754)
